"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"549",7,1,5,4,13,3,1,2,1,2,2,2,3,3,2,2,1,2,3,4,1,2,10,5,8,5,8,5,5,5,10,7,2,10,6,8,9,4,6,9,6,9,2,2,7,5,3,3,3,2,5,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,1,3,1,3,1,2,1,3,2,2,2,2,6,90,80,60,70,90,90,90,70,NA,NA,NA,NA,NA,NA,NA,NA,80,70,50,70,2,5,3,2,2,1,2,1,1,1,2,2,43,2,13,NA,NA,15,1,2,2,5,5,3,NA,1,2,543,19,1,1,2,1
"550",8,1,5,4,17,3,1,1,1,1,2,1,4,4,1,2,2,2,3,4,1,2,5,1,8,1,6,1,1,4,8,4,1,1,1,1,7,4,7,6,4,7,4,2,6,5,3,3,2,5,5,3,3,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,2,1,1,3,1,2,1,4,2,3,4,2,3,70,60,0,60,60,55,55,40,NA,NA,NA,NA,NA,NA,NA,NA,80,0,40,80,1,1,4,2,4,1,4,1,1,8,1,1,41,1,13,NA,NA,20,1,4,2,3,5,3,NA,1,2,697,19,1,1,2,1
"551",9,1,3,2,17,3,4,4,4,4,3,4,2,2,2,3,4,3,4,1,2,3,5,8,3,10,1,10,6,8,2,8,1,1,8,5,1,1,1,6,6,1,1,1,1,1,5,5,2,2,1,3,3,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,2,2,2,2,1,3,3,1,1,1,1,1,1,100,80,80,80,80,60,70,90,NA,NA,NA,NA,NA,NA,NA,NA,30,30,10,80,5,1,1,3,6,2,6,2,2,3,2,5,57,4,3,60,NA,18,1,5,1,3,2,2,NA,3,2,278,19,1,1,2,1
"552",10,1,1,1,1,5,1,1,1,1,1,1,1,1,2,3,4,4,4,3,2,1,1,10,9,2,3,4,7,8,10,1,1,10,1,3,1,10,9,1,10,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,2,2,2,2,2,2,2,1,1,1,1,1,4,100,0,0,100,80,70,60,70,NA,NA,NA,NA,NA,NA,NA,NA,90,90,0,0,5,4,1,3,1,2,1,2,1,2,2,5,48,1,13,NA,NA,12,2,3,1,2,1,4,NA,1,2,631,19,1,1,2,1
"553",11,1,3,3,1,2,4,3,2,4,2,4,1,2,2,3,4,2,4,1,2,3,2,6,2,4,2,9,9,3,1,7,2,1,7,3,3,6,5,1,7,1,3,1,2,4,5,5,3,2,2,3,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,4,3,4,2,2,3,3,1,1,1,1,3,3,70,40,30,40,60,60,70,30,NA,NA,NA,NA,NA,NA,NA,NA,60,40,20,70,5,3,1,4,5,2,5,2,2,2,1,4,22,3,6,NA,NA,16,2,3,2,3,5,3,NA,3,2,483,19,1,1,2,1
"554",12,1,3,3,1,4,4,4,2,2,3,3,2,2,2,4,4,2,4,2,1,3,6,9,5,7,4,3,10,6,8,7,1,8,9,4,9,7,5,7,7,5,2,1,2,2,3,2,2,1,1,4,2,1,3,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,3,80,70,50,60,40,50,90,30,NA,NA,NA,NA,NA,NA,NA,NA,90,70,50,70,5,3,1,4,1,2,8,2,2,2,4,5,38,2,11,NA,NA,12,2,1,2,6,6,3,NA,2,2,11,19,1,1,2,1
"555",13,1,4,4,13,4,2,NA,1,1,NA,2,NA,3,1,4,2,2,4,1,3,2,5,5,5,5,7,5,1,6,7,7,1,5,5,6,6,6,7,7,6,3,2,3,4,2,5,2,2,2,5,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,4,2,1,1,3,2,3,1,1,2,1,2,2,4,100,40,60,NA,100,50,80,60,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,70,3,5,1,3,98,2,3,2,NA,NA,1,3,26,3,NA,NA,NA,15,1,1,1,3,2,3,NA,2,2,122,19,1,1,2,1
"556",14,1,3,2,1,3,4,4,2,4,4,4,1,1,2,4,4,2,2,1,4,3,1,8,1,7,1,9,7,3,1,8,1,1,8,1,1,8,1,1,8,1,1,1,1,1,3,2,1,1,1,3,1,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,4,2,2,1,2,1,1,1,1,1,3,70,40,20,50,15,60,70,30,NA,NA,NA,NA,NA,NA,NA,NA,60,20,0,50,5,1,1,3,13,2,13,5,5,98,4,5,19,3,12,NA,NA,12,2,2,1,5,3,1,NA,3,2,631,19,1,1,2,1
"557",15,1,5,4,13,5,4,4,3,2,3,4,3,3,1,4,4,1,4,3,2,1,4,7,1,1,1,10,2,1,5,4,1,1,6,1,1,5,1,1,6,1,1,1,2,4,3,3,4,3,3,3,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,2,2,2,2,4,3,4,1,4,3,3,1,2,100,100,40,20,20,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,20,20,0,80,3,4,1,4,5,2,NA,2,2,2,1,4,59,2,3,91,1,15,2,5,3,3,2,3,NA,2,2,312,19,1,5,2,1
"558",16,1,5,3,10,3,4,4,4,1,3,3,3,3,1,3,3,1,4,3,1,2,3,5,1,1,2,1,1,7,1,9,1,4,8,3,1,8,1,3,7,3,1,1,2,3,3,3,3,2,2,1,3,1,3,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,2,2,2,2,3,4,1,1,1,1,1,1,100,100,30,0,40,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA,0,30,0,80,2,4,1,4,1,2,1,2,1,1,1,4,70,1,3,91,1,10,NA,5,1,3,2,3,NA,1,2,312,19,1,5,2,1
"559",17,1,5,4,13,4,1,1,1,3,1,1,3,4,1,2,2,4,3,4,1,2,7,2,7,3,1,1,1,1,8,2,7,7,2,2,7,2,2,2,2,2,2,2,7,4,3,3,5,1,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,4,4,1,1,3,1,2,4,2,2,2,2,2,5,90,20,10,50,0,90,100,50,NA,NA,NA,NA,NA,NA,NA,NA,90,0,0,50,1,2,2,2,9,1,9,1,1,18,1,1,37,2,14,NA,NA,12,2,2,1,4,3,3,NA,1,2,698,19,1,1,2,1
"560",18,1,4,3,13,4,2,3,1,1,1,2,4,4,1,2,3,2,1,3,4,2,2,7,4,6,5,5,5,4,NA,5,2,9,3,5,2,5,6,7,9,5,1,1,1,2,3,2,4,3,4,NA,2,1,3,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,2,2,2,2,1,2,1,1,1,1,3,4,80,20,5,10,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,20,70,20,80,4,3,2,2,1,2,1,2,2,2,1,5,40,2,6,NA,NA,12,2,3,2,4,5,3,NA,2,2,544,19,1,1,2,1
"561",19,1,5,4,13,3,1,1,1,1,1,1,4,4,2,4,2,2,1,3,4,2,5,8,1,5,5,5,1,1,5,1,1,6,1,8,5,6,4,4,6,5,2,1,6,1,1,1,1,5,2,4,2,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,1,1,1,1,1,1,1,1,4,3,3,3,5,90,0,40,50,20,20,0,50,NA,NA,NA,NA,NA,NA,NA,NA,80,20,0,50,1,4,1,4,2,1,2,4,1,1,1,2,62,1,1,55,NA,12,2,3,1,4,2,2,NA,1,2,544,19,1,1,2,1
"562",20,1,5,3,16,3,3,3,2,3,3,3,3,3,2,4,3,1,3,4,2,1,1,5,1,4,5,1,5,3,3,10,1,1,5,3,1,3,3,1,3,3,1,1,1,2,2,2,2,2,2,4,3,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,2,1,1,1,2,3,2,1,1,1,1,1,1,100,20,40,30,80,80,20,80,NA,NA,NA,NA,NA,NA,NA,NA,80,80,0,80,5,3,1,1,1,2,1,2,2,3,1,5,30,2,6,NA,NA,16,1,3,1,4,3,2,NA,2,2,278,19,1,1,2,1
"563",21,1,4,3,1,3,4,3,3,3,3,3,2,2,2,4,3,1,4,2,1,3,3,7,2,3,3,4,2,4,2,8,1,5,5,3,3,3,4,2,6,1,1,1,1,1,5,5,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,2,2,2,2,3,4,1,1,1,1,1,1,100,0,0,80,80,20,80,80,NA,NA,NA,NA,NA,NA,NA,NA,50,30,0,80,5,2,1,5,98,2,98,2,2,3,1,5,27,2,12,NA,NA,15,1,3,1,3,4,3,NA,3,2,278,19,1,1,2,1
"564",22,1,4,NA,10,3,NA,NA,2,4,1,2,3,4,2,3,3,1,3,4,1,2,10,7,1,1,1,1,1,9,1,8,1,10,10,10,6,NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,1,3,4,4,NA,NA,1,1,1,1,3,3,50,60,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,70,60,NA,50,3,4,2,2,2,2,2,2,2,2,1,2,44,2,3,90,1,10,NA,1,3,3,3,3,NA,1,2,402,19,1,5,2,1
"565",23,1,5,4,1,3,4,4,1,1,1,1,1,1,1,3,4,3,2,4,1,3,4,9,5,5,5,5,5,1,1,9,1,1,9,5,5,9,5,2,9,5,1,1,3,2,3,1,2,2,1,1,1,2,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,2,4,2,1,3,1,1,1,4,80,50,20,5,20,40,5,10,NA,NA,NA,NA,NA,NA,NA,NA,70,20,50,70,4,3,2,2,1,2,1,2,2,2,1,5,42,2,6,NA,NA,12,2,3,2,3,4,2,NA,2,2,213,19,1,1,2,1
"566",24,1,4,3,1,5,3,4,1,3,3,2,3,4,1,2,4,2,3,4,1,2,3,2,1,2,10,3,1,4,3,5,1,4,4,5,2,2,5,8,7,5,4,4,4,4,3,2,1,3,2,3,2,1,2,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,3,3,3,4,4,4,1,1,2,1,1,3,90,70,60,40,80,20,40,50,NA,NA,NA,NA,NA,NA,NA,NA,80,0,10,30,3,4,3,5,3,2,3,2,4,97,1,4,52,2,2,72,NA,14,2,3,3,3,1,3,NA,1,2,211,19,1,1,2,1
"567",25,1,3,2,1,4,4,4,4,4,2,3,2,3,2,4,3,2,2,1,3,4,9,9,4,10,5,8,8,10,6,8,5,5,8,6,8,8,8,6,6,6,3,3,1,5,5,5,5,5,5,3,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,3,3,3,3,3,3,3,1,3,3,1,3,5,100,8,5,10,10,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,60,70,0,80,5,3,1,5,6,2,6,2,2,10,1,5,35,4,11,NA,NA,15,1,2,1,3,8,1,NA,3,2,278,19,1,1,2,1
"568",26,1,4,2,10,3,3,3,2,3,3,2,3,3,1,2,4,1,4,3,2,1,1,8,1,1,1,5,1,1,1,10,1,6,7,2,6,7,1,5,8,1,1,1,2,3,3,3,3,3,3,3,2,3,3,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,2,2,2,2,2,3,4,1,1,1,1,1,3,100,100,30,20,30,50,70,70,NA,NA,NA,NA,NA,NA,NA,NA,20,40,0,100,2,2,1,4,1,2,1,2,4,97,1,4,45,1,3,91,1,15,2,5,3,3,2,3,NA,1,2,577,19,1,5,2,1
"569",27,1,4,3,1,4,2,3,1,4,4,2,2,3,2,3,4,3,NA,NA,NA,NA,3,10,1,9,1,9,2,6,1,10,1,2,9,1,2,5,1,2,6,1,4,2,1,3,3,5,3,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,2,3,2,2,2,3,4,1,1,1,1,3,1,100,30,0,10,20,40,40,30,NA,NA,NA,NA,NA,NA,NA,NA,100,80,0,80,5,2,1,4,1,2,1,2,2,2,1,5,56,3,14,NA,NA,12,2,3,5,5,4,3,NA,3,2,483,19,1,1,2,1
"570",28,1,5,4,13,5,4,3,1,4,2,3,3,3,2,1,4,1,1,2,3,4,3,8,1,9,1,7,10,1,1,10,1,1,4,1,1,4,1,1,8,1,3,4,1,1,5,5,2,5,5,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,3,2,2,4,2,1,1,2,1,1,1,4,1,3,60,20,3,7,15,6,15,5,NA,NA,NA,NA,NA,NA,NA,NA,40,15,10,30,5,1,1,3,1,2,1,2,2,2,3,4,44,3,12,NA,NA,12,2,3,4,4,4,3,NA,3,2,483,19,1,1,2,1
"571",29,1,3,3,17,4,NA,3,4,4,3,3,NA,2,2,4,4,2,2,1,3,4,2,7,2,8,4,8,4,3,2,4,1,2,5,5,3,4,5,1,3,4,1,1,2,3,3,3,3,2,2,1,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,4,2,4,NA,NA,1,NA,1,1,NA,1,70,40,40,50,60,55,45,38,NA,NA,NA,NA,NA,NA,NA,NA,60,10,2,70,5,3,1,4,97,2,97,2,4,97,1,5,20,4,NA,NA,NA,14,2,NA,1,5,9,3,NA,3,2,398,19,1,1,2,1
"572",30,1,5,3,13,4,2,3,1,1,3,3,2,2,1,3,3,1,3,2,4,1,1,7,1,3,5,6,1,3,1,9,1,1,6,2,1,5,5,1,7,5,1,1,2,2,2,5,2,2,2,3,1,1,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,2,2,4,3,4,1,1,1,1,1,1,100,50,50,20,70,50,0,20,NA,NA,NA,NA,NA,NA,NA,NA,50,50,30,70,2,4,1,4,1,2,1,2,2,NA,1,5,33,1,4,70,NA,13,1,NA,2,4,4,3,NA,1,2,363,19,1,1,2,1
"573",31,1,4,4,13,3,3,2,1,3,2,1,4,4,1,3,2,2,1,4,3,2,10,5,9,6,4,3,2,7,10,5,2,7,3,5,9,5,4,10,9,5,2,2,6,4,3,3,2,5,4,3,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,1,1,1,1,2,1,1,2,3,2,2,5,60,50,20,60,40,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA,70,50,10,20,1,3,4,3,2,1,2,1,1,1,4,2,68,2,13,NA,NA,17,1,3,1,3,2,3,NA,2,2,213,19,1,1,2,1
"574",32,1,3,2,2,3,4,3,2,4,4,4,NA,NA,2,4,4,1,4,2,3,1,1,10,1,6,5,7,2,4,1,9,1,1,10,8,1,10,8,1,9,3,1,1,1,4,4,4,2,1,1,1,1,3,2,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,3,3,4,4,4,3,4,1,1,1,NA,1,5,80,40,30,70,70,80,50,50,NA,NA,NA,NA,NA,NA,NA,NA,70,80,10,50,4,3,1,4,1,2,1,2,2,2,2,4,46,1,3,90,1,16,1,5,3,6,6,3,NA,1,2,312,19,1,5,2,1
"575",33,1,5,4,13,5,2,2,1,4,1,2,1,3,1,2,2,1,4,2,1,3,5,10,2,4,7,4,7,1,2,10,1,1,10,2,1,10,2,1,7,2,1,1,4,3,1,3,2,2,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,2,1,3,2,2,1,2,1,1,1,1,3,4,60,40,NA,NA,30,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,50,4,3,1,2,1,2,1,2,2,2,1,4,40,3,12,NA,NA,12,2,3,4,3,6,3,NA,2,2,483,19,1,1,2,1
"576",34,1,3,3,13,4,4,4,2,4,3,3,2,2,2,4,4,1,4,1,2,3,3,8,1,10,5,7,5,3,3,8,1,2,8,8,3,8,8,2,8,1,NA,1,1,1,4,4,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,3,4,2,2,3,3,1,1,1,1,3,2,100,50,0,100,50,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,50,5,3,1,4,6,2,6,2,2,10,1,4,36,4,6,NA,NA,18,2,3,2,3,6,3,NA,3,2,483,19,1,1,2,1
"577",35,1,5,2,1,3,3,3,2,4,3,3,3,3,1,2,4,1,4,3,2,1,1,10,1,1,5,7,1,5,1,9,1,1,10,1,1,8,1,1,1,1,1,1,2,2,2,4,3,2,2,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,2,2,2,2,2,3,4,1,1,1,1,1,4,100,100,50,50,50,50,80,80,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,90,2,2,1,4,1,2,1,2,2,2,2,4,66,2,3,93,1,14,2,5,3,3,3,3,NA,2,2,43,19,1,5,2,1
"578",36,1,5,2,1,4,3,3,2,4,3,3,3,3,2,4,4,1,4,1,NA,NA,1,10,1,1,1,1,1,1,1,10,1,1,10,1,1,10,1,1,10,1,1,1,2,2,2,3,2,2,2,3,1,1,3,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,2,2,2,2,2,3,4,1,1,1,1,1,2,100,100,20,20,20,20,80,50,NA,NA,NA,NA,NA,NA,NA,NA,20,20,0,80,4,3,1,4,1,2,1,2,2,2,2,4,48,2,3,90,1,14,2,4,3,3,3,3,NA,3,2,36,19,1,5,2,1
"579",37,1,5,3,2,5,3,3,2,3,3,2,1,3,2,2,4,1,4,3,2,1,1,10,1,1,8,1,1,3,1,5,1,1,5,6,1,5,6,1,5,6,1,1,2,2,2,2,2,2,2,3,3,1,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,2,3,2,2,2,3,4,3,1,4,1,4,3,90,50,20,20,60,70,50,40,NA,NA,NA,NA,NA,NA,NA,NA,90,50,0,80,1,2,1,4,3,2,3,1,2,2,1,2,47,2,3,90,1,14,1,5,5,3,2,4,NA,1,2,312,19,1,5,2,1
"580",38,1,3,4,13,5,4,2,1,4,2,3,2,2,2,4,4,1,1,4,3,2,1,10,1,1,1,1,1,1,1,10,5,1,6,1,1,6,1,1,8,7,4,1,1,2,5,5,3,1,3,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,2,2,2,4,2,2,3,4,1,1,1,4,1,1,100,50,70,70,45,45,75,52,NA,NA,NA,NA,NA,NA,NA,NA,84,0,0,69,4,1,1,5,98,2,1,5,5,98,1,5,19,2,6,NA,NA,12,2,2,NA,5,6,1,NA,2,2,308,19,1,1,2,1
"581",39,1,3,3,1,3,4,3,3,3,3,3,3,3,2,4,4,2,1,2,4,3,1,1,1,8,1,8,9,5,1,1,1,5,5,4,1,1,1,4,4,4,4,4,4,1,5,2,5,1,1,1,1,3,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,4,2,4,4,4,3,2,3,4,1,4,4,5,50,50,60,50,50,50,70,50,NA,NA,NA,NA,NA,NA,NA,NA,70,50,100,80,3,3,1,4,98,5,98,1,2,3,1,3,23,4,6,NA,NA,14,1,5,1,3,3,3,NA,4,2,36,19,1,1,2,1
"582",40,1,3,2,1,4,3,3,2,3,3,3,3,3,2,4,4,2,2,4,3,1,1,3,2,5,1,10,4,NA,1,4,1,1,5,1,1,4,1,1,2,1,1,1,1,2,2,5,5,3,3,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,2,4,2,4,3,4,1,1,1,4,4,5,90,60,40,50,60,60,70,50,NA,NA,NA,NA,NA,NA,NA,NA,70,60,50,80,4,2,1,2,5,5,5,2,2,3,2,5,55,4,3,57,NA,16,1,3,2,5,4,3,NA,3,2,483,19,1,1,2,1
"583",41,1,3,2,17,3,4,3,2,3,3,3,3,3,1,2,3,2,4,1,3,2,1,9,1,2,1,9,8,6,1,8,3,1,8,1,5,5,1,2,8,1,3,1,2,2,5,5,5,2,2,1,1,2,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,3,3,2,1,3,4,1,4,1,1,3,4,100,50,30,70,50,80,80,60,NA,NA,NA,NA,NA,NA,NA,NA,80,50,30,80,4,2,2,4,8,2,8,2,2,2,2,5,26,4,5,89,NA,16,1,5,1,4,5,3,NA,3,2,213,19,1,1,2,1
"584",42,1,4,4,16,5,3,3,1,4,2,2,3,3,2,4,3,1,4,1,3,2,1,1,1,2,1,2,1,2,1,1,1,5,9,3,3,3,2,2,2,2,4,1,4,1,5,4,4,3,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,2,2,2,4,3,3,3,1,3,3,2,1,4,70,40,20,20,40,26,10,10,NA,NA,NA,NA,NA,NA,NA,NA,40,50,10,80,3,3,3,3,1,2,1,2,2,11,1,4,65,2,2,51,NA,3,NA,5,5,4,3,3,NA,2,2,366,19,1,1,2,1
"585",43,1,5,3,13,3,3,2,1,4,4,3,4,4,1,3,2,2,1,3,4,2,7,2,5,3,6,5,7,2,5,8,1,8,8,2,7,5,2,2,6,4,4,4,4,1,2,3,2,4,3,2,2,1,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,2,2,2,2,1,2,1,1,2,1,1,4,50,40,20,10,30,40,5,5,NA,NA,NA,NA,NA,NA,NA,NA,70,80,40,60,1,3,2,4,1,2,1,2,2,2,1,5,60,2,6,NA,NA,12,2,3,5,4,2,2,NA,2,2,548,19,1,1,2,1
"586",44,1,5,4,17,3,1,1,1,1,2,2,4,4,NA,4,4,2,4,3,1,2,5,1,6,1,5,2,2,2,8,1,10,6,1,1,4,1,1,1,1,1,2,2,5,4,4,5,5,4,5,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,0,50,2,2,2,2,2,1,2,1,1,1,1,2,56,2,13,NA,NA,20,1,3,1,7,6,2,NA,1,2,699,19,1,1,2,1
"587",45,1,4,3,13,5,4,3,1,2,2,4,1,1,2,2,3,3,2,4,1,3,8,2,5,4,7,4,3,NA,5,2,1,8,2,5,3,8,5,8,4,6,2,2,5,2,3,1,1,2,2,1,2,1,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,1,1,1,1,1,2,1,2,2,2,2,2,4,40,70,20,30,20,20,5,10,NA,NA,NA,NA,NA,NA,NA,NA,40,70,60,20,2,3,2,4,2,1,2,1,1,1,1,1,NA,2,6,NA,NA,12,2,3,2,3,4,3,NA,2,2,631,19,1,1,2,1
"588",46,1,5,4,13,4,3,3,2,3,2,3,2,2,1,NA,3,3,4,2,1,3,8,10,1,5,10,5,2,5,1,6,1,6,6,7,10,8,8,5,5,5,2,1,6,5,3,3,3,2,2,1,2,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2,2,2,3,3,1,1,1,1,1,1,5,80,50,50,60,80,70,60,50,NA,NA,NA,NA,NA,NA,NA,NA,80,60,40,70,3,4,2,4,3,4,3,5,4,NA,1,2,20,2,11,NA,NA,12,2,2,5,4,8,1,NA,2,2,277,19,1,1,2,1
"589",47,1,5,4,1,4,2,2,1,2,2,3,1,1,1,2,4,1,4,2,1,3,5,5,1,8,1,5,8,5,5,5,1,5,5,5,5,5,5,5,5,5,4,4,2,5,5,5,5,4,4,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,3,3,3,3,3,4,3,1,3,1,1,1,1,60,40,50,80,50,50,80,40,NA,NA,NA,NA,NA,NA,NA,NA,80,20,10,90,5,2,1,3,8,2,8,2,2,2,1,5,24,3,6,NA,NA,16,1,4,5,3,3,3,NA,2,2,695,19,1,1,2,1
"590",48,1,3,4,13,4,4,4,2,3,3,3,2,2,2,4,4,3,2,1,3,4,2,7,1,7,3,9,7,5,1,8,1,1,7,3,1,6,2,2,7,1,1,1,1,1,3,3,4,2,1,3,1,2,4,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,2,2,2,4,1,4,1,1,1,1,1,2,90,50,0,80,30,90,90,80,NA,NA,NA,NA,NA,NA,NA,NA,80,0,0,50,5,2,1,2,5,2,5,2,2,3,1,5,61,3,4,NA,NA,21,1,3,5,3,2,3,NA,3,2,368,19,1,1,2,1
"591",49,1,4,3,1,2,2,2,3,4,3,2,4,4,2,3,3,1,4,3,2,1,1,8,1,3,7,8,1,8,1,9,1,1,8,5,6,7,9,8,6,10,1,1,3,1,4,1,1,1,1,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,1,2,3,2,2,1,3,1,1,1,1,1,1,4,100,100,5,50,50,70,50,75,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,80,1,3,1,3,3,2,3,2,1,2,2,4,37,1,3,90,1,16,1,2,3,4,4,2,NA,1,2,454,19,1,5,2,1
"592",50,1,5,3,10,1,2,2,1,4,2,1,4,4,2,3,3,1,3,4,2,1,7,1,2,NA,7,NA,1,1,NA,8,1,8,5,1,9,2,3,9,2,10,2,2,4,2,2,2,1,2,5,3,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,2,1,1,4,1,1,NA,1,1,NA,1,4,NA,3,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,30,0,70,2,5,2,5,2,2,2,1,1,4,1,3,61,1,3,90,1,20,1,5,3,3,4,4,NA,1,2,32,19,1,5,2,1
