"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"962",420,1,3,3,NA,4,3,3,NA,NA,NA,NA,NA,NA,2,3,4,2,NA,NA,NA,NA,4,4,6,3,3,2,3,2,5,5,2,7,5,3,4,4,3,4,4,3,4,1,4,5,5,4,4,5,3,2,1,1,1,2,2,1,1,1,1,3,2,1,1,3,2,2,1,2,3,3,2,2,3,2,2,2,3,1,1,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,20,20,15,6,12,4,10,10,100,20,80,30,3,2,2,4,11,2,11,2,2,12,1,3,52,2,3,85,NA,17,1,2,2,5,4,3,NA,1,1,9,19,1,2,2,1
"963",421,1,4,2,16,4,3,2,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,1,10,1,5,2,1,5,7,1,10,1,2,10,5,2,10,5,1,10,1,1,1,1,1,1,2,1,1,2,1,2,2,2,3,1,1,1,2,1,1,2,1,1,1,2,2,1,3,3,4,4,1,2,4,2,2,3,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,35,17,7,5,10,3,6,5,60,10,10,80,4,4,1,2,1,2,1,2,2,11,2,4,40,3,12,NA,NA,14,1,4,2,3,5,3,NA,2,1,582,19,1,2,2,1
"964",422,1,5,3,1,5,4,2,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,3,8,1,4,6,7,3,2,1,5,1,3,5,2,2,4,3,2,5,1,1,1,2,2,2,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,3,3,1,4,2,3,4,2,1,3,3,1,4,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,40,100,50,4,3,2,5,5,2,5,5,5,98,4,5,18,3,2,93,NA,12,2,3,5,5,5,1,NA,2,1,278,19,1,2,2,1
"965",423,1,5,3,1,3,2,3,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,7,4,9,3,9,7,1,8,8,6,4,8,5,6,8,5,9,6,6,10,2,2,4,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,3,1,4,4,4,1,3,1,3,3,1,2,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,27,19,10,3,15,10,5,8,80,50,10,50,3,5,3,4,3,1,3,1,5,98,2,3,21,1,4,90,1,12,2,3,3,5,4,2,NA,1,1,395,19,1,6,2,1
"966",424,1,4,3,10,3,2,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,3,7,6,6,7,1,2,NA,4,4,5,5,1,5,1,1,3,3,3,3,3,3,3,2,2,1,1,2,1,1,1,2,1,1,4,4,1,4,1,1,1,3,1,3,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,2,3,2,3,2,2,0,30,0,2,4,5,4,2,1,2,2,1,8,1,NA,41,4,6,NA,NA,9,NA,5,1,4,9,3,NA,2,1,213,19,1,2,2,1
"967",425,1,2,1,1,4,3,3,NA,NA,NA,NA,NA,NA,2,4,4,3,NA,NA,NA,NA,1,10,1,5,1,3,5,5,1,10,1,1,10,1,1,5,1,1,1,1,1,1,3,2,5,5,2,2,2,1,4,4,4,1,4,4,4,1,3,2,1,1,1,1,2,2,1,1,4,1,1,2,2,2,2,2,1,2,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,2,5,5,17,5,100,50,0,100,4,2,1,4,7,2,7,2,2,19,3,4,66,4,4,59,NA,12,2,2,1,3,2,2,NA,4,1,278,19,1,2,2,1
"968",426,1,4,3,18,4,3,3,NA,NA,NA,NA,NA,NA,1,2,1,3,NA,NA,NA,NA,1,2,3,6,9,7,5,3,1,2,1,1,5,3,5,5,2,2,5,6,1,1,2,2,2,2,3,3,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,4,4,1,4,2,2,NA,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,27,11,7,7,12,4,26,5,37,60,0,60,3,3,1,3,8,2,8,2,2,2,1,6,34,3,11,NA,NA,11,NA,4,1,3,5,3,NA,2,1,9,19,1,2,2,1
"969",427,1,5,3,1,3,2,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,7,5,8,4,7,4,1,4,5,7,1,8,5,5,7,4,8,6,2,8,2,2,6,2,4,2,1,2,2,3,4,1,2,1,1,1,3,2,1,1,2,1,2,1,2,1,1,1,3,4,2,2,1,2,2,1,2,1,1,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,31,23,10,6,14,6,7,5,50,0,0,50,1,5,2,3,4,1,4,1,1,8,2,1,29,1,6,NA,NA,17,1,1,1,3,1,2,NA,1,1,631,19,1,2,2,1
"970",428,1,3,2,1,3,4,4,NA,NA,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,3,8,2,5,5,4,2,3,1,8,3,3,7,5,3,6,4,3,7,4,1,1,5,1,3,4,1,1,1,4,4,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,3,4,4,4,2,2,2,2,2,3,3,1,1,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,35,20,7,4,13,3,7,4,100,50,0,0,5,4,1,4,1,2,1,2,2,2,1,4,72,1,2,50,NA,12,2,2,5,4,3,2,NA,1,1,543,19,1,2,2,1
"971",429,1,2,1,1,3,4,4,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,NA,NA,1,10,1,8,1,6,8,2,1,10,1,1,10,1,5,10,1,1,10,1,1,1,1,3,3,2,2,2,2,1,1,3,2,1,1,1,2,1,3,3,3,3,1,1,3,2,1,1,4,1,4,2,2,2,2,2,1,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,40,20,9,5,10,6,9,4,80,0,80,50,4,2,1,3,1,2,1,2,2,2,2,5,47,3,11,NA,NA,12,2,3,1,4,4,3,NA,3,1,271,19,1,2,2,1
"972",430,1,5,4,13,3,2,2,NA,NA,NA,NA,NA,NA,1,2,1,4,NA,NA,NA,NA,5,3,4,1,6,2,1,2,7,2,1,5,1,5,1,1,4,4,3,5,4,4,5,2,2,3,2,1,1,3,4,1,1,3,1,1,2,2,1,2,2,1,1,1,2,2,1,2,4,2,4,1,1,1,1,1,3,1,4,2,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,30,30,10,4,12,5,12,3,100,50,50,100,1,3,3,2,3,1,98,1,1,1,1,3,50,2,3,96,1,16,1,4,3,3,4,3,NA,1,1,276,19,1,2,2,1
"973",431,1,5,3,10,4,1,1,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,8,6,9,7,7,5,4,7,8,7,6,8,7,6,8,6,6,6,7,9,NA,2,7,4,3,1,1,1,5,3,3,2,1,1,1,2,2,2,1,3,2,1,3,3,2,1,1,1,3,1,3,1,1,1,1,1,2,2,1,1,2,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,32,21,9,6,15,9,13,6,70,30,20,65,1,5,4,2,4,1,4,1,1,8,2,2,65,2,13,NA,NA,13,2,3,2,3,2,3,NA,1,1,693,19,1,2,2,1
"974",432,1,5,4,32,5,3,2,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,1,2,1,1,10,8,1,4,1,2,1,1,2,5,2,1,10,3,1,10,4,4,3,3,1,5,5,2,2,3,1,1,2,1,4,3,1,2,1,1,2,3,3,1,3,1,1,4,2,4,2,2,4,4,4,1,3,4,1,1,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,36,21,8,4,16,10,14,6,60,30,0,40,1,4,1,1,3,2,3,2,3,4,2,4,39,1,4,91,1,14,2,4,3,4,3,3,NA,1,1,395,19,1,6,2,1
"975",433,1,5,3,18,3,3,3,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,1,10,1,1,1,1,1,1,1,1,1,1,10,1,1,10,1,1,10,1,3,3,4,5,5,5,1,1,5,3,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,3,3,4,2,1,2,2,2,3,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,35,25,10,6,6,5,10,10,60,50,40,100,4,4,1,5,1,2,1,4,2,2,1,5,31,3,12,NA,NA,12,2,3,3,4,3,4,NA,2,1,553,19,1,2,2,1
"976",434,1,5,3,13,3,1,1,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,8,5,8,3,9,1,1,1,8,7,8,8,5,5,7,7,6,8,4,10,3,3,6,2,2,5,1,2,5,3,4,1,2,1,1,2,2,2,1,1,2,1,3,1,2,1,1,2,3,4,1,3,4,2,3,1,3,4,1,3,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,34,23,10,5,16,6,10,5,90,45,40,65,1,4,3,2,2,1,2,1,1,8,1,1,30,2,14,NA,NA,16,1,3,2,4,1,3,NA,1,1,333,19,1,2,2,1
"977",435,1,3,3,1,4,3,3,NA,NA,NA,NA,NA,NA,1,2,3,4,NA,NA,NA,NA,2,6,1,8,2,6,8,7,1,8,1,1,7,1,2,7,5,3,7,1,1,1,1,4,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,4,2,2,2,2,2,3,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,33,22,8,5,9,6,10,3,55,20,30,60,4,2,2,4,NA,2,NA,2,2,10,1,5,56,3,11,NA,NA,15,1,3,3,4,6,3,NA,3,1,574,19,1,2,2,1
"978",436,1,2,3,35,4,2,2,NA,NA,NA,NA,NA,NA,2,2,4,1,NA,NA,NA,NA,5,6,5,6,9,7,1,9,7,7,3,5,6,9,6,5,9,7,5,9,4,4,4,2,2,1,1,2,1,4,1,2,2,1,1,2,4,1,1,1,2,1,1,1,3,2,1,2,4,2,2,3,3,3,3,3,3,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,33,18,NA,NA,16,6,8,3,20,90,20,80,3,4,2,2,3,2,3,2,1,6,1,4,31,1,3,91,1,12,2,3,3,4,9,2,NA,1,1,398,19,1,6,2,1
"979",437,1,5,4,10,3,2,3,NA,NA,NA,NA,NA,NA,2,3,3,4,NA,NA,NA,NA,5,1,10,1,1,1,1,1,6,1,5,7,1,1,7,3,1,5,3,10,2,2,7,4,2,2,1,2,3,1,2,1,1,2,1,2,1,2,1,3,3,1,3,1,2,1,1,2,2,3,4,3,1,1,1,1,2,1,3,2,2,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,32,22,9,3,14,9,12,4,100,30,10,60,2,2,4,2,4,1,4,1,1,8,2,1,65,1,13,NA,NA,34,1,1,1,9,3,2,NA,1,1,631,19,1,2,2,1
"980",438,1,4,3,13,3,2,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,4,6,3,3,8,5,1,1,2,5,5,5,4,4,6,5,4,6,5,8,1,2,4,2,3,2,1,2,5,3,4,1,1,2,1,4,4,2,1,3,2,1,3,3,2,1,1,4,4,4,3,1,2,1,2,1,3,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,32,8,5,5,15,10,8,3,50,20,0,30,2,4,1,5,3,2,3,1,1,6,1,4,37,1,3,90,1,15,1,2,3,4,3,3,NA,1,1,3,19,1,2,2,1
"981",439,1,5,4,1,3,4,4,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,1,10,5,3,7,2,10,7,1,10,1,5,5,5,3,5,3,5,7,1,2,1,5,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,2,1,1,1,1,2,1,4,2,2,4,3,2,2,2,4,3,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,50,50,50,3,3,2,3,1,2,8,2,2,11,1,5,26,3,2,89,NA,12,2,4,2,5,4,3,NA,2,1,9,20,1,2,2,1
"982",440,1,5,3,1,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,3,6,1,7,3,8,5,3,3,8,1,1,8,3,1,8,3,1,10,8,1,1,2,2,3,3,2,1,2,1,2,3,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,3,2,2,3,2,4,4,2,3,3,4,1,1,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,17,12,5,7,10,8,10,5,80,70,0,80,4,2,2,4,5,2,5,2,2,2,1,5,23,3,6,NA,NA,12,2,4,2,4,3,2,NA,2,1,902,20,1,2,2,1
"983",441,1,5,3,13,4,2,2,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,7,6,7,2,9,4,2,2,7,6,5,8,7,7,7,7,6,7,6,10,2,2,4,3,2,2,3,3,3,3,2,1,1,1,1,1,1,2,3,1,2,1,1,2,2,1,1,2,2,1,1,3,4,1,4,1,2,1,1,2,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80,60,50,2,4,4,4,3,1,3,1,1,8,1,2,28,2,6,NA,NA,16,1,3,2,NA,2,3,NA,1,1,631,20,1,2,2,1
"984",442,1,2,2,1,2,3,3,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,1,10,1,10,1,9,1,9,1,9,1,1,10,1,1,10,1,1,10,1,1,1,2,2,2,5,2,2,2,4,1,1,4,4,1,1,4,2,1,1,1,1,1,3,1,2,1,2,4,1,2,2,2,2,2,2,2,2,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,34,19,7,4,12,3,12,7,100,50,0,50,4,2,1,4,1,2,1,2,2,2,2,4,60,4,6,NA,NA,17,1,2,1,3,2,3,NA,4,1,278,20,1,2,2,1
"985",443,1,5,4,13,3,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,8,2,5,3,5,1,1,1,8,3,1,6,2,2,5,4,3,6,5,4,2,2,5,3,3,3,3,4,3,4,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,4,4,2,3,1,1,1,1,2,1,1,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,36,16,5,6,15,2,12,2,0,100,0,30,1,4,1,2,2,1,NA,1,1,1,1,2,54,1,13,NA,NA,16,1,2,1,6,5,2,NA,1,1,212,20,1,2,2,1
"986",444,1,2,3,20,3,2,2,NA,NA,NA,NA,NA,NA,1,2,2,4,NA,NA,NA,NA,5,5,6,4,1,4,1,1,2,5,9,9,9,9,5,5,5,5,5,5,4,1,4,4,4,5,5,5,5,2,2,2,2,3,3,4,3,1,1,1,2,1,3,3,2,1,1,1,3,4,3,2,4,4,4,4,3,4,1,4,3,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,30,30,5,5,1,2,3,1,30,30,0,30,1,5,1,5,96,2,96,1,1,15,1,3,29,1,6,NA,NA,18,1,1,1,3,2,3,NA,1,1,631,20,1,2,2,1
"987",445,1,5,2,1,4,4,4,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,2,7,1,9,5,10,3,5,2,4,1,3,5,4,5,5,3,5,7,9,2,1,1,1,4,4,2,1,1,3,1,2,2,2,1,1,1,2,1,3,2,1,1,1,1,2,1,1,3,2,4,2,2,4,2,4,3,1,1,4,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,20,15,5,6,8,9,12,4,80,20,1,50,5,3,1,4,5,2,5,5,5,98,1,5,18,3,6,NA,NA,12,2,3,1,5,4,3,NA,2,1,278,20,1,2,2,1
"988",446,1,3,4,1,3,2,2,NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,7,5,10,5,8,4,1,5,7,5,5,6,4,4,7,4,6,6,6,10,3,4,4,1,2,2,1,1,1,3,2,1,1,2,2,2,1,2,1,3,2,3,3,2,2,2,1,2,3,2,3,2,3,4,4,4,2,4,2,2,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,27,24,12,5,15,6,7,5,60,70,30,80,2,4,2,5,4,3,4,3,1,8,1,2,36,1,3,NA,NA,13,2,2,1,5,4,2,NA,1,1,9,20,1,2,2,1
"989",447,1,5,4,13,5,1,4,NA,NA,NA,NA,NA,NA,2,4,3,2,NA,NA,NA,NA,5,8,1,1,1,1,1,6,7,9,1,2,8,1,1,1,1,1,3,1,1,1,2,1,2,3,1,4,1,3,1,2,2,3,1,2,1,2,1,1,2,1,1,2,2,2,1,1,4,2,3,2,2,4,2,3,3,3,3,4,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,10,5,0,3,0,7,4,3,100,50,80,10,1,4,1,3,1,2,1,2,2,2,1,5,32,2,11,NA,NA,10,NA,3,3,3,6,3,NA,2,1,333,20,1,2,2,1
"990",448,1,4,3,1,3,3,3,NA,NA,NA,NA,NA,NA,2,2,3,2,NA,NA,NA,NA,1,6,1,4,1,7,10,6,1,8,1,1,8,1,1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,NA,2,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,33,23,6,5,13,6,15,3,100,0,0,100,5,1,1,4,8,2,8,2,2,11,4,4,49,3,11,NA,NA,14,1,1,2,8,7,2,NA,3,1,14,20,1,2,2,1
"991",449,1,2,2,1,3,2,3,NA,NA,NA,NA,NA,NA,1,4,4,3,NA,NA,NA,NA,1,5,10,6,8,5,5,5,3,5,1,2,7,7,1,9,4,1,9,4,3,3,3,5,4,3,4,4,3,3,2,1,2,3,2,2,3,2,3,2,2,3,1,1,2,2,1,1,2,2,2,2,2,2,4,4,3,3,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,30,17,10,5,15,8,10,4,80,10,0,100,2,4,1,5,1,2,1,2,1,1,1,4,45,2,11,NA,NA,10,NA,2,3,4,4,3,NA,2,1,398,20,1,2,2,1
"992",450,1,3,3,1,4,3,2,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,NA,1,8,1,8,1,10,5,9,1,8,1,1,5,1,1,7,1,1,8,1,3,1,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,2,1,1,2,1,NA,2,2,4,4,4,3,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,30,20,9,5,12,11,12,4,90,0,0,50,4,1,2,1,13,2,13,2,2,3,1,4,25,3,6,NA,NA,16,1,3,1,3,3,3,NA,4,1,278,20,1,2,2,1
"993",451,1,5,4,13,5,2,2,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,6,5,4,2,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,3,3,5,2,3,2,2,2,2,1,2,1,2,2,2,2,3,1,1,2,2,1,3,1,2,1,1,1,2,3,2,2,3,2,2,3,2,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,25,20,5,5,13,8,10,5,40,30,20,50,3,3,3,3,97,4,97,1,1,1,1,2,55,2,14,NA,NA,20,1,3,4,5,1,2,NA,2,1,308,20,1,2,2,1
"994",452,1,3,3,16,3,3,3,NA,NA,NA,NA,NA,NA,2,4,3,4,NA,NA,NA,NA,1,10,1,5,1,4,6,7,1,10,1,1,10,1,1,10,1,1,10,1,1,1,1,3,3,3,3,3,3,1,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,2,1,1,3,2,4,2,2,2,2,2,1,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,49,16,7,5,9,8,10,7,100,0,0,50,4,1,1,3,1,2,1,2,2,2,1,4,60,2,1,56,NA,12,2,3,5,6,4,3,NA,2,1,398,20,1,2,2,1
"995",453,1,5,4,1,4,4,4,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,3,9,1,10,2,9,5,7,2,8,1,1,8,5,4,5,2,3,7,1,4,1,2,1,4,4,3,2,2,1,1,2,2,1,1,1,1,2,1,3,3,1,1,1,3,3,1,NA,2,1,3,2,3,4,2,2,3,3,1,1,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,30,20,10,4,13,10,10,5,60,20,0,60,5,2,1,5,1,2,1,2,2,2,1,4,54,3,3,72,NA,10,NA,4,2,4,6,3,NA,2,1,11,20,1,2,2,1
"996",454,1,4,3,13,4,3,3,NA,NA,NA,NA,NA,NA,2,1,4,1,NA,NA,NA,NA,4,6,1,5,2,2,5,5,2,6,1,1,5,1,2,6,2,NA,NA,NA,4,1,3,2,3,3,3,3,3,3,1,1,2,1,2,1,1,2,1,1,3,1,1,3,2,3,1,1,4,3,3,2,3,3,2,4,3,3,1,4,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,36,19,5,5,13,3,9,4,40,60,0,90,3,1,1,5,1,2,1,2,2,10,1,3,66,1,3,64,NA,16,1,5,5,4,2,3,NA,1,1,483,20,1,2,2,1
"997",455,1,4,3,17,4,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,3,3,8,6,3,3,2,5,5,4,5,4,5,2,5,3,6,5,3,2,4,4,5,3,3,5,5,3,3,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,3,3,4,3,1,3,3,1,3,1,3,2,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,30,20,13,6,15,8,8,5,100,50,70,50,2,4,4,4,16,1,16,4,4,97,3,1,29,2,11,NA,NA,12,2,3,2,3,2,3,NA,1,1,363,20,1,2,2,1
"998",456,1,5,1,2,4,2,2,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,5,7,3,6,6,10,1,6,2,10,1,10,7,5,10,10,6,6,10,5,1,1,5,1,1,1,3,1,1,4,1,1,2,2,3,1,1,1,1,2,2,1,1,2,2,2,1,3,1,3,1,2,2,2,2,2,1,2,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,20,15,20,10,10,20,0,3,100,0,60,50,4,2,4,5,1,2,1,2,2,2,2,4,44,1,14,NA,NA,11,NA,2,3,6,4,3,NA,1,1,631,20,1,2,2,1
"999",457,1,1,1,1,3,4,4,NA,NA,NA,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,1,10,1,10,1,10,10,10,1,10,1,1,10,1,10,10,10,2,10,1,3,1,2,1,5,5,2,1,1,1,1,4,3,1,1,1,4,2,3,1,1,1,3,3,1,1,3,1,3,1,NA,2,3,2,2,4,3,3,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,38,20,8,5,14,9,11,3,50,70,0,80,4,3,1,5,7,2,7,2,2,19,4,5,47,4,6,NA,NA,30,2,5,5,2,6,4,NA,4,1,278,20,1,2,2,1
"1000",458,1,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,NA,4,8,3,4,3,9,1,7,2,8,1,1,7,3,5,7,5,1,6,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1,3,2,2,3,2,2,3,3,1,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,5,4,5,2,5,3,2,65,70,5,70,3,2,2,3,5,2,5,2,2,3,1,5,23,2,6,NA,NA,12,2,3,2,4,6,3,NA,2,1,278,20,1,2,2,1
"1001",459,1,3,3,1,3,2,3,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,3,7,1,5,6,7,4,5,2,8,3,1,7,5,3,5,8,5,5,8,1,1,2,2,3,3,2,2,3,3,2,2,2,1,1,1,4,2,1,1,2,1,1,1,2,1,1,2,3,3,1,2,2,2,2,2,3,3,1,1,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,33,19,10,5,15,7,9,5,80,60,3,70,3,4,2,4,1,2,1,2,2,2,1,5,27,1,6,NA,NA,16,1,3,1,5,3,2,NA,1,1,649,20,1,2,2,1
"1002",460,1,2,3,13,3,4,4,NA,NA,NA,NA,NA,NA,2,3,4,3,NA,NA,NA,NA,1,6,1,7,1,8,10,9,1,6,1,1,6,5,5,6,5,1,6,1,4,4,2,1,5,5,1,1,5,1,1,2,2,1,1,1,4,2,1,1,1,1,1,2,2,2,1,1,2,1,4,2,3,4,4,4,4,4,1,3,3,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,27,18,9,5,9,7,11,4,100,50,0,0,5,1,1,5,8,2,8,2,2,11,2,5,49,3,NA,NA,NA,12,2,3,1,5,4,NA,NA,3,1,571,20,1,2,2,1
"1003",461,1,4,2,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,NA,6,5,1,4,4,3,1,5,5,10,7,1,8,5,2,2,2,6,8,1,4,1,4,2,5,5,5,3,3,2,1,2,2,2,1,1,4,2,1,3,2,1,1,2,3,3,1,2,3,3,1,2,3,4,2,NA,3,4,1,1,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,33,19,9,4,14,3,8,5,0,50,0,100,3,3,2,5,1,2,1,1,2,2,1,3,51,2,1,54,NA,12,2,2,2,6,5,3,NA,2,1,545,20,1,2,2,1
"1004",462,1,5,4,31,4,2,2,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,6,6,7,4,8,1,1,4,7,7,NA,6,5,6,8,5,7,7,4,9,4,3,4,3,2,2,1,2,5,3,4,1,2,1,2,2,1,2,1,3,2,1,3,1,2,1,1,2,3,4,2,4,4,4,3,1,2,4,1,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,4,15,5,4,4,80,40,10,50,2,4,2,3,3,3,3,1,1,4,1,3,40,2,3,72,NA,20,1,2,1,6,5,2,NA,1,1,211,20,1,2,2,1
"1005",463,1,4,2,13,3,2,1,NA,NA,NA,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,1,10,1,5,2,2,8,2,1,10,1,2,10,1,2,10,1,1,5,1,3,3,1,2,3,3,1,1,1,1,1,2,2,2,2,2,1,2,3,2,3,1,1,1,1,2,1,3,2,1,4,2,2,2,2,1,1,2,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,35,25,10,5,15,2,15,5,100,50,0,50,5,1,2,3,1,2,1,2,2,2,2,4,60,3,1,50,NA,12,2,5,1,4,7,4,NA,2,1,571,20,1,2,2,1
