"","c6","c7","c8","c10","c11","c13","c14","c15","c16","c17","c18","c19","c20","c21","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c34","c35","c36","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc19","cc20","cc21","cc22","cc23","cc24","cc25","cc27","cc28","cc29","cc30","cc31","cc32","cc33","cc34","cc35","cc36","cc37","cc38","cc39","cc40","cc41","cc44","cc45","cc46","cc48","cc49","cc50","cc51","cc52","cc53","cc54","cc55","cc56","cc57","cc58","cc59","cc60","cc61","cc62","cc63","cc64","cc65","cc66","cc67","cc68","cc69","cc70","cc71","cc72","cc73","cc74","cc76","ccc6","ccc7","ccc8","ccc9","ccc10","ccc11","ccc12","ccc14","ccc15","ccc16","ccc17","ccc19","ccc20","ccc21","ccc22","ccc23","ccc27","ccc28","ccc29","ccc30","ccc31","ccc32","ccc33","ccc35","ccc36","ccc37","ccc39","ccc41","ccc42","ccc44","ccc45","ccc46","ccc47","ccc48","ccc49","ccc50","ccc55","ccc56","ccc57","ccc59","ccc61","ccc63","ccc65","ccc67","ccc69","ccc70","ccc71","ccc72","ccc73","ccc74","cccc6","cccc8","cccc10","cccc12","cccc14","cccc16","cccc18","cccc20","cccc22","cccc24","cccc26","cccc28","cccc41","sephashk"
"678",5,4,1,1,1,1,5,3,2,1,1,7,1,50,NA,2,1,4,4,4,4,1,1,4,4,4,50,NA,1,4,2,1,2,6,8,1,1,1,2,3,4,2,2,2,10,10,1,8,1,1,1,8,10,5,2,2,1,3,2,2,2,2,1,1,1,1,3,1,1,1,1,1,4,1,2,2,2,2,2,2,4,2,3,3,3,3,1,1,2,1,2,3,1,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,1,3,3,2,5,5,5,2,2,2,2,2,1,2,3,2,1,5,2,2,2,2,5,4,2,30,NA,2,3,3,1,4,2,1,1,NA,1,NA,NA,NA,NA,1,3,3,1,2,3,1,1,2,4,1,2,4,3,1,2,67,3,52,10,3,2,3,3,2,NA,3,4,1,NA,NA,NA,1,4,9,3,13,5,17,10,1,2
"679",2,1,4,2,2,8,6,9,1,3,7,2,1,40,1,3,1,2,2,2,2,2,3,1,2,1,40,1,4,2,1,1,1,1,1,3,1,4,3,1,2,4,1,9,2,3,10,2,5,2,5,9,1,9,6,4,4,3,2,3,2,3,4,3,1,2,4,3,4,2,1,2,4,1,1,1,1,1,1,1,3,1,3,1,2,1,3,1,3,2,1,1,1,1,3,5,2,1,2,3,1,3,1,1,1,1,4,1,3,1,1,4,5,7,8,1,1,1,1,4,1,1,1,4,2,4,4,4,2,3,3,2,1,30,1,4,2,2,3,1,1,1,3,NA,2,NA,NA,NA,NA,2,1,2,2,17,5,1,1,2,1,1,2,4,3,3,2,23,6,NA,12,3.5,3,2,3,1,4,2,2,2,3,10,NA,3,2,10,6,5,1,20,10,1,NA
"680",3,NA,3,2,2,3,4,4,4,NA,5,5,4,97,2,3,1,2,2,2,3,2,2,3,2,2,NA,1,2,4,1,1,2,NA,NA,4,1,1,3,4,2,7,4,9,5,5,5,5,6,2,4,9,5,8,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,4,2,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3,2,3,1,1,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,1,1,2,1,1,1,3,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,3,3,1,2,2,1,3,4,2,2,73,9,NA,6,2.5,2,2,3,2,NA,4,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,14,10,1,2
"681",5,4,1,1,1,4,6,7,2,3,5,4,3,40,1,2,1,2,4,4,4,2,2,4,3,2,50,2,4,4,1,2,1,NA,NA,1,2,1,2,3,4,4,4,1,10,9,1,8,1,1,1,6,9,5,3,1,1,2,2,3,2,3,2,1,2,3,3,3,3,2,2,2,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,6,5,6,2,2,2,2,2,2,2,2,2,1,5,4,4,4,3,4,4,2,1,2,5,1,1,1,4,2,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,3,1,4,1,4,1,2,3,4,2,1,78,1,57,8,3,2,3,3,2,NA,4,5,1,6,NA,NA,1,6,18,18,18,18,20,16,1,1
"682",2,2,7,1,1,5,4,7,2,2,5,1,4,1,2,4,1,3,2,3,3,1,1,3,3,3,1,2,3,4,1,1,1,4,4,1,NA,NA,NA,NA,NA,4,2,6,6,NA,1,5,1,1,1,7,8,7,3,1,1,NA,2,3,2,3,2,1,1,2,3,2,1,2,1,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,4,1,7,2,2,2,2,2,2,2,2,2,2,5,4,3,4,4,4,4,2,1,2,NA,1,1,2,4,2,1,1,1,1,NA,NA,NA,NA,1,1,2,2,18,2,1,1,1,3,2,1,3,4,3,2,54,4,91,14,2,3,3,3,1,1,4,5,1,4,NA,NA,1,4,18,18,18,18,20,16,1,2
"683",3,3,3,3,19,6,5,6,2,3,NA,1,1,1,2,2,1,3,2,2,2,2,NA,2,2,NA,NA,NA,4,3,1,2,1,1,1,2,NA,1,3,4,2,4,4,5,3,2,5,5,1,1,1,10,7,9,6,1,3,2,3,2,2,3,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,5,5,2,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,3,4,2,1,2,2,1,1,1,2,3,1,19,NA,5,NA,NA,NA,NA,19,3,3,2,16,5,1,1,1,3,1,2,3,4,1,2,24,4,49,16,3,1,3,3,2,NA,4,5,19,NA,NA,NA,19,NA,NA,19,NA,NA,15,16,1,2
"684",4,2,1,NA,21,6,NA,NA,3,2,6,1,4,NA,NA,2,1,3,3,2,3,2,NA,3,4,4,NA,NA,4,4,1,2,1,4,4,2,NA,1,3,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,5,5,5,1,1,1,2,3,3,3,2,3,4,4,4,NA,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,1,1,2,2,1,1,3,3,5,1,2,4,3,1,3,3,3,3,3,3,3,3,3,3,3,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,2,4,4,4,4,NA,NA,NA,1,1,1,2,1,1,1,21,NA,6,NA,NA,NA,NA,21,3,3,18,18,NA,1,1,1,NA,1,2,3,4,3,1,60,3,NA,8,3,2,2,3,1,1,3,5,21,NA,NA,NA,21,NA,NA,21,NA,NA,NA,16,1,2
"685",3,3,3,3,8,NA,7,NA,3,NA,1,7,NA,NA,NA,2,1,3,2,3,2,2,1,2,2,4,1,2,4,4,1,1,NA,NA,NA,1,2,1,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,2,3,2,3,2,1,2,3,2,2,2,3,2,2,3,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,1,NA,4,NA,1,8,NA,NA,NA,NA,NA,NA,8,3,3,9,8,5,1,5,1,4,1,2,3,4,2,2,55,2,86,3,3,4,3,1,2,NA,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16,1,1
"686",3,2,3,2,2,7,8,8,2,2,4,2,5,50,NA,2,1,3,2,3,3,NA,2,3,4,NA,NA,NA,3,4,2,1,1,3,3,1,2,4,1,2,3,3,2,8,5,8,8,5,5,NA,1,9,6,8,4,2,4,2,2,3,2,2,2,1,1,2,3,3,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,3,1,1,2,2,3,1,1,1,1,5,5,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,9,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,5,4,2,1,2,3,1,1,1,2,2,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,3,5,1,5,1,3,1,2,4,3,2,2,33,7,NA,12,3,10,2,3,2,NA,3,3,2,NA,NA,NA,2,18,18,18,18,18,20,16,1,1
"687",5,4,9,3,20,1,1,1,3,1,6,6,6,30,NA,2,1,4,4,4,3,1,1,4,4,4,1,2,3,4,1,2,NA,4,4,1,2,1,2,3,4,2,4,10,10,10,1,10,1,1,1,10,10,10,2,1,1,3,2,4,2,2,4,4,4,4,4,4,4,1,1,1,4,4,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,5,5,2,4,1,3,1,2,3,3,4,4,3,2,3,2,2,2,6,6,9,1,1,2,3,3,1,1,1,1,2,2,4,2,2,3,3,4,2,1,2,2,1,1,2,4,1,1,8,1,1,NA,NA,NA,NA,8,1,2,1,2,5,1,1,1,4,2,1,4,3,3,1,35,7,NA,12,3,5,1,1,1,4,2,1,1,2,8,NA,8,1,2,17,6,4,20,16,1,1
"688",3,3,1,1,1,4,2,NA,3,1,7,2,7,97,1,2,1,4,4,4,3,1,1,4,4,4,97,2,2,4,2,1,1,7,7,1,2,1,2,3,4,1,3,1,10,10,3,1,1,1,1,10,7,8,4,1,1,3,2,1,2,3,1,1,1,1,4,4,1,1,1,1,4,4,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,1,5,5,1,2,1,1,1,2,4,4,2,2,2,2,2,2,2,2,7,7,9,1,1,1,3,3,3,3,3,3,2,5,2,2,4,1,5,4,2,1,2,1,1,1,1,4,3,1,1,1,1,NA,NA,NA,NA,1,2,1,5,12,5,1,1,1,4,2,1,4,3,2,2,32,7,NA,12,2.5,4,2,3,1,1,3,3,1,6,NA,NA,1,6,2,18,18,18,20,16,1,1
"689",3,2,3,2,2,5,2,8,2,3,6,1,1,40,1,3,1,2,2,2,2,2,NA,2,2,2,30,1,1,2,1,1,1,2,4,3,1,4,3,1,2,5,3,8,2,4,7,3,3,2,4,10,2,10,6,3,3,3,4,NA,NA,NA,2,3,2,2,3,4,3,3,2,2,4,4,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,3,1,3,3,4,3,2,1,2,2,3,4,1,1,1,1,3,1,3,NA,1,1,6,6,8,1,1,1,1,1,1,1,1,1,2,5,1,2,3,4,3,3,1,30,1,4,1,1,1,2,3,1,2,NA,2,NA,NA,NA,NA,2,NA,1,17,17,6,1,3,2,1,1,2,4,3,1,2,18,3,90,12,5,6,2,3,2,NA,3,4,2,3,9,NA,2,3,9,1,12,13,13,10,1,2
"690",2,1,1,2,2,8,1,9,2,2,6,1,1,45,1,4,2,2,1,2,2,2,1,2,1,1,40,1,3,3,1,2,1,4,1,2,1,1,3,4,2,7,2,10,5,3,7,6,2,1,2,10,5,10,4,4,2,3,2,3,1,2,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,3,2,3,3,2,3,3,2,2,2,1,1,1,1,3,5,1,2,1,2,3,2,1,1,1,1,1,2,2,1,3,1,9,5,9,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,1,40,1,4,1,1,1,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,5,1,3,1,2,2,1,3,4,2,2,48,2,NA,8,3.5,4,3,4,2,NA,3,3,2,3,NA,NA,2,3,NA,6,11,1,19,10,1,1
"691",2,NA,1,2,2,5,NA,7,2,2,6,2,1,45,1,3,2,3,2,2,2,2,1,3,3,4,45,1,1,3,1,2,1,4,1,2,1,4,1,3,2,3,4,10,4,2,6,5,3,1,2,9,2,10,6,4,3,2,5,3,2,3,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,2,3,3,2,3,3,3,1,2,3,1,3,1,5,5,1,4,1,4,3,3,3,3,1,2,1,4,3,1,1,1,7,6,7,1,1,1,1,1,1,1,1,1,2,5,4,2,3,4,3,4,1,50,1,4,1,1,1,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,3,1,2,2,1,3,4,1,2,43,4,NA,12,4,5,2,4,1,3,3,2,2,3,7,NA,2,3,7,11,12,8,19,10,1,2
"692",2,3,9,2,2,1,1,NA,4,2,2,NA,1,40,2,4,1,3,2,2,3,1,2,3,2,3,50,2,1,4,2,2,2,4,4,2,1,1,2,3,4,3,2,10,6,4,2,4,3,1,5,9,3,10,6,3,1,3,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,3,3,1,1,3,3,2,2,1,1,1,3,5,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,NA,1,1,1,1,1,1,1,1,1,2,5,2,2,4,3,5,4,2,30,2,2,1,1,1,4,1,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,2,1,1,2,2,1,NA,NA,2,1,50,9,NA,10,3.5,4,2,4,1,1,3,2,2,NA,NA,NA,2,NA,NA,3,12,8,19,10,1,2
"693",2,1,3,2,2,6,2,8,2,2,6,5,1,50,1,4,2,1,2,2,2,2,2,3,2,3,50,1,1,3,1,1,2,4,4,2,1,4,1,3,2,3,4,10,5,3,7,6,4,1,2,10,2,10,6,3,2,2,2,2,2,5,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,3,3,1,1,3,3,3,2,1,1,2,5,5,2,2,1,3,3,3,3,1,1,1,1,3,4,1,1,1,7,4,8,1,1,1,1,1,1,1,1,1,2,5,3,2,3,3,3,4,1,40,1,4,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,1,4,1,2,1,2,3,4,1,1,64,9,NA,12,NA,5,2,3,1,1,3,2,2,NA,NA,NA,2,3,NA,10,11,12,19,10,1,2
"694",2,2,3,2,2,7,4,9,1,3,5,5,1,50,2,4,2,2,2,2,1,2,1,2,1,3,50,2,2,3,1,2,2,4,4,2,1,1,3,4,2,4,4,10,4,2,7,7,5,1,2,9,2,10,6,3,3,1,5,2,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,3,1,3,1,2,3,2,1,1,1,5,5,1,2,1,3,2,3,1,1,1,1,1,3,NA,1,1,1,6,7,6,1,1,1,1,1,1,1,1,1,2,5,3,2,4,3,3,4,1,50,NA,4,1,1,1,3,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,2,5,1,2,2,1,4,3,1,1,74,9,NA,12,3,2,2,2,1,1,2,2,2,NA,NA,NA,2,3,NA,11,12,1,14,NA,1,2
"695",2,2,3,2,2,6,2,7,2,3,5,1,1,45,1,2,2,2,2,2,2,2,2,3,2,2,30,1,3,4,1,1,2,6,5,2,1,1,4,3,2,1,2,8,1,1,1,1,1,1,1,9,1,9,3,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,1,3,3,2,2,1,1,1,2,5,2,2,2,3,3,3,1,1,1,3,1,2,2,1,1,1,6,4,7,1,1,1,1,4,1,1,1,4,2,6,3,2,2,3,3,4,1,40,1,2,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,1,2,1,3,1,2,3,4,1,2,46,10,NA,11,3.5,5,3,3,1,5,2,2,2,NA,NA,NA,2,3,1,NA,NA,NA,14,10,1,2
"696",2,3,9,2,3,6,2,7,2,4,6,1,1,45,1,3,1,2,1,1,NA,2,2,1,3,2,1,1,4,1,1,2,1,1,4,3,2,4,3,1,2,4,3,10,3,1,10,3,8,2,4,9,2,9,6,2,3,1,4,5,3,4,3,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,3,1,1,2,3,3,2,1,1,NA,5,4,2,3,1,2,3,3,3,1,1,3,4,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,3,3,3,4,NA,45,1,4,1,2,3,1,3,1,3,NA,2,NA,NA,NA,NA,2,2,2,2,17,6,1,3,1,1,1,4,2,3,3,1,24,4,NA,12,3,4,1,4,NA,NA,NA,NA,2,3,NA,NA,3,2,NA,6,8,5,14,10,1,2
"697",2,2,1,1,1,6,8,NA,2,3,1,7,3,40,1,1,3,3,3,4,4,1,1,2,2,4,20,1,1,2,2,2,2,7,8,1,2,1,3,2,4,3,4,4,10,10,4,10,4,4,4,10,10,4,3,3,2,1,2,2,2,2,1,1,1,1,4,2,1,1,1,1,4,2,2,2,2,2,2,2,1,2,1,3,3,1,1,3,1,3,3,1,1,2,3,5,2,2,1,3,2,3,2,3,2,2,2,1,1,3,3,2,6,4,7,3,2,2,2,2,3,2,2,3,2,5,2,2,4,3,3,4,2,40,2,3,1,1,1,3,1,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,3,1,3,1,5,2,1,4,3,1,1,29,10,NA,13,2,2,1,2,1,4,3,2,1,NA,NA,NA,1,4,NA,NA,NA,NA,14,10,1,2
"698",2,2,99,2,3,5,3,9,1,3,7,1,1,80,1,2,2,2,2,1,1,2,3,1,2,1,40,1,4,2,1,1,1,1,1,4,1,4,3,1,2,5,4,8,2,2,9,2,5,1,5,8,1,8,6,3,4,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,3,1,1,3,4,5,2,3,3,2,4,3,3,3,1,1,1,1,1,1,1,1,4,4,8,1,1,1,1,1,1,1,1,1,1,4,3,3,3,1,5,3,1,97,1,4,2,2,1,1,1,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,17,6,1,5,2,1,1,2,4,3,2,1,25,6,NA,12,3,2,1,4,1,3,3,3,2,3,10,NA,3,1,10,6,1,NA,15,10,1,NA
"699",2,2,30,2,3,5,2,8,1,3,6,1,1,70,1,2,2,2,2,1,1,2,3,3,2,2,30,1,2,2,1,1,1,2,1,3,NA,3,4,1,2,6,3,8,1,1,9,5,5,1,4,9,1,9,6,3,2,2,1,1,1,5,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,2,4,3,4,1,1,1,1,1,1,1,1,1,1,1,7,7,9,1,1,1,1,1,1,1,1,1,2,3,2,4,4,4,5,3,1,20,1,4,2,2,2,2,1,1,2,NA,2,NA,NA,NA,NA,3,2,1,3,17,5,2,5,2,NA,2,1,4,3,1,1,24,6,NA,12,2,2,1,4,1,1,2,4,2,3,NA,NA,3,2,NA,6,1,NA,15,10,1,NA
"700",2,3,9,1,1,NA,NA,NA,3,1,1,2,6,1,1,2,1,2,3,3,3,2,1,4,4,4,1,2,3,4,2,1,NA,6,1,1,1,1,2,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,3,2,2,1,2,NA,2,NA,3,4,1,1,6,NA,1,NA,NA,NA,NA,6,1,2,17,17,6,NA,5,2,5,2,1,3,4,2,1,20,7,NA,11,2.5,2,2,3,1,4,3,2,1,6,NA,NA,6,1,NA,3,10,NA,15,10,1,1
"701",2,2,4,2,2,6,2,8,1,3,3,1,1,50,1,2,1,3,1,2,2,2,2,2,1,2,50,1,1,2,1,3,1,4,4,2,1,3,4,1,2,NA,2,8,5,3,9,4,7,3,5,9,1,9,6,2,3,2,1,1,1,5,1,1,1,4,4,3,1,1,1,4,4,4,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,1,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,4,2,3,3,2,4,2,1,35,1,3,NA,NA,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,6,1,NA,1,NA,1,2,4,3,1,2,30,9,NA,17,2.5,2,2,4,1,1,NA,NA,2,7,NA,NA,2,7,NA,6,NA,NA,16,10,1,2
"702",2,1,3,2,2,5,6,5,2,2,7,7,NA,60,1,3,1,2,2,2,2,2,2,NA,NA,1,30,1,2,2,1,2,NA,2,1,3,1,4,1,3,2,6,3,8,4,3,5,10,9,8,6,7,4,8,6,3,2,2,1,1,1,1,3,1,1,2,4,4,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,3,2,1,1,1,2,2,5,2,2,4,3,1,2,2,3,1,2,2,1,1,1,1,1,7,6,6,1,2,1,1,1,1,1,1,1,2,5,2,2,3,NA,3,4,1,50,2,4,3,2,3,2,1,1,5,NA,2,NA,NA,NA,NA,2,2,1,17,17,2,3,NA,1,1,2,4,1,3,1,2,22,9,NA,12,3,3,2,1,1,1,2,3,2,3,5,NA,5,3,2,6,1,NA,15,10,1,2
"703",3,2,1,2,2,6,4,6,2,2,5,1,2,70,1,3,1,2,2,2,2,2,2,3,2,2,70,1,2,2,1,2,1,2,1,3,1,4,3,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,2,1,1,2,2,4,5,2,2,3,3,4,2,2,1,1,3,3,2,3,1,1,1,6,7,5,1,1,1,1,1,1,1,1,1,1,5,3,2,4,4,5,4,1,20,1,3,1,2,1,1,3,1,3,NA,NA,NA,NA,NA,NA,2,2,2,2,17,5,1,2,1,NA,1,2,4,3,1,2,22,6,NA,12,3,3,2,4,1,3,3,3,2,3,NA,NA,2,3,NA,6,8,NA,15,10,1,NA
"704",3,3,1,3,19,4,4,4,3,1,2,1,4,40,1,3,1,4,2,2,2,NA,2,3,3,4,25,2,3,2,2,2,1,4,1,1,1,1,4,3,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,2,1,2,2,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,2,3,4,2,4,3,3,3,3,3,3,3,3,3,3,3,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,NA,5,NA,2,20,2,4,1,1,1,2,2,1,18,NA,4,5,NA,NA,NA,18,2,1,17,17,5,1,NA,1,3,1,2,4,3,3,2,21,10,NA,12,2,2,1,4,1,1,4,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,10,1,2
"705",2,2,3,2,2,6,3,8,1,3,7,1,1,60,1,2,1,2,1,2,2,2,3,2,2,1,30,1,4,1,1,2,1,1,1,3,1,3,4,2,1,6,2,9,2,1,9,5,7,3,6,9,1,9,6,2,3,3,3,4,2,4,2,2,1,3,4,4,NA,NA,NA,NA,NA,NA,1,3,3,1,1,1,3,NA,1,1,2,1,3,3,3,2,3,1,1,1,2,5,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,8,1,1,1,1,3,1,1,1,1,2,3,3,2,3,NA,4,4,1,1,1,4,3,2,NA,2,3,1,3,4,2,NA,NA,NA,NA,2,2,1,3,3,2,2,1,2,1,1,2,4,3,1,2,27,6,NA,15,2,2,1,4,1,3,3,3,2,3,NA,NA,3,2,NA,6,1,8,16,10,1,NA
"706",3,2,9,2,20,5,4,6,2,2,4,1,1,97,2,3,2,3,2,2,2,2,2,3,2,2,70,1,3,NA,1,3,1,4,3,2,1,3,4,2,1,4,3,8,7,NA,7,5,4,1,2,8,7,9,4,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,2,2,1,1,1,2,3,5,2,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,4,4,2,1,1,2,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,16,2,5,1,2,1,2,1,4,2,3,1,2,41,9,NA,12,4,4,2,3,1,1,3,3,2,NA,NA,NA,2,NA,NA,6,NA,NA,15,10,1,2
"707",3,3,13,2,2,6,6,8,2,2,7,2,1,65,1,3,2,3,1,1,2,2,3,3,2,4,60,1,3,4,1,1,NA,3,1,3,1,3,4,1,2,4,3,6,6,5,4,6,6,3,4,8,8,8,7,4,2,2,1,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,3,1,2,1,3,3,3,2,3,1,1,2,1,5,2,3,3,2,4,3,3,3,1,1,1,1,1,1,1,1,6,6,6,1,1,2,1,1,1,1,1,1,2,2,4,2,2,2,5,3,1,30,2,4,NA,NA,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,5,4,2,2,2,1,2,3,4,3,2,22,7,NA,12,2,2,2,4,2,NA,3,4,2,3,10,NA,2,3,10,6,1,NA,16,10,1,1
"708",2,2,2,3,19,6,7,1,3,1,5,1,7,50,2,4,1,4,3,3,4,2,2,4,4,1,40,1,1,4,2,3,1,7,1,1,2,1,4,3,2,4,4,3,3,3,3,1,3,2,2,3,3,3,NA,1,1,3,5,5,5,5,4,1,4,4,4,4,4,1,4,4,4,4,NA,NA,NA,NA,4,4,3,2,1,1,2,1,3,1,1,2,2,1,1,1,4,5,2,1,4,3,4,4,4,4,4,4,4,4,3,4,3,4,6,5,7,4,4,4,4,4,1,4,4,3,2,5,4,4,3,4,4,4,2,97,1,4,1,1,3,4,1,1,18,NA,4,NA,NA,NA,NA,18,2,1,16,2,6,1,2,1,7,1,2,3,4,3,1,43,10,NA,16,5,4,2,4,1,4,2,2,18,NA,NA,NA,18,NA,NA,8,5,12,16,12,1,2
"709",4,3,1,1,1,5,7,6,2,4,3,1,NA,55,1,2,1,3,3,3,3,2,1,3,4,4,20,2,1,3,1,2,2,2,2,1,2,4,3,1,2,1,4,4,6,8,1,8,4,1,2,8,8,5,3,2,1,2,5,3,1,1,1,1,1,1,3,4,1,1,1,1,3,4,2,2,2,2,2,2,1,1,3,3,2,1,1,1,1,1,1,1,1,1,5,5,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,7,6,7,2,2,2,2,2,1,2,2,2,2,1,1,3,2,4,3,4,2,30,2,1,1,1,2,1,3,1,1,1,1,NA,NA,NA,NA,1,3,3,1,2,3,3,4,1,4,1,2,4,3,1,1,73,3,43,12,3.5,2,2,3,1,3,3,3,1,4,6,NA,1,4,6,3,1,10,16,12,1,2
