"","c6","c7","c8","c10","c11","c13","c14","c15","c16","c17","c18","c19","c20","c21","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c34","c35","c36","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc19","cc20","cc21","cc22","cc23","cc24","cc25","cc27","cc28","cc29","cc30","cc31","cc32","cc33","cc34","cc35","cc36","cc37","cc38","cc39","cc40","cc41","cc44","cc45","cc46","cc48","cc49","cc50","cc51","cc52","cc53","cc54","cc55","cc56","cc57","cc58","cc59","cc60","cc61","cc62","cc63","cc64","cc65","cc66","cc67","cc68","cc69","cc70","cc71","cc72","cc73","cc74","cc76","ccc6","ccc7","ccc8","ccc9","ccc10","ccc11","ccc12","ccc14","ccc15","ccc16","ccc17","ccc19","ccc20","ccc21","ccc22","ccc23","ccc27","ccc28","ccc29","ccc30","ccc31","ccc32","ccc33","ccc35","ccc36","ccc37","ccc39","ccc41","ccc42","ccc44","ccc45","ccc46","ccc47","ccc48","ccc49","ccc50","ccc55","ccc56","ccc57","ccc59","ccc61","ccc63","ccc65","ccc67","ccc69","ccc70","ccc71","ccc72","ccc73","ccc74","cccc6","cccc8","cccc10","cccc12","cccc14","cccc16","cccc18","cccc20","cccc22","cccc24","cccc26","cccc28","cccc41","sephashk"
"335",5,3,1,3,19,4,4,4,2,3,4,3,2,50,2,2,1,4,2,3,3,1,2,4,4,3,50,2,2,2,2,2,1,2,2,2,1,1,4,3,2,3,4,5,7,6,2,6,2,1,1,8,6,7,3,2,1,3,2,3,2,2,2,3,1,1,4,4,2,3,1,1,4,4,2,1,2,2,1,4,3,2,1,3,3,1,1,2,2,3,2,1,1,1,2,5,2,2,5,4,2,3,2,3,2,2,3,3,3,3,3,3,4,5,5,1,3,3,3,3,1,1,3,3,2,6,2,4,4,3,4,4,2,97,2,2,1,1,2,4,3,1,19,5,5,NA,NA,NA,NA,19,3,3,16,18,6,1,3,2,4,1,2,3,4,3,2,36,8,NA,12,4,6,3,3,1,2,3,3,19,NA,NA,NA,19,NA,NA,12,10,13,16,16,1,1
"336",4,2,3,1,1,3,3,4,2,3,4,3,2,50,1,2,1,3,2,2,3,1,2,3,3,2,50,1,2,2,2,2,1,2,2,2,NA,1,4,3,2,3,4,4,7,6,3,5,2,1,1,8,8,5,4,2,2,3,2,3,2,2,2,3,1,1,4,4,2,3,1,1,4,4,2,2,2,2,2,2,3,2,1,3,3,1,1,3,3,2,2,1,1,2,4,5,2,3,1,4,2,3,2,3,2,2,3,3,3,3,3,3,7,6,7,3,3,3,3,2,1,3,3,3,2,4,4,2,4,3,2,4,2,47,2,3,1,1,3,3,3,1,1,1,1,NA,NA,NA,NA,1,1,2,2,2,6,1,3,2,4,2,1,3,4,2,2,34,2,62,8,4,5,3,3,1,1,3,3,1,7,NA,NA,1,7,NA,12,10,11,16,16,1,1
"337",3,3,1,3,9,3,3,4,2,4,3,2,2,40,1,2,1,3,2,2,2,2,1,3,3,2,60,1,2,2,1,2,1,2,2,2,2,3,4,1,2,4,4,6,6,4,3,3,1,1,1,8,7,6,4,2,2,3,2,4,2,2,2,3,2,2,4,4,2,3,2,2,4,4,2,1,2,2,3,3,3,1,3,3,3,1,1,1,1,3,2,1,1,2,5,5,1,3,1,4,3,3,3,3,3,2,3,3,3,3,3,3,5,4,5,3,3,4,3,3,3,3,3,3,2,5,3,4,4,3,4,4,1,60,1,2,1,1,3,3,3,1,9,NA,5,NA,NA,NA,NA,9,3,3,2,17,6,1,4,1,3,1,2,3,4,3,1,40,3,90,10,3,3,3,4,1,1,4,4,7,9,NA,NA,9,7,NA,12,13,10,13,16,1,2
"338",4,3,1,1,19,5,3,5,2,3,6,2,2,97,1,3,1,3,2,2,2,2,3,2,2,3,40,2,3,2,1,1,1,4,4,3,1,1,3,4,2,2,2,6,6,3,2,2,2,1,1,7,7,7,4,2,2,3,4,4,2,2,3,3,1,1,4,4,3,3,1,1,4,4,2,1,2,2,1,2,3,2,1,3,2,1,1,1,1,2,2,1,1,2,5,5,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,5,4,5,1,1,4,1,3,1,1,1,1,1,5,2,3,3,3,4,4,1,70,1,1,1,1,1,3,3,1,1,1,2,NA,NA,NA,NA,1,2,2,16,1,2,1,3,2,3,2,4,1,3,3,1,39,3,64,12,3,4,1,4,1,1,3,3,1,2,7,NA,1,7,2,12,10,13,13,16,1,2
"339",2,2,3,2,2,5,5,6,2,3,7,3,1,97,1,3,1,2,2,2,2,2,3,2,2,2,80,1,3,2,1,2,1,1,1,4,1,4,3,1,2,4,3,8,4,4,6,5,3,2,2,8,5,7,6,2,3,3,2,3,2,2,2,3,2,2,4,4,2,3,2,2,4,4,1,1,1,1,1,1,3,2,1,3,3,1,1,3,1,2,3,1,1,2,5,5,2,2,1,4,2,1,1,3,1,3,1,1,3,1,1,1,6,5,6,1,1,1,1,3,1,1,1,1,1,4,3,4,4,3,1,4,1,90,1,2,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,3,2,2,1,2,4,3,1,2,80,3,61,7,3,2,3,4,2,NA,3,3,2,NA,NA,NA,2,NA,NA,10,NA,NA,13,16,1,2
"340",4,3,32,4,20,4,4,4,2,3,3,2,2,40,2,2,1,3,3,3,3,1,2,2,3,3,40,2,2,2,2,1,1,2,2,1,2,3,1,4,2,3,2,6,7,6,4,3,2,1,1,8,5,4,4,2,2,3,3,4,2,2,2,3,2,1,4,4,2,3,2,1,4,4,2,1,2,2,3,3,3,2,1,1,3,1,1,2,2,2,2,2,1,1,5,5,2,4,1,4,3,3,3,3,3,2,3,3,3,3,3,3,5,6,5,1,3,3,1,3,1,1,3,3,2,4,4,2,4,3,5,4,2,97,2,2,1,1,3,3,3,1,19,NA,5,NA,NA,NA,NA,19,3,3,16,16,6,1,3,1,3,1,2,3,4,3,2,50,3,48,12,4,3,3,4,1,3,3,3,19,NA,NA,NA,19,NA,NA,10,12,11,16,16,1,2
"341",4,3,20,3,20,3,3,3,3,3,3,2,2,50,2,2,1,3,3,3,3,1,2,3,3,4,1,2,2,2,2,3,2,2,2,1,2,1,4,3,2,2,3,3,8,4,4,3,1,1,1,7,6,5,3,2,1,3,2,4,2,2,2,3,2,2,4,4,2,3,2,2,4,4,2,1,2,2,3,2,3,1,1,2,2,3,1,3,3,3,2,1,1,2,5,5,2,1,4,4,3,3,2,3,2,2,3,3,3,3,3,3,6,5,6,3,2,3,3,2,3,3,2,2,2,4,4,4,4,3,2,4,2,97,2,1,1,1,1,4,1,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,6,1,3,2,4,2,1,3,4,3,2,46,9,NA,12,5,5,3,3,2,NA,2,2,1,6,NA,NA,1,6,NA,12,10,13,16,16,1,2
"342",4,3,1,2,2,5,5,7,1,4,7,1,2,97,1,1,1,2,2,2,1,2,2,2,2,2,97,1,3,2,1,1,1,3,1,3,1,4,2,1,3,4,4,9,1,1,8,6,7,5,6,10,1,9,6,2,3,1,3,3,1,3,2,4,1,1,1,3,2,4,1,1,1,3,2,1,1,1,1,1,3,NA,1,2,2,1,1,2,1,2,2,3,3,1,2,5,1,1,1,3,4,2,1,1,1,1,3,2,2,1,1,1,7,5,9,1,1,1,1,1,1,1,1,1,2,6,1,2,3,4,2,3,1,50,1,4,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,1,1,5,1,4,1,1,2,1,3,4,2,2,42,2,54,8,5,5,3,3,1,1,3,2,2,3,NA,NA,2,3,8,1,11,13,14,20,1,1
"343",2,2,18,2,2,5,7,7,1,3,3,1,1,50,2,3,1,2,2,2,3,2,2,1,3,2,70,2,2,2,2,2,1,4,1,1,1,3,4,1,2,4,4,8,2,3,3,4,5,1,5,7,2,6,5,1,3,2,2,3,2,2,1,2,1,1,4,3,1,2,1,1,4,3,2,1,3,1,1,1,1,2,1,1,2,1,1,3,3,3,3,1,1,2,4,5,3,2,1,2,4,4,2,3,1,4,4,1,2,1,1,4,8,7,9,1,1,1,1,4,1,1,1,1,2,5,3,2,4,3,3,4,2,35,2,4,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,3,17,6,1,4,1,2,1,2,4,3,2,1,23,7,NA,12,4,5,2,3,2,NA,2,2,2,7,NA,NA,2,7,1,6,3,8,13,20,1,1
"344",2,2,2,2,2,5,5,7,1,2,5,1,2,50,1,3,1,2,2,2,2,2,2,2,3,2,40,1,4,2,2,3,1,2,1,3,1,1,3,4,2,4,2,10,5,5,6,5,5,1,4,10,5,9,5,1,2,1,5,5,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,2,2,1,1,1,2,4,5,2,1,3,2,2,3,3,1,1,1,1,1,2,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,3,4,1,50,1,4,1,2,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,1,17,6,1,3,2,3,1,2,4,3,1,1,23,6,NA,12,3,2,1,4,1,NA,2,3,18,NA,NA,NA,2,1,3,12,13,8,9,10,1,NA
"345",2,2,13,2,2,5,2,7,1,3,6,1,1,70,1,3,1,2,2,2,2,2,2,2,2,2,40,1,3,2,1,3,1,2,4,3,1,3,4,1,2,4,3,9,2,2,9,2,6,NA,6,10,1,10,6,3,3,3,5,4,2,4,3,1,1,1,1,4,3,2,1,1,1,4,1,1,1,1,1,1,3,1,1,1,2,NA,3,3,3,2,1,1,1,2,3,5,2,1,2,2,4,2,1,1,1,1,3,1,2,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,2,5,2,2,3,4,2,4,1,50,1,4,2,2,1,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,17,5,3,2,3,1,4,1,2,3,1,2,23,6,NA,14,2.5,2,2,4,1,1,2,3,2,3,NA,NA,2,3,9,6,5,1,9,10,1,NA
"346",2,2,3,2,3,7,5,9,1,2,7,3,1,45,1,3,1,2,1,1,2,2,3,2,2,1,60,1,2,2,1,2,1,1,1,3,1,3,4,1,2,7,3,7,2,1,9,6,4,1,5,7,2,8,5,3,3,1,5,3,1,5,4,2,1,1,4,4,4,2,1,1,4,4,1,1,1,1,1,1,3,2,1,2,3,1,2,2,2,3,2,1,1,3,5,5,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,7,5,9,1,1,1,1,1,1,1,1,1,2,4,2,3,2,2,4,4,1,30,1,4,2,1,3,2,3,1,3,NA,2,NA,NA,NA,NA,3,2,1,2,1,2,1,2,1,2,1,2,3,4,1,2,52,3,57,12,2.5,2,1,4,1,3,3,2,2,NA,NA,NA,3,2,NA,6,5,NA,9,10,1,2
"347",2,2,1,2,2,7,4,8,1,4,6,1,1,75,1,3,1,2,1,3,2,2,3,2,2,2,30,1,3,1,1,2,1,1,2,3,1,3,4,1,2,5,3,7,2,3,9,3,6,4,2,9,3,9,6,2,4,1,3,4,2,3,3,3,1,2,2,3,2,3,1,2,3,2,1,1,1,1,1,1,3,2,1,1,2,1,2,1,1,2,1,1,2,2,4,5,2,1,2,2,3,2,3,1,1,3,4,1,2,1,1,3,6,4,8,1,1,1,3,1,1,3,3,1,2,6,1,2,2,3,6,4,1,40,1,4,2,2,1,2,2,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,3,5,2,5,2,1,1,4,2,3,3,2,26,9,NA,15,2.5,1,2,4,1,2,2,4,2,3,NA,NA,3,2,NA,6,7,1,8,10,1,2
"348",2,2,9,2,2,6,4,8,1,2,5,1,2,50,1,3,1,2,2,2,2,2,3,3,3,2,40,1,3,2,1,2,1,1,2,3,1,3,4,1,2,6,2,9,2,1,8,2,5,2,4,9,2,9,6,4,4,2,2,3,2,3,3,2,1,2,2,3,3,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,3,1,1,2,2,3,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,1,5,4,7,1,1,1,1,1,1,1,1,1,1,4,2,3,3,4,6,4,1,40,1,4,1,1,2,1,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,NA,2,1,1,2,4,1,3,1,1,24,4,88,18,2.5,2,3,3,1,1,3,4,2,3,NA,NA,2,3,7,6,5,1,8,10,1,2
"349",2,1,20,2,2,8,3,9,1,4,7,1,1,70,1,4,2,1,1,1,2,2,3,1,2,1,70,1,4,2,1,2,1,1,2,4,1,3,4,1,2,4,2,8,3,2,7,7,8,4,6,8,2,9,6,3,4,2,4,4,2,5,4,4,1,4,4,4,4,4,1,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,3,5,1,1,1,2,2,3,1,1,1,3,1,1,3,1,3,1,7,5,7,1,1,1,1,1,1,1,1,1,2,6,1,2,3,3,1,3,1,60,1,3,3,3,1,2,3,3,3,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,2,1,3,2,2,1,4,3,1,1,25,5,75,12,3,5,1,3,1,1,3,2,2,3,NA,NA,3,2,10,6,1,4,9,10,1,2
"350",2,2,3,2,2,7,6,8,2,3,7,1,1,40,1,2,1,2,2,2,2,2,3,1,2,2,45,1,3,1,1,2,1,1,1,3,1,3,4,1,2,5,2,10,2,1,10,4,4,2,2,7,1,10,7,1,4,1,3,4,1,4,3,1,1,2,4,4,3,2,1,1,4,4,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,3,1,2,2,3,4,2,1,2,3,3,2,1,1,1,3,3,1,3,1,1,3,8,7,8,3,3,1,1,1,1,1,1,3,2,5,3,3,2,4,6,4,1,45,1,3,2,2,3,1,1,1,3,NA,2,NA,NA,NA,NA,3,3,3,3,3,6,1,2,2,1,1,4,2,3,1,1,27,6,NA,18,2.5,2,1,4,1,3,1,2,2,3,NA,NA,3,2,NA,6,1,4,9,10,1,NA
"351",2,2,1,2,2,6,6,8,1,2,7,1,1,70,1,3,2,3,2,2,3,2,3,2,2,1,80,1,3,1,1,2,1,6,1,3,1,4,3,2,1,4,1,10,4,4,9,3,5,5,7,10,3,10,7,3,4,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,3,2,1,1,2,1,2,2,1,1,1,4,5,1,4,1,4,4,2,1,1,1,1,1,2,3,1,1,1,6,4,9,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,5,4,1,NA,1,1,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,5,1,5,1,1,1,4,2,3,1,2,40,6,NA,12,4,4,NA,3,1,2,3,2,2,3,NA,NA,2,3,NA,8,5,NA,13,20,1,NA
"352",4,3,18,2,2,6,7,8,2,4,6,3,1,40,2,3,3,3,2,3,3,2,2,3,3,2,50,1,4,1,1,3,1,4,4,2,2,3,4,1,2,4,4,9,2,2,6,2,1,1,3,10,2,9,5,3,1,2,1,5,1,2,1,3,1,1,2,1,1,3,1,1,2,1,1,1,1,2,3,1,3,2,2,2,2,1,1,1,1,2,2,1,3,2,2,5,3,2,1,1,3,1,1,3,1,1,NA,3,2,1,1,3,8,7,9,2,2,1,3,1,1,3,3,1,2,5,3,1,3,3,2,3,2,30,1,4,1,1,2,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,1,1,1,2,2,1,4,3,1,1,18,6,NA,12,5,4,3,3,2,NA,3,2,2,NA,NA,NA,2,3,7,6,11,12,15,20,1,NA
"353",3,2,9,2,2,7,5,8,2,4,5,2,1,60,1,2,1,3,2,2,3,2,2,2,3,3,1,2,3,2,2,2,NA,4,4,2,1,1,3,4,2,NA,4,9,4,1,5,4,5,1,4,10,5,9,5,2,2,2,5,2,1,4,1,3,1,3,1,4,1,3,1,3,1,4,1,1,1,1,3,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,4,1,2,1,2,2,2,2,1,3,1,3,3,1,3,1,1,3,7,7,7,1,1,1,1,1,1,1,1,1,2,5,2,4,4,2,3,4,1,50,2,2,1,1,1,3,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,1,1,2,1,2,3,4,2,1,70,2,51,16,5,2,2,3,1,4,3,3,2,3,NA,NA,2,3,NA,6,10,11,15,20,1,1
"354",2,2,3,2,2,7,5,8,1,4,7,2,1,60,2,2,1,2,1,2,2,2,2,2,2,3,20,2,1,3,2,3,1,2,1,3,2,1,3,4,2,3,4,8,6,6,8,5,3,1,2,9,6,8,5,2,3,1,5,5,2,5,4,3,1,4,4,4,4,3,1,4,4,4,1,1,1,1,1,1,3,2,3,1,2,3,3,3,2,2,1,3,1,1,5,5,2,2,2,3,3,3,2,3,1,3,3,3,3,3,3,3,8,7,9,1,3,1,1,1,1,1,3,1,2,6,3,3,3,2,4,4,NA,1,1,3,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,3,18,6,1,2,1,2,1,2,4,3,1,1,46,9,NA,17,5,5,2,3,1,3,2,2,2,3,NA,NA,2,3,7,11,12,13,13,20,1,2
"355",2,2,4,2,2,7,4,8,2,3,7,1,1,66,2,2,1,2,2,2,2,2,2,2,2,2,97,2,2,1,2,2,1,1,1,2,1,1,3,4,2,4,4,8,2,4,8,6,6,1,7,NA,1,8,5,2,3,2,3,3,2,3,2,3,1,3,1,3,2,3,1,3,1,3,1,1,1,1,1,1,3,2,1,3,2,1,3,3,3,2,1,1,1,2,5,5,2,1,2,2,3,3,1,1,1,1,1,1,3,1,3,1,8,8,8,1,1,1,1,1,1,1,1,1,2,6,2,2,3,2,3,4,1,97,2,3,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,3,1,3,2,2,1,2,4,3,1,2,55,9,NA,18,4.5,3,2,3,1,2,2,2,2,3,NA,NA,2,3,NA,8,6,4,13,20,1,2
"356",3,3,1,1,1,6,8,9,1,3,3,2,2,1,2,1,2,3,2,2,4,1,2,3,3,3,15,2,2,3,2,1,1,7,4,1,1,4,3,1,2,3,1,4,8,5,6,7,2,4,2,6,8,4,3,3,2,3,2,3,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,3,2,1,1,3,1,3,3,1,1,1,3,5,2,2,1,2,2,2,2,3,2,2,3,2,3,3,3,2,8,8,8,3,3,2,3,2,2,3,2,2,2,3,2,2,3,3,3,3,1,15,2,3,1,1,1,3,3,1,1,5,1,NA,NA,NA,NA,1,1,2,17,17,6,2,3,1,4,2,1,3,4,2,2,24,8,NA,12,6,5,2,3,1,2,2,NA,1,4,6,NA,1,4,6,12,11,8,13,20,1,1
"357",2,2,3,2,2,7,5,8,2,4,6,1,1,50,1,3,1,2,2,2,2,2,2,2,2,2,52,1,4,2,1,4,1,4,4,3,1,3,4,1,2,5,3,10,1,1,8,5,5,4,5,10,2,10,5,2,4,3,5,5,3,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,2,1,3,2,1,3,1,1,1,3,1,3,2,5,5,2,1,2,2,3,2,1,1,1,1,1,1,4,1,1,1,7,7,8,1,1,1,1,1,1,1,1,1,2,6,1,2,4,4,1,4,1,60,1,4,1,1,3,2,3,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,2,1,4,2,1,2,4,3,1,1,55,9,NA,23,NA,9,1,3,2,NA,2,1,2,3,NA,NA,2,3,9,6,15,1,14,20,1,2
"358",2,2,1,2,2,7,7,6,2,4,6,4,2,70,1,4,1,3,2,3,2,2,2,3,3,4,25,1,1,2,2,2,2,2,2,2,1,4,3,1,2,4,3,7,7,5,3,4,2,1,1,10,6,8,4,1,2,1,5,4,3,5,1,2,1,1,2,4,1,2,1,1,2,4,2,1,2,1,3,3,3,2,3,3,2,3,3,3,2,2,1,1,1,1,4,4,3,2,2,2,2,4,2,3,2,3,3,1,3,3,1,3,7,5,8,3,3,4,1,1,1,1,3,1,2,6,1,2,3,2,2,4,2,49,1,4,1,1,1,3,1,2,1,1,2,NA,NA,NA,NA,1,2,1,15,2,6,2,1,3,3,1,2,3,4,3,1,43,7,NA,11,5,5,2,3,1,3,2,1,1,2,7,NA,1,7,2,11,12,10,14,20,1,1
"359",2,2,1,2,2,7,5,9,1,3,7,1,1,50,1,2,1,2,2,2,2,2,3,2,3,1,40,1,4,2,1,3,NA,2,1,3,1,3,4,1,2,2,2,8,4,1,7,7,7,6,5,10,1,10,6,3,4,2,5,3,1,2,4,2,1,1,4,4,4,2,1,1,4,4,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,1,1,1,5,5,2,1,1,3,4,3,1,1,1,1,3,1,3,1,1,1,8,7,9,1,1,1,1,1,1,1,1,1,2,2,1,2,2,4,3,4,1,97,1,4,2,2,1,1,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,3,1,6,1,4,1,1,2,1,4,3,1,2,27,6,NA,17,2,2,1,3,1,3,3,4,2,3,NA,NA,2,3,NA,6,8,5,15,12,1,NA
"360",4,3,1,1,6,2,5,7,4,4,1,3,5,35,2,2,1,3,3,3,3,1,1,3,3,4,40,1,2,3,2,1,1,7,4,1,1,1,3,2,4,3,1,6,7,8,5,7,5,2,2,6,6,2,1,3,1,4,1,5,1,2,1,4,1,1,4,4,1,4,1,1,4,4,2,2,2,2,2,2,4,2,1,3,2,1,3,3,2,3,3,3,1,1,1,5,1,1,4,4,3,2,2,1,2,2,2,2,2,1,3,2,7,5,8,1,1,1,1,2,1,1,2,2,1,4,4,4,2,1,3,4,2,40,2,2,1,1,3,4,3,1,6,NA,1,NA,NA,NA,NA,6,1,2,5,4,6,2,3,1,5,1,2,3,4,2,1,26,8,NA,15,7,4,2,3,1,3,2,2,4,6,NA,NA,6,4,NA,3,8,10,13,20,1,1
"361",1,3,7,3,1,8,7,8,4,1,2,2,2,40,2,2,1,4,3,3,3,2,2,4,4,4,25,2,3,3,1,2,2,4,1,1,1,3,4,2,1,4,4,8,9,5,2,2,1,1,1,10,8,8,4,1,2,3,2,3,1,5,1,1,1,1,2,4,1,1,1,1,2,4,2,1,2,2,1,1,3,2,1,3,2,3,3,2,2,2,2,1,1,1,3,5,1,1,4,1,4,2,2,1,3,2,1,1,3,1,3,3,7,2,9,1,1,4,1,2,1,1,1,4,2,5,4,4,4,4,4,4,2,45,1,1,1,1,3,4,1,1,19,NA,1,NA,NA,NA,NA,1,2,1,1,NA,5,2,5,1,4,1,4,2,3,2,1,23,8,NA,12,7,4,1,4,1,4,1,3,1,NA,NA,NA,1,NA,NA,3,11,12,13,20,1,1
"362",2,2,1,2,2,7,5,8,1,3,7,1,1,97,1,3,1,2,1,2,3,2,3,2,2,1,50,1,4,2,1,3,1,1,1,4,1,4,3,1,2,4,4,7,2,1,6,2,5,1,2,8,2,8,5,3,4,2,4,5,1,5,4,2,1,4,4,4,4,2,1,4,4,4,1,1,1,1,1,1,1,2,1,1,2,1,3,1,3,2,1,2,1,2,4,5,2,2,1,3,4,1,3,1,1,3,3,1,3,1,1,3,8,8,9,1,1,1,1,1,1,1,1,1,2,5,2,3,3,4,3,4,1,97,1,4,1,2,2,1,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,2,2,1,2,2,1,3,4,1,1,43,5,79,22,7,4,1,3,1,3,2,1,2,3,NA,NA,2,3,NA,11,6,NA,13,20,1,2
"363",1,1,1,2,2,1,1,3,1,4,7,1,1,70,1,1,1,2,1,2,3,2,2,2,2,1,97,1,3,1,1,3,1,4,4,2,1,4,3,1,2,2,2,10,1,1,5,1,1,1,1,10,1,10,7,3,4,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,3,2,3,1,3,2,2,3,1,1,1,2,5,2,2,1,3,4,1,1,1,1,1,1,1,3,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,2,5,1,1,1,4,3,4,1,70,1,4,1,1,3,1,3,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,2,4,1,1,1,2,4,3,3,2,47,9,NA,14,6,4,3,2,1,1,2,3,2,3,NA,NA,2,3,NA,4,1,6,13,20,1,2
"364",2,2,1,2,2,7,5,8,1,3,6,2,1,97,1,2,1,2,1,2,2,2,3,2,2,1,97,1,4,1,1,2,1,1,2,2,1,4,3,1,2,3,3,9,5,1,7,5,6,4,4,9,4,9,5,3,3,3,4,2,1,3,3,1,1,1,3,3,2,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,2,3,3,3,3,2,1,1,1,1,5,5,2,1,2,2,3,2,1,1,1,1,3,3,3,1,1,1,7,7,8,1,1,3,1,1,1,1,1,1,2,5,3,3,4,4,2,4,1,97,1,3,2,NA,1,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,17,6,1,2,2,2,1,4,2,3,1,1,22,11,NA,12,6,7,2,3,NA,NA,3,3,2,3,NA,NA,2,3,NA,6,4,NA,13,20,1,2
"365",2,2,20,2,2,7,5,8,1,4,7,1,1,40,NA,3,1,2,1,2,3,2,3,3,2,1,30,1,3,2,1,3,1,2,1,3,1,3,1,4,2,4,3,10,3,1,9,4,5,1,1,10,4,10,7,1,4,1,4,4,2,4,3,3,1,1,4,4,3,3,1,1,4,4,1,1,1,1,1,1,3,2,1,1,2,3,3,3,3,2,1,3,3,1,5,5,2,1,1,3,3,1,3,1,1,1,1,1,3,1,1,1,7,8,8,1,1,1,1,1,1,1,1,1,2,1,4,4,3,3,4,4,1,30,NA,4,2,2,3,1,2,1,2,NA,2,NA,NA,NA,NA,2,2,1,3,1,6,1,5,1,1,1,2,4,3,2,2,47,8,NA,17,7,5,2,4,1,2,2,1,2,3,NA,NA,2,3,NA,6,8,5,13,20,1,1
"366",3,2,99,2,2,8,8,8,1,4,6,1,1,70,1,2,1,2,2,2,NA,2,2,3,3,2,35,1,3,1,NA,3,1,2,1,3,1,4,3,NA,NA,4,4,10,5,2,7,5,5,4,4,10,6,9,5,1,4,3,5,5,3,3,4,4,1,1,4,4,4,4,1,1,4,4,1,1,1,1,1,1,3,2,1,1,3,1,3,3,2,2,1,1,1,1,5,5,3,3,2,3,3,4,4,1,1,3,1,3,4,1,1,1,8,7,8,3,4,1,3,4,1,1,3,1,2,5,3,3,4,4,5,4,1,97,1,4,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,18,2,1,4,2,2,1,2,4,3,1,1,46,6,NA,18,5,5,1,4,1,3,2,1,2,NA,NA,NA,2,3,NA,6,5,8,13,20,1,NA
"367",1,2,9,2,2,7,5,9,2,2,6,1,1,97,NA,4,2,3,1,1,1,2,3,3,3,2,97,NA,3,2,2,3,1,4,4,4,1,4,3,1,2,4,4,10,2,2,10,2,1,1,1,9,4,8,5,1,1,2,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,2,1,3,2,1,1,3,2,2,3,3,1,1,5,5,3,4,5,4,4,3,1,1,3,3,3,2,3,1,3,3,9,9,9,3,3,1,NA,4,1,1,1,1,2,5,1,3,3,4,4,4,1,97,NA,2,1,1,NA,2,3,1,2,NA,2,NA,NA,NA,NA,2,3,3,2,1,2,1,5,1,7,1,2,NA,NA,1,2,NA,6,NA,12,2,4,2,4,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,13,20,1,NA
