"","date","id","version","age","age_group","sex","v5","v6","v7","v8","v9","v10","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45A","v45B","v45C","v45D","v45E","v45F","v45G","v45H","v45I","v45J","v46A","v46B","v46C","v46D","v46E","v46F","v46G","v46H","v46I","v46J","v46K","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v59","v60","v61","v62","v63","v64","v65","v66","v103","v67","v69","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v86","v87","v89","v90","v91","v92","v93","v98_B","v100","v101","v102","v88","v104","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129_B","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v156","week","a_date","a_age","a_agegroup","a_sex","a_religion","a_educ","a_v1","a_v2","a_v3","a_v4","a_v5A","a_v6","a_v7A","a_v8","a_v9","a_v10","a_v11","a_v12","a_v13","a_v14","a_v5B","a_v7B","a_v15","a_v16","a_v20","a_v22"
"1565","18/01/2013",99999,1,50,5,1,1,2,2,55,3,4,3,1,1,3,2,NA,NA,NA,NA,3,1,3,1,1,1,9,NA,2,NA,NA,NA,3,4,4,4,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,5,5,4,NA,NA,1,2,97,19,4,NA,4,4,4,1,1,NA,1,2,9,NA,8,3,1,1,2,2,3,1,NA,3,NA,NA,NA,11,2,1,1,1,41,1,1,5,7,4,5,3,2,3,472,2,2,2,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","18/01/2013",99999,1,21,1,1,1,3,3,21,2,3,2,1,1,3,3,NA,NA,NA,NA,1,1,3,2,2,2,2,NA,4,NA,NA,NA,3,4,4,4,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,4,5,6,NA,NA,1,1,19,98,4,NA,4,4,3,1,1,NA,1,1,4,NA,8,8,8,6,9,9,NA,NA,NA,3,NA,NA,NA,12,4,1,1,1,62,2,1,9,3,3,5,3,2,3,8800,2,2,4,4,"14/02/2013",21,1,1,2,12,1,19,3,100,5,5,5,4,4,2,1,5,5,5,5,5,1,3,2,4
"1567","18/01/2013",99999,1,24,2,1,1,1,2,30,3,2,3,9,2,4,3,2,1,3,4,3,1,9,1,3,3,1,1,2,NA,NA,NA,3,2,2,2,9,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,2,3,1,1,1,2,3,1,1,1,2,1,1,NA,NA,NA,5,9,9,NA,NA,1,1,6,6,2,NA,4,1,4,1,9,2,3,9,2,NA,8,8,1,1,2,2,2,1,NA,4,4,NA,NA,18,5,2,5,NA,NA,9,1,4,1,4,4,1,1,4,3780,1,1,2,4,"07/02/2013",24,2,1,1,18,1,6,6,6,4,3,2,2,1,3,2,4,3,2,3,2,9,16,1,2
"1568","18/01/2013",99999,1,19,1,1,1,1,3,18,2,2,9,9,1,2,2,NA,NA,NA,NA,2,1,2,3,2,2,3,NA,3,NA,NA,NA,2,3,3,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,1,1,2,1,1,1,2,1,1,1,NA,NA,NA,2,5,5,NA,NA,2,2,19,98,6,NA,3,1,4,1,3,NA,2,1,2,NA,8,3,8,6,9,9,NA,NA,NA,4,NA,NA,NA,12,4,1,1,1,69,2,1,5,3,6,6,3,2,3,1327,2,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569","18/01/2013",12430,1,71,7,2,1,2,3,27,3,3,3,4,2,2,2,3,2,4,1,1,1,3,3,2,3,2,3,3,NA,NA,NA,3,3,3,2,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,1,2,3,3,3,3,3,3,1,2,1,1,NA,NA,NA,3,5,6,NA,NA,2,1,2,3,4,NA,3,1,1,2,3,2,3,3,3,NA,8,8,1,1,2,1,2,2,NA,2,3,1993,1,13,5,1,3,NA,NA,9,3,2,4,2,2,4,1,1,4000,3,1,4,4,"07/02/2013",71,7,2,1,14,1,2,6,2,4,4,4,4,1,3,1,2,1,4,2,1,5,2,3,4
"1570","18/01/2013",99999,1,40,4,2,1,5,4,1,5,5,4,2,1,3,1,NA,NA,NA,NA,3,2,2,3,1,1,3,NA,4,NA,NA,NA,4,1,2,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,3,1,2,3,1,1,1,2,1,1,1,NA,NA,NA,5,5,6,NA,NA,1,3,98,18,4,NA,1,1,2,3,2,NA,3,1,3,NA,8,8,8,1,2,2,3,1,NA,3,NA,NA,NA,16,7,1,2,1,16,1,1,99,4,8,4,3,2,3,2720,2,2,9,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","18/01/2013",12538,1,67,6,2,1,2,3,33,3,3,3,4,2,3,2,3,4,2,1,1,1,3,2,2,3,1,2,2,NA,NA,NA,2,3,9,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,1,2,1,1,1,3,1,1,3,3,1,1,NA,NA,NA,2,4,5,NA,NA,1,1,97,1,4,NA,3,1,3,1,2,1,3,3,2,NA,8,8,8,1,2,1,1,1,NA,2,3,1994,1,17,7,1,3,NA,45,2,1,3,2,3,3,4,1,1,1061,3,1,54,4,"10/02/2013",68,6,2,1,16,1,1,6,1,4,3,4,3,1,3,1,4,4,4,2,3,3,9,3,54
"1572","18/01/2013",12663,1,60,6,1,1,3,4,21,5,4,2,1,2,2,2,3,4,1,2,1,1,2,3,2,2,2,3,3,NA,NA,NA,2,4,3,4,9,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,3,1,3,1,3,3,3,1,1,NA,NA,NA,1,5,4,NA,NA,1,1,97,4,4,NA,3,1,1,2,9,9,9,9,9,NA,8,8,1,1,2,2,2,2,NA,2,3,1998,1,16,7,1,1,1,41,2,1,6,5,4,5,4,1,1,7900,3,1,54,4,"03/02/2013",64,6,1,1,16,1,4,1,1,3,4,4,4,3,4,1,4,5,4,4,5,4,2,1,54
"1573","18/01/2013",99999,1,40,4,2,1,2,2,18,3,3,2,2,1,1,1,NA,NA,NA,NA,1,1,2,3,1,1,3,NA,1,NA,NA,NA,1,4,3,4,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,2,1,3,1,1,3,1,1,1,2,1,1,1,NA,NA,NA,2,4,6,NA,NA,2,4,98,97,6,NA,4,3,1,4,4,NA,1,2,4,NA,9,3,8,1,2,2,1,1,NA,3,NA,NA,NA,20,8,1,1,1,16,1,1,8,5,4,4,1,2,3,472,1,2,2,4,"03/02/2013",40,4,2,2,20,1,99,1,91,3,5,4,4,4,5,4,2,5,4,3,4,4,6,1,2
"1574","18/01/2013",99999,1,46,4,2,1,3,2,37,5,5,2,1,1,1,1,NA,NA,NA,NA,3,1,3,3,1,1,3,NA,4,NA,NA,NA,3,2,3,4,3,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,5,NA,NA,2,2,97,2,4,NA,4,4,2,4,1,NA,1,3,4,NA,2,2,2,1,2,2,1,1,NA,4,NA,NA,NA,11,2,1,4,NA,NA,9,3,2,1,2,4,3,2,4,2720,2,2,9,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","18/01/2013",99999,1,53,5,2,1,1,2,34,5,4,2,1,1,4,2,NA,NA,NA,NA,1,1,1,3,1,1,3,NA,3,NA,NA,NA,1,4,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,1,2,1,3,3,3,1,1,1,1,1,1,NA,NA,NA,5,4,3,NA,NA,2,4,98,97,4,NA,4,2,2,1,4,NA,1,4,4,NA,8,8,8,1,2,2,1,1,NA,2,NA,NA,NA,16,7,1,1,2,35,1,1,99,4,2,4,3,2,2,472,2,2,2,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","18/01/2013",99999,1,40,4,2,1,3,3,20,5,4,4,4,1,4,4,NA,NA,NA,NA,1,1,2,3,1,1,3,NA,1,NA,NA,NA,4,4,2,4,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,10,1,1,1,3,2,2,1,3,9,2,1,1,1,NA,NA,NA,3,1,6,NA,NA,2,4,98,97,4,NA,4,4,3,1,2,NA,4,2,4,NA,2,3,8,1,1,9,1,1,NA,3,NA,NA,NA,15,7,1,4,NA,NA,9,4,1,1,3,2,3,2,3,1290,2,2,9,4,"04/02/2013",40,4,2,2,15,2,98,9,98,2,3,4,4,2,5,5,5,1,1,4,1,2,6,2,9
"1577","18/01/2013",99999,2,46,4,2,1,2,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA,0,5,5,5,5,5,5,5,2,5,1,2,5,1,1,1,1,1,1,4,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,5,5,1,1,3,97,19,9,2,4,3,4,1,NA,NA,NA,NA,NA,2,2,4,1,1,1,1,2,1,97,2,NA,NA,NA,12,3,1,3,NA,37,1,3,2,7,3,2,3,4,2,480,2,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","18/01/2013",99999,2,48,4,2,1,4,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,0,5,5,5,0,0,0,NA,0,NA,NA,0,5,5,5,5,5,5,2,2,1,1,3,4,4,1,2,2,2,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,1,5,5,1,2,2,99,99,7,3,3,2,3,2,NA,NA,NA,NA,NA,2,8,3,8,6,9,9,NA,NA,NA,3,NA,NA,NA,10,2,1,11,NA,NA,9,3,2,3,4,3,1,2,4,7300,2,2,4,4,"04/02/2013",48,4,2,2,10,1,99,1,99,3,4,3,3,3,3,3,4,3,3,3,3,4,9,2,4
"1579","18/01/2013",12812,1,61,6,2,1,3,4,54,5,5,3,4,2,2,2,3,4,1,2,1,1,3,3,2,4,1,4,4,NA,NA,NA,2,4,4,1,2,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,2,1,2,1,3,1,3,1,3,2,2,1,1,NA,NA,NA,1,5,5,NA,NA,2,1,99,4,3,NA,4,2,2,4,4,1,1,4,4,NA,8,3,8,1,2,2,2,2,NA,2,3,1998,1,20,8,1,1,1,2,2,1,7,4,3,3,3,1,1,6200,3,1,77,4,"30/01/2013",61,6,2,9,20,1,99,2,91,2,4,4,4,2,3,2,2,4,4,4,4,6,2,3,77
"1580","18/01/2013",56,2,56,5,1,1,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,5,NA,NA,NA,5,10,10,5,5,99,5,NA,0,NA,NA,99,10,5,10,2,2,2,3,3,5,2,3,4,2,2,2,1,2,1,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,3,1,6,5,1,1,2,97,18,6,3,4,3,1,2,NA,NA,NA,NA,NA,1,8,2,8,1,2,1,3,1,91,4,NA,NA,NA,12,3,1,3,NA,69,9,4,2,7,2,2,3,2,4,478,2,2,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581","18/01/2013",15250,1,27,2,1,1,1,1,24,1,2,3,2,1,3,2,4,1,3,2,3,3,3,1,4,4,1,1,2,NA,NA,NA,3,3,4,2,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,6,2,NA,NA,1,1,10,94,1,NA,1,3,1,4,3,2,2,3,2,NA,2,2,1,6,1,1,NA,NA,NA,3,4,NA,NA,15,7,2,1,2,5,9,1,2,7,4,1,3,1,3,6100,1,1,54,4,"30/01/2013",27,2,1,1,15,1,10,6,100,4,2,2,2,2,4,2,2,3,5,2,2,5,5,1,54
"1582","18/01/2013",15921,1,18,1,1,1,3,3,18,5,3,4,3,1,3,3,1,4,3,2,2,2,2,1,4,3,2,1,2,NA,NA,NA,3,3,2,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,2,3,2,3,3,1,3,3,3,2,2,1,1,NA,NA,NA,4,4,2,NA,NA,1,1,4,98,2,NA,2,1,1,4,1,2,3,4,2,NA,8,8,1,6,1,1,NA,NA,NA,3,4,NA,NA,12,4,2,5,NA,NA,9,1,7,1,6,7,2,1,3,6500,1,1,4,4,"03/02/2013",18,1,1,1,12,1,1,3,100,4,4,4,3,2,4,3,4,5,4,1,3,1,2,1,54
"1583","18/01/2013",99999,2,50,5,1,1,5,4,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,0,NA,NA,NA,0,5,7,3,0,2,0,NA,0,NA,NA,0,0,10,6,5,5,5,5,1,4,5,5,5,1,4,4,4,4,4,4,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,1,5,5,1,1,1,99,99,4,2,1,4,9,9,NA,NA,NA,NA,NA,1,2,3,8,1,2,2,1,1,99,2,NA,NA,NA,19,8,1,2,1,NA,2,1,97,5,6,5,1,2,9,472,2,2,2,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","18/01/2013",13119,1,57,5,1,1,4,3,45,5,4,3,1,1,3,3,1,4,3,2,1,1,2,3,1,1,2,4,3,NA,NA,NA,3,3,3,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,1,3,3,1,2,2,3,1,1,NA,NA,NA,4,5,5,NA,NA,2,4,99,99,3,NA,3,1,9,9,2,1,1,4,2,NA,8,2,1,1,2,2,1,1,NA,1,6,NA,NA,18,8,1,1,1,14,1,1,97,7,4,4,1,1,1,2550,1,1,8,4,"07/02/2013",57,5,1,1,18,2,98,9,91,2,5,3,5,2,5,2,1,5,5,4,5,2,6,1,8
"1585","18/01/2013",14192,1,40,4,2,1,3,3,18,4,4,2,1,1,2,2,4,3,2,1,2,1,3,2,2,2,2,2,3,NA,NA,NA,3,3,3,3,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,1,2,1,3,3,3,1,1,3,3,1,1,NA,NA,NA,1,6,4,NA,NA,2,1,99,97,5,NA,1,3,2,1,2,2,2,3,3,NA,8,8,8,1,2,2,2,2,NA,2,4,NA,NA,12,4,1,1,2,45,1,1,97,5,7,5,3,1,1,3791,1,1,52,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","18/01/2013",99999,2,70,7,1,1,1,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,9,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,8,10,NA,NA,NA,10,0,3,5,0,8,8,NA,0,NA,NA,99,10,99,10,2,2,1,4,1,1,1,4,5,4,1,4,4,4,4,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,5,5,1,1,3,98,99,4,2,1,4,4,2,NA,NA,NA,NA,NA,1,8,8,1,1,2,2,2,1,97,3,NA,NA,NA,11,3,1,3,NA,NA,9,2,3,4,5,3,3,2,2,472,2,2,2,4,"13/02/2013",70,7,1,2,11,1,17,1,17,4,3,4,3,4,2,9,2,2,4,3,4,1,6,2,2
"1587","18/01/2013",12304,1,75,7,1,1,1,1,33,2,3,2,4,1,3,3,2,4,1,3,3,1,3,1,2,4,3,3,2,NA,NA,NA,2,4,4,3,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,2,1,2,1,1,1,9,3,3,2,2,3,9,NA,NA,NA,2,1,6,NA,NA,2,3,99,99,3,NA,1,1,2,4,9,9,9,9,9,NA,8,8,1,3,1,1,NA,NA,NA,1,2,1988,NA,12,4,1,3,NA,99,2,2,4,5,4,2,3,1,1,9100,1,1,52,4,"12/02/2013",76,7,1,1,21,1,3,3,91,4,4,4,4,2,3,2,4,5,3,3,3,4,6,1,52
"1588","18/01/2013",13117,1,57,5,1,1,2,4,27,4,4,2,1,1,2,2,3,4,2,1,1,1,3,2,2,2,2,3,3,NA,NA,NA,2,3,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,3,3,2,1,3,2,3,1,1,NA,NA,NA,4,6,4,NA,NA,1,1,3,3,4,NA,1,1,1,2,2,2,2,3,3,NA,8,2,1,5,2,2,NA,NA,NA,2,5,NA,NA,12,4,1,1,1,37,1,1,8,7,7,3,2,1,1,8300,1,1,3,4,"31/01/2013",57,5,1,1,12,1,3,2,100,4,4,3,4,2,4,2,2,4,4,2,3,5,4,1,50
"1589","18/01/2013",62,2,NA,6,1,1,3,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,8,0,0,4,0,4,0,NA,NA,NA,9,2,4,0,9,6,6,100,NA,NA,NA,2,1,2,1,2,1,2,1,1,2,4,4,4,4,2,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,5,6,1,2,1,1,1,4,1,1,4,2,2,4,NA,NA,NA,NA,NA,3,1,3,1,1,2,1,3,1,1,1,3,1990,1,15,8,1,1,1,64,2,1,8,5,3,2,3,1,1,7900,3,1,50,4,"30/01/2013",62,6,1,1,14,1,1,6,1,3,4,5,4,1,2,3,2,3,4,3,2,5,2,3,50
"1590","18/01/2013",15212,1,28,2,1,1,2,2,30,4,3,9,2,2,3,3,4,3,2,1,1,1,3,3,3,9,2,2,2,NA,NA,NA,3,3,3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,2,1,2,1,3,3,2,1,1,2,3,1,1,NA,NA,NA,2,1,4,NA,NA,3,1,97,1,5,NA,4,3,1,4,2,2,2,3,3,NA,8,2,1,6,1,1,NA,NA,NA,3,4,NA,NA,16,5,1,1,2,11,2,1,98,2,7,5,3,1,2,8300,1,1,3,4,"13/02/2013",27,2,1,1,16,1,2,2,100,4,4,3,4,2,4,3,4,4,4,2,3,4,2,1,3
"1591","18/01/2013",15200,1,27,2,1,1,3,4,30,5,5,4,4,2,2,2,4,3,2,1,3,1,3,3,2,1,2,2,2,NA,NA,NA,3,3,1,4,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,1,2,1,1,1,1,1,1,3,2,1,1,NA,NA,NA,5,6,4,NA,NA,2,1,3,2,4,NA,4,4,4,1,4,1,3,3,3,NA,8,3,8,6,1,1,NA,NA,NA,3,4,NA,NA,15,5,1,1,1,12,2,1,10,3,5,3,3,1,2,6600,1,1,3,4,"10/02/2013",27,2,1,1,15,2,98,9,100,3,5,3,2,5,5,5,5,4,5,3,3,3,2,1,52
"1592","18/01/2013",12497,1,69,6,1,1,2,3,15,4,3,1,4,1,2,3,3,1,4,2,1,9,2,2,3,2,3,4,3,NA,NA,NA,3,2,3,3,9,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,99,2,3,2,1,1,1,9,1,1,9,9,2,1,NA,NA,NA,3,6,5,NA,NA,3,2,99,99,4,NA,1,1,4,1,3,1,1,9,9,NA,8,8,8,9,9,9,NA,NA,NA,1,3,9999,1,12,3,1,3,NA,79,1,2,97,7,99,99,4,1,9,380,1,1,4,4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593","18/01/2013",12665,2,64,6,1,1,3,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,4,4,4,3,5,3,NA,NA,NA,6,3,5,4,6,5,4,3,NA,NA,NA,2,1,1,2,4,1,1,2,4,1,2,2,2,3,3,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,4,2,2,2,1,99,1,3,2,1,3,2,1,NA,NA,NA,NA,NA,2,8,2,1,1,2,1,3,1,99,2,3,2007,1,17,8,1,1,1,44,1,3,3,5,3,2,4,1,1,199,3,1,50,4,"28/01/2013",64,6,1,1,17,1,1,6,1,2,3,5,5,2,3,3,4,3,3,1,4,9,6,3,50
"1594","18/01/2013",15920,1,18,1,1,1,4,3,43,9,3,4,4,2,3,2,1,2,4,3,3,1,3,1,4,4,1,2,3,NA,NA,NA,3,1,9,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,2,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,1,1,2,NA,NA,1,2,5,98,2,NA,3,4,1,4,3,2,1,2,3,NA,8,8,8,6,1,1,NA,NA,NA,3,4,NA,NA,12,4,2,5,NA,NA,9,1,98,1,5,6,1,1,3,2660,1,1,8,4,"12/02/2013",18,1,1,1,12,1,5,6,100,4,4,4,4,2,4,3,3,4,4,2,4,5,1,1,8
