"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42"
"641",371,1,4,3,9,5,16,4,5,4,2,7,5,4,3,3,3,3,2,70,2,2,3,2,1,2,4,1,2,3,4,3,4,2,3,4,2,1,3,8,7,6,5,4,5,6,5,4,5,4,5,4,5,5,4,2,2,4,3,3,NA,2,3,2,3,2,3,2,4,5,6,5,4,5,4,5,4,5,2,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,3,2,3,4,3,4,3,4,4,4,4,4,5,3,NA,5,5,5,2,1,3,1,2,1,1,3,1,1,3,1,1,3,1,4,3,3,1,1,3,1,1,3,1,3,1,3,2,2,1,2,NA,4,NA,5,NA,2,NA,3,NA,1,NA,3,NA,NA,NA,1,NA,5,NA,5,NA,3,6,2,NA,3,4,1,4,2,2,99,7,4,3,NA,14,1,7,72,4,4,3,1,2,7,NA,12,2,4,1,2,1,5,3,2,2,1,2,25,4,15
"642",372,1,4,3,NA,4,13,3,3,1,1,7,1,2,7,3,1,2,3,40,2,4,3,1,4,2,3,1,1,1,1,1,1,3,3,1,2,3,4,NA,5,4,5,6,5,6,5,6,8,8,9,9,8,7,7,3,3,1,3,3,NA,1,2,3,4,3,2,1,8,7,8,7,8,4,1,3,8,1,2,5,4,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,4,4,3,3,4,4,4,4,4,5,NA,3,5,5,5,4,NA,1,1,2,1,1,2,1,1,2,1,2,2,2,1,3,3,3,2,3,3,3,2,1,3,3,3,1,3,3,2,NA,4,NA,5,NA,2,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,1,3,4,3,4,3,3,17,6,5,NA,4,11,2,7,NA,4,3,4,1,2,3,NA,8,2,3,1,1,2,3,3,3,3,2,2,25,4,20
"643",373,1,3,2,9,3,7,3,3,3,2,1,1,1,1,3,2,3,4,50,2,3,4,2,2,1,4,1,1,1,1,1,1,NA,NA,2,1,3,4,10,10,5,NA,6,6,10,1,10,1,NA,7,7,10,7,7,4,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,4,1,2,2,2,2,2,1,1,2,2,1,1,5,3,4,3,3,4,4,3,4,4,4,4,4,5,5,4,5,5,5,5,4,1,1,1,2,1,1,2,1,1,2,1,1,3,4,2,2,2,3,4,3,1,3,2,3,3,3,3,3,3,3,3,1,4,1,5,1,4,1,4,1,4,1,3,1,3,1,3,1,3,1,3,1,3,6,1,3,4,4,3,5,2,3,99,0,3,3,4,14,2,3,47,2,2,1,4,3,6,NA,8,NA,3,1,1,1,4,3,3,3,NA,1,25,5,3
"644",374,1,3,2,37,8,NA,3,3,3,3,1,1,1,1,3,3,2,3,50,1,NA,1,2,3,2,1,1,1,1,1,2,2,3,NA,2,1,3,4,10,10,5,5,5,5,10,1,10,1,1,10,7,10,6,1,4,4,5,2,2,NA,3,4,3,2,4,4,4,1,10,10,4,4,1,10,10,3,3,2,NA,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,4,3,2,3,3,4,4,3,3,4,4,4,4,4,5,2,3,5,5,5,4,NA,2,1,1,1,1,2,1,1,2,2,1,2,1,2,NA,2,3,4,2,1,1,1,1,3,1,NA,NA,NA,NA,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,3,1,3,3,5,4,6,3,3,99,0,4,2,4,14,2,7,43,4,2,1,4,3,6,NA,12,NA,1,1,5,1,6,4,1,2,1,2,25,5,3
"645",376,1,3,3,9,8,2,4,3,1,3,1,1,1,1,2,4,1,2,50,1,2,1,2,2,1,1,4,4,4,4,4,4,NA,NA,2,1,3,4,10,1,10,10,1,10,10,1,1,1,10,1,10,1,10,1,1,2,2,1,2,NA,3,4,3,4,3,4,4,10,1,10,NA,NA,10,1,1,10,4,2,NA,1,4,3,2,2,1,1,2,2,1,1,2,2,1,1,4,3,2,1,3,4,4,3,3,4,4,4,4,3,5,3,4,5,5,5,4,NA,1,1,2,1,1,3,1,2,3,1,1,2,2,2,1,2,1,4,2,2,3,2,2,3,2,3,3,3,2,1,3,4,3,5,3,1,3,1,3,4,3,4,3,4,3,4,3,1,3,4,3,3,6,2,1,3,2,3,4,2,2,99,0,5,1,1,14,2,2,76,3,2,1,4,3,7,NA,12,2,2,1,1,4,6,12,1,3,2,1,26,4,26
"646",377,1,2,1,37,1,2,2,2,1,2,1,1,1,1,2,2,1,2,40,2,2,2,2,1,NA,1,1,3,1,1,1,1,1,2,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,10,8,8,10,1,10,7,6,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,4,2,2,3,3,4,4,2,2,4,4,4,4,4,5,3,2,5,5,5,4,1,1,2,2,1,1,3,1,3,3,1,1,2,3,2,3,2,4,4,2,1,3,3,1,3,4,3,3,3,3,4,2,2,NA,2,NA,4,2,5,2,4,2,4,2,4,2,2,2,4,2,4,2,3,6,3,2,3,2,2,2,1,1,2,1,1,1,1,2,2,4,67,2,2,1,4,3,7,NA,12,2,3,1,3,3,6,12,1,2,2,1,26,4,26
"647",379,1,5,3,2,7,26,5,2,3,4,7,7,1,1,2,2,2,1,40,1,2,4,1,2,1,2,2,1,3,4,4,1,3,3,4,3,1,2,10,5,9,7,1,5,9,1,1,1,3,1,1,1,1,1,3,1,4,4,1,2,4,4,4,4,4,4,4,10,5,10,10,1,8,1,8,6,1,2,3,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,4,1,NA,NA,4,4,4,4,4,4,4,3,2,4,4,4,4,2,2,4,3,NA,1,2,2,1,1,2,1,2,2,1,1,2,4,5,1,2,2,4,3,3,2,3,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,1,2,3,2,1,2,3,2,3,2,3,2,1,2,3,4,3,3,3,3,3,1,2,3,7,3,1,1,1,2,1,3,74,4,2,1,3,4,6,NA,12,NA,1,1,5,1,6,5,2,2,1,2,4,4,27
"648",380,1,4,3,28,2,1,4,5,3,3,4,1,1,4,2,2,3,1,60,1,3,2,1,3,1,2,2,2,1,3,4,1,2,2,3,4,1,2,5,8,2,2,5,2,5,4,9,1,3,6,1,8,1,5,1,3,4,1,1,2,4,4,4,4,4,4,3,1,8,1,1,1,1,10,5,1,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,NA,4,4,4,4,4,4,4,4,4,2,2,3,3,3,4,5,2,2,3,2,1,3,2,1,1,2,1,2,3,1,1,3,4,5,1,4,3,3,2,1,1,1,1,1,1,3,1,1,1,2,1,2,3,2,1,2,1,2,3,2,1,2,1,2,1,2,3,2,1,2,3,3,5,4,4,4,4,3,3,3,2,1,2,2,2,4,12,2,3,75,3,1,2,4,3,8,NA,12,2,2,1,1,2,5,4,2,2,1,2,4,4,27
"649",381,1,3,3,3,2,5,5,3,1,1,7,7,1,1,1,2,2,1,60,1,3,3,2,4,1,3,3,1,3,4,4,2,1,2,3,4,1,2,7,10,5,2,10,5,7,7,10,5,7,10,5,10,1,5,1,1,3,3,1,2,1,4,4,4,4,4,1,5,10,8,1,10,10,10,10,1,1,2,2,1,2,3,1,2,2,2,2,2,1,1,2,2,1,1,7,NA,4,4,1,4,4,4,4,4,4,1,4,3,3,4,5,3,4,4,2,2,1,1,2,1,1,1,1,2,1,1,1,3,5,5,1,1,2,4,2,3,3,1,3,3,3,3,1,3,3,2,3,1,3,2,1,3,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,3,5,1,2,4,3,4,4,2,1,5,2,2,2,2,1,1,1,42,4,2,1,3,4,6,NA,12,2,3,1,4,1,4,1,1,2,1,2,4,4,27
"650",383,1,4,4,37,2,16,5,3,3,2,7,7,1,1,1,2,2,1,50,1,3,2,1,4,1,4,3,1,2,4,4,2,3,2,3,4,1,2,4,8,3,2,9,2,5,10,9,8,1,8,6,8,1,7,2,4,4,1,1,2,1,4,4,4,4,4,1,1,9,8,1,9,1,8,8,3,8,2,2,4,2,3,1,2,2,2,2,2,2,1,1,2,2,2,7,NA,4,4,1,4,4,4,4,4,4,1,1,4,3,3,5,5,5,5,3,2,1,1,2,1,2,2,3,2,1,1,1,1,2,5,2,1,3,4,2,3,1,1,3,3,1,2,1,2,3,1,3,2,3,2,1,3,1,2,1,2,1,2,3,5,NA,2,1,2,1,3,1,3,5,4,4,3,3,4,4,2,1,16,2,2,2,5,13,1,NA,20,4,2,1,3,4,6,NA,12,2,2,1,NA,NA,5,4,1,2,NA,1,4,4,27
"651",384,1,NA,NA,30,NA,26,3,3,3,3,4,5,4,1,2,2,2,2,40,1,2,2,2,2,1,1,2,3,2,3,4,2,3,3,3,4,2,1,4,3,5,7,2,1,3,1,3,1,7,5,1,3,1,1,2,2,4,3,1,2,3,3,4,4,4,3,4,7,3,3,1,1,9,4,1,1,1,2,1,4,1,2,2,2,1,1,2,2,2,2,1,2,2,2,3,NA,3,3,3,4,4,4,4,4,3,4,4,1,4,4,5,1,3,4,3,2,1,3,2,1,1,3,2,2,3,1,1,4,5,5,1,3,3,4,2,2,3,4,2,3,2,4,1,2,3,1,3,1,3,4,NA,5,NA,3,1,4,NA,1,2,2,1,1,2,4,NA,5,NA,3,5,3,3,3,2,2,1,2,3,99,0,5,1,1,2,1,7,63,4,1,2,4,3,2,65,14,2,2,2,NA,NA,3,5,2,NA,1,1,4,4,28
"652",385,1,5,4,98,2,5,5,5,1,1,7,7,1,1,1,1,4,1,80,1,4,1,1,4,1,3,3,1,3,4,4,2,2,2,4,3,1,2,4,8,1,1,10,1,3,5,10,4,1,9,1,10,1,1,3,4,2,1,2,3,1,4,3,4,1,3,3,1,10,1,1,1,1,10,1,1,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,7,NA,4,4,1,3,3,3,4,1,3,2,1,1,4,3,3,1,5,1,1,2,1,2,2,1,1,2,2,2,1,1,1,4,5,5,1,2,2,4,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,3,3,4,3,4,4,2,1,5,2,2,2,5,13,1,1,18,4,2,1,3,4,6,NA,12,2,1,2,NA,5,5,4,3,1,1,1,4,4,27
"653",386,1,3,3,2,7,26,5,4,4,3,4,4,4,4,1,1,2,1,60,1,1,2,2,1,1,1,1,3,1,2,4,4,4,4,4,3,2,1,4,6,1,5,1,1,3,1,5,1,6,2,1,1,1,1,3,2,2,3,1,2,3,4,3,4,4,4,4,5,5,5,5,1,5,5,5,5,1,2,5,NA,1,NA,1,2,2,2,2,2,2,2,2,2,2,2,4,3,NA,NA,3,4,4,4,4,4,3,4,1,4,2,1,1,1,4,5,1,2,1,3,2,1,1,2,1,2,2,1,1,3,5,4,1,3,3,2,2,3,3,3,2,3,2,4,1,3,4,4,NA,1,3,5,NA,4,NA,1,2,4,NA,4,NA,1,2,3,1,4,NA,4,NA,3,5,3,3,3,3,2,1,2,3,99,0,5,1,1,2,1,7,36,4,2,1,3,4,8,NA,12,2,1,1,3,NA,4,5,1,3,1,2,4,4,23
"654",387,1,2,2,20,1,2,2,3,4,3,4,4,1,1,2,2,NA,NA,70,1,2,2,2,2,1,1,2,3,2,4,4,4,2,2,4,3,2,1,3,1,7,6,6,6,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,4,4,4,4,3,3,4,8,4,4,5,1,10,1,6,10,1,2,1,3,1,3,1,2,1,2,1,2,2,2,1,2,2,2,2,NA,4,NA,4,4,4,4,4,3,3,4,2,2,4,4,4,1,2,3,2,2,3,3,2,1,1,2,2,2,2,1,1,2,5,5,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,2,1,2,2,1,1,2,5,NA,4,NA,1,3,1,3,1,3,4,NA,2,1,3,5,2,2,NA,3,4,1,1,4,4,1,1,2,1,2,NA,5,63,4,1,2,3,4,4,50,12,2,1,1,1,1,5,3,1,2,1,2,4,4,27
"655",388,1,3,4,2,3,7,3,3,3,3,4,4,4,4,2,2,2,1,50,1,1,1,1,2,1,2,1,2,2,4,4,4,2,2,3,4,2,1,10,5,5,5,2,1,10,2,1,1,5,3,1,3,1,1,2,2,1,3,1,3,3,4,3,4,4,4,4,5,5,10,1,1,5,5,10,1,1,2,3,1,3,1,1,2,2,2,1,2,2,2,2,2,1,1,4,1,NA,NA,3,4,4,4,4,4,4,4,2,4,4,2,2,1,4,5,1,2,1,3,2,1,1,2,2,2,2,1,1,2,4,5,1,3,3,4,2,2,4,2,2,4,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,3,2,4,NA,3,2,3,5,3,3,3,3,3,1,2,3,7,3,1,1,1,8,1,3,79,4,1,2,3,4,8,NA,12,2,NA,1,NA,2,2,4,1,4,1,2,4,4,27
"656",389,1,5,3,35,1,2,5,5,3,3,1,1,7,1,2,4,1,4,10,2,1,4,2,4,2,1,1,4,1,1,4,1,2,2,2,1,3,4,1,1,5,10,1,1,1,1,1,1,10,10,10,1,1,1,2,1,4,2,1,3,4,4,3,3,4,4,4,10,1,1,5,1,10,1,1,5,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,NA,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,2,2,1,2,2,1,1,2,1,1,2,1,1,1,5,5,1,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,5,4,4,4,5,4,1,1,4,2,1,1,1,5,13,1,5,20,3,2,1,3,4,8,NA,9,2,2,1,1,NA,5,4,2,2,1,2,3,4,27
"657",390,1,1,1,9,1,2,3,3,4,3,1,1,1,1,2,2,2,3,20,2,3,4,2,1,1,1,3,4,1,3,4,1,2,2,1,2,3,4,4,2,8,10,1,7,5,1,1,1,10,1,5,1,2,1,2,1,4,1,1,3,4,1,1,4,1,1,4,10,1,5,8,1,10,1,5,8,1,2,1,3,1,3,2,2,1,1,1,1,2,2,1,2,2,2,1,NA,4,4,4,2,3,1,4,1,1,4,3,3,4,1,5,1,1,4,2,2,1,2,2,1,1,2,2,3,2,1,1,4,1,3,1,3,3,1,2,2,2,2,2,2,3,3,3,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,6,4,4,4,3,4,5,1,4,2,1,1,1,4,12,1,4,42,2,2,1,3,4,6,NA,12,NA,2,1,3,2,6,3,1,3,2,2,3,4,28
"658",391,1,3,3,2,3,7,4,3,3,3,5,3,2,1,2,2,2,2,NA,1,2,2,1,2,1,2,2,2,3,3,3,3,2,2,4,3,2,1,8,5,7,8,2,7,9,1,7,3,5,6,5,3,3,2,2,1,1,1,1,2,4,4,4,2,4,4,4,4,7,7,1,1,5,9,8,4,3,2,3,2,3,2,1,2,2,2,2,2,2,1,2,2,1,1,3,NA,2,3,4,4,4,3,3,4,4,4,2,4,4,4,2,5,5,2,2,1,1,1,2,1,1,3,3,2,3,1,1,1,3,5,1,1,2,4,1,2,1,3,3,2,1,3,1,3,2,4,NA,4,NA,3,1,5,NA,2,1,3,1,3,1,4,NA,4,NA,3,1,3,1,3,3,1,2,4,3,4,1,2,3,7,3,2,2,1,2,1,3,81,3,1,2,3,4,4,NA,14,NA,3,1,3,1,4,4,2,2,2,2,11,5,4
"659",392,1,1,1,37,1,2,3,3,1,1,1,1,4,3,2,2,2,4,40,1,3,2,2,3,2,1,3,4,2,2,2,3,1,3,2,4,3,1,5,5,1,10,5,8,5,1,5,5,10,5,8,7,9,5,3,3,1,4,1,2,4,4,3,4,4,4,4,10,7,7,7,2,8,8,8,8,6,2,4,NA,1,4,2,2,1,1,1,2,2,1,1,2,2,1,1,NA,4,2,4,4,4,3,4,4,4,4,3,4,4,3,3,5,5,1,3,1,1,1,3,3,1,1,1,1,3,3,3,1,2,3,1,3,3,3,2,2,3,1,2,1,4,3,3,1,2,1,3,2,3,1,2,1,2,1,3,1,3,4,NA,1,2,4,NA,1,3,2,3,3,4,4,4,4,2,4,3,1,3,2,1,1,1,5,13,2,5,20,3,2,1,3,4,8,NA,10,NA,3,1,2,1,4,4,1,3,1,2,11,5,4
"660",393,1,3,3,8,7,7,4,3,1,3,4,2,1,2,2,2,2,4,30,1,1,3,2,2,1,1,2,3,1,3,4,3,2,4,2,4,3,1,5,5,3,6,4,5,9,1,4,1,5,4,5,4,1,1,3,1,4,2,1,2,4,4,4,4,4,4,4,8,5,9,3,1,6,5,8,3,1,2,3,1,1,3,1,2,2,2,2,2,1,2,2,2,1,1,3,NA,2,1,4,4,4,4,4,4,4,4,4,2,3,4,4,3,4,4,3,2,1,2,2,1,1,2,1,3,2,1,1,2,1,3,2,2,1,3,2,1,3,2,2,2,2,2,1,2,2,1,2,1,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,NA,3,4,2,4,3,3,3,2,1,4,10,3,5,1,5,13,1,3,19,2,2,1,4,3,8,NA,12,NA,4,2,NA,NA,4,4,2,2,2,1,11,5,4
"661",394,1,5,4,1,2,1,5,5,2,1,7,7,1,1,1,2,2,2,60,1,2,3,1,1,1,2,2,1,3,2,3,1,3,3,4,3,1,2,1,10,2,1,7,3,3,1,10,NA,1,10,1,9,1,2,3,3,4,1,2,NA,4,4,4,3,4,4,4,1,10,5,3,1,1,10,4,1,1,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,6,NA,4,3,4,4,4,4,3,4,4,4,1,1,5,5,5,5,5,4,3,2,1,1,2,1,1,3,3,2,3,1,1,1,2,1,1,4,4,4,2,1,1,1,1,1,1,2,1,1,1,2,1,4,NA,2,1,5,NA,2,1,4,NA,2,1,2,1,4,NA,2,1,2,3,3,3,1,2,3,1,4,3,2,2,1,2,2,2,2,1,1,2,72,3,2,1,3,4,3,56,4,NA,5,2,NA,NA,3,1,3,4,1,1,11,5,4
"662",395,1,3,3,7,2,8,4,3,3,3,5,4,1,4,2,2,2,2,50,1,2,2,1,3,1,3,2,2,3,3,4,2,2,3,4,3,1,2,8,8,5,6,6,5,7,NA,4,2,6,6,5,7,1,1,3,3,4,3,1,2,1,3,3,3,3,3,3,6,7,7,5,3,6,7,7,3,1,2,2,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,4,3,NA,2,1,4,3,3,3,3,3,3,1,1,2,3,3,2,4,1,3,2,1,1,2,1,1,1,1,2,2,1,1,1,4,5,2,3,4,3,3,1,1,1,3,1,1,3,1,1,1,2,1,4,NA,5,NA,5,NA,2,1,4,NA,2,1,4,NA,4,NA,4,NA,5,NA,3,3,2,2,4,3,4,3,1,2,8,2,2,2,2,5,1,3,59,3,1,2,4,3,3,93,18,1,3,1,2,2,2,1,2,3,2,2,11,5,4
"663",396,1,3,4,3,2,1,5,3,2,2,6,7,1,1,4,2,2,2,50,1,3,2,1,2,1,4,3,4,3,4,4,3,2,4,4,3,1,2,6,9,3,1,9,1,6,4,9,4,1,10,1,9,1,6,3,3,4,3,1,2,1,3,4,4,4,4,4,3,9,7,1,1,1,7,5,1,1,2,2,3,2,3,1,1,2,2,2,2,2,1,2,2,2,2,4,2,NA,3,1,3,4,4,4,4,4,4,3,1,4,4,5,5,5,2,3,2,1,1,2,1,1,3,3,2,2,1,1,2,3,5,1,2,4,3,2,1,1,1,1,1,3,3,3,1,1,4,NA,1,3,2,1,5,NA,2,1,4,NA,5,NA,4,NA,2,NA,1,3,2,1,3,4,3,3,4,3,4,6,1,2,1,2,2,NA,2,1,1,2,45,4,1,2,4,3,4,54,16,1,3,1,3,3,4,4,2,2,1,2,11,5,4
"664",397,1,5,4,9,2,1,5,3,1,1,7,7,5,1,1,1,1,2,99,1,3,1,1,3,1,2,3,1,3,4,4,4,2,3,4,3,1,2,5,10,1,1,5,5,5,5,10,1,1,10,1,10,1,5,3,3,4,2,1,2,1,4,4,1,4,4,4,1,10,10,1,1,1,10,8,1,1,2,2,3,2,3,1,2,2,2,2,2,2,1,1,2,1,2,5,NA,4,2,1,4,4,4,4,4,4,1,4,1,5,5,2,4,5,1,3,1,1,3,2,1,1,1,1,2,2,1,1,4,4,4,1,2,2,3,2,3,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,3,1,2,1,2,1,2,1,2,3,2,1,2,1,2,1,3,5,2,2,4,2,4,2,2,2,1,2,2,2,2,1,1,2,54,3,1,2,4,3,3,48,12,NA,1,1,2,1,3,2,3,3,2,1,11,5,4
"665",398,1,3,3,4,1,2,2,3,2,3,1,7,3,1,3,2,2,4,0,2,1,4,2,1,2,1,2,3,4,3,3,1,2,2,2,1,4,3,2,2,10,10,1,1,4,1,5,1,10,1,1,5,1,1,2,1,4,1,1,2,4,3,3,4,4,4,4,5,5,2,10,1,5,6,1,10,1,2,1,5,1,3,1,2,1,1,1,2,1,2,2,2,2,2,1,NA,4,2,4,3,4,3,4,4,4,4,2,2,5,5,5,3,2,1,2,2,1,1,2,1,3,3,1,1,2,1,1,2,1,2,2,1,4,4,2,2,3,2,2,4,4,3,3,3,4,1,3,1,3,5,NA,5,NA,5,NA,4,NA,5,NA,1,3,5,NA,4,NA,5,NA,3,5,4,4,4,4,4,5,1,4,9,1,1,1,1,5,1,5,76,4,1,2,1,4,3,92,12,NA,4,1,1,2,3,4,1,3,1,2,35,5,3
"666",399,1,4,3,16,4,3,4,5,2,3,1,7,3,1,2,3,2,4,50,1,1,3,2,1,1,1,2,3,4,3,3,2,4,3,3,2,4,1,5,3,10,8,2,3,4,1,3,1,8,6,1,7,1,1,1,1,3,1,1,2,4,4,4,4,4,4,4,8,3,5,9,1,8,8,5,9,1,2,4,NA,4,NA,1,1,2,1,1,1,2,2,2,2,2,2,1,NA,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,1,3,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,4,1,2,3,3,3,3,2,3,3,3,3,1,3,1,3,5,NA,4,NA,1,2,4,NA,1,3,5,NA,1,2,1,2,4,NA,3,4,2,3,1,2,2,3,1,4,3,4,1,1,1,6,1,5,64,3,3,4,1,2,3,90,13,2,3,2,NA,4,4,5,3,2,1,1,35,5,3
"667",400,1,4,3,16,2,1,5,3,3,3,4,1,3,2,2,2,2,3,40,1,3,1,1,2,2,2,2,3,3,NA,4,1,3,2,3,4,2,1,4,8,4,7,7,5,4,1,7,1,9,7,1,NA,5,5,2,3,3,2,2,NA,4,4,3,3,4,4,4,8,6,6,7,1,7,6,6,5,1,2,2,4,1,4,2,2,1,2,2,2,2,1,2,2,2,2,4,2,NA,2,2,4,4,3,4,4,3,4,4,3,3,3,4,3,4,3,4,2,1,1,2,1,1,2,1,2,3,1,1,2,2,3,2,2,2,4,3,1,1,1,2,1,1,3,3,1,1,2,NA,1,NA,2,NA,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA,2,NA,2,NA,3,3,2,3,3,2,3,3,1,2,8,2,2,2,2,5,1,3,45,3,1,2,3,4,3,91,12,2,3,1,2,2,3,3,2,3,1,1,35,5,3
"668",401,1,3,2,3,1,9,2,3,3,3,1,7,1,1,2,2,2,4,0,2,2,2,1,1,1,1,2,2,1,3,3,1,2,2,4,3,2,1,4,6,9,7,3,3,4,3,5,2,8,4,1,5,1,1,2,2,4,2,1,2,4,4,4,4,4,4,4,7,4,5,9,2,7,6,5,7,2,2,4,NA,1,3,1,1,2,2,1,1,2,2,2,2,2,2,3,NA,2,2,4,4,4,4,4,4,4,4,3,4,3,4,5,5,5,2,3,2,1,1,2,1,1,3,3,1,2,1,1,1,2,3,2,3,4,3,2,2,3,4,2,4,3,3,3,4,4,1,3,1,3,5,NA,5,NA,4,NA,4,NA,2,3,4,NA,4,NA,4,NA,5,NA,3,4,4,3,3,3,3,3,1,4,8,1,1,1,1,5,1,4,59,3,3,2,4,1,3,93,12,NA,5,2,NA,5,2,2,3,2,1,1,35,5,2
"669",403,1,3,3,8,3,1,4,3,3,2,5,5,1,1,2,2,3,2,60,1,3,2,1,3,1,2,2,3,4,4,4,4,2,2,3,4,2,1,9,10,2,5,4,3,10,4,8,6,6,9,3,7,2,4,3,2,1,3,1,3,4,4,3,3,4,4,4,6,9,10,1,1,7,9,10,3,1,2,3,2,3,2,1,1,2,2,1,2,1,1,2,2,1,1,4,2,NA,2,3,4,3,3,4,4,3,3,2,4,3,4,4,3,4,1,1,2,1,3,2,1,1,1,1,1,1,1,1,2,4,4,2,3,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,4,4,3,3,4,3,1,2,NA,1,3,2,2,2,1,1,2,48,3,1,2,4,3,2,57,8,NA,3,1,1,1,4,4,2,3,1,1,10,5,1
"670",404,1,3,2,8,3,7,2,2,2,3,3,6,3,2,2,2,2,3,40,1,2,3,1,2,1,1,2,2,1,3,4,3,3,2,1,4,3,2,10,5,5,7,1,1,10,1,3,1,4,5,1,4,1,1,2,1,1,1,1,3,4,3,3,3,4,4,4,7,6,10,3,1,6,3,10,1,1,2,3,1,3,1,1,2,1,1,1,2,2,2,2,2,1,1,3,NA,4,2,3,3,3,3,4,4,3,4,1,4,3,2,4,3,3,3,1,2,1,2,2,3,3,2,1,2,2,1,1,1,4,5,3,3,3,4,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,4,4,1,1,4,14,3,1,1,1,2,1,5,36,4,1,2,4,3,7,NA,12,2,1,1,5,3,5,4,1,3,1,2,10,5,2
"671",405,1,4,3,3,2,1,4,4,3,2,7,7,1,1,2,2,3,1,50,1,3,1,1,3,1,4,3,3,3,4,4,4,3,2,3,4,1,2,7,9,3,4,5,2,6,5,9,2,4,9,4,9,2,2,3,3,1,2,1,2,3,3,4,4,4,4,4,6,9,9,2,2,6,8,7,4,4,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,4,4,4,4,4,4,4,4,4,4,3,2,3,5,5,2,2,3,1,2,1,3,2,1,1,1,1,3,3,1,1,2,3,4,2,2,2,3,1,1,1,1,3,1,1,3,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,5,2,2,3,3,2,3,2,2,1,2,2,2,2,1,1,1,66,4,1,2,4,3,5,61,12,2,3,1,1,1,4,4,1,2,1,2,10,4,22
