"","ID","date","midgam","version","age","agegroup","sex","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51A","v51B","v51C","v51D","v51E","v51F","v51G","v51H","v51I","v51J","v51K","v51L","v51M","v51N","v56A","v56B","v56Z","v56C","v56D","v56E","v56F","v56G","v56H","v56I","v56J","v56L","v56M","v56N","v56O","v56P","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v112_a","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","after_date","after_version","after_v1","after_v2","after_v3","after_v4a_1","after_v4a_2","after_v4a_3","after_v4b","after_v5","after_v6","after_v7a","after_v7b","after_v7c","after_v7d","after_v7e","after_v7f","after_v7g","after_v7h","after_v7i","after_v7j","after_v7k","after_v8","after_v9","after_v10","after_v11","after_v12","after_v13a_1","after_v13a_2","after_v13a_3","after_v13b_1_1","after_v13b_1_2","after_v13b_1_3","after_v13b_2_1","after_v13b_2_2","after_v13b_2_3","after_v14a","after_v14b","after_v15"
"337",5853,"01/03/2015",2,1,29,2,1,1,4,4,21,4,5,3,2,1,1,2,3,3,4,1,2,1,1,3,1,1,3,3,4,7,4,4,4,NA,NA,NA,4,2,4,4,1,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,3,1,3,2,3,1,NA,NA,NA,6,1,NA,NA,2,1,2,0,0,0,0,0,NA,3,2,2,0,5,2,NA,4,3,2,3,1,6,1,NA,0,1,16,16,3,1991,1,1,NA,NA,NA,NA,NA,NA,17,8,1,1,2,"      16",2,2,3,2,4,1,5,2,1,2,4,2,2,5000,1,1,"29/03/2015",1,1,2,6,NA,NA,NA,NA,5,1,5,2,4,5,1,2,2,5,1,2,5,5,1,1,2,1,70,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2
"338",7872,"01/03/2015",2,1,52,5,1,1,3,4,27,5,3,4,4,1,2,3,1,1,2,4,3,3,1,3,4,4,3,7,7,7,4,1,9,NA,NA,NA,1,4,9,4,9,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,3,3,3,3,3,3,1,3,NA,NA,NA,6,1,NA,NA,1,1,8,2,0,1,2,0,NA,9,3,7,0,4,3,NA,2,2,1,3,1,6,1,NA,0,4,82,82,1,9999,0,2,NA,NA,NA,NA,NA,NA,36,5,2,1,2,"      16",1,1,6,16,9,1,1,2,9,2,4,1,3,70,1,1,"23/03/2015",2,1,8,6,NA,NA,NA,NA,4,1,5,5,5,5,5,5,5,5,3,1,5,9,1,1,8,1,NA,NA,NA,33,47,66,1,3,NA,NA,1,1
"339",6172,"01/03/2015",2,1,33,3,1,1,3,4,19,5,3,3,4,2,3,4,4,3,1,2,4,3,1,3,1,4,2,5,5,4,2,4,1,NA,NA,NA,2,3,2,3,3,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,3,3,2,2,3,2,1,2,NA,NA,NA,5,8,NA,NA,1,2,99,2,0,3,0,0,NA,1,3,6,0,3,3,NA,1,4,2,3,1,1,2,4,2,4,1,1,4,NA,0,1,NA,NA,NA,NA,NA,NA,10,2,2,1,1,"      16",2,2,4,6,3,1,2,3,3,3,3,2,2,3780,1,1,"29/03/2015",1,1,7,4,NA,NA,NA,NA,1,1,4,4,4,4,2,2,2,4,2,2,4,4,3,1,7,1,93,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3
"340",5174,"01/03/2015",2,1,22,1,2,1,4,3,34,5,3,4,4,2,2,3,3,1,2,4,3,3,3,3,4,4,2,7,7,7,5,1,4,NA,NA,NA,1,2,3,2,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,3,2,2,3,2,1,2,NA,NA,NA,2,1,NA,NA,1,1,10,2,0,1,2,0,NA,9,1,94,0,2,3,NA,9,1,4,8,8,6,1,NA,0,4,1,1,4,NA,0,2,NA,NA,NA,NA,NA,NA,15,5,2,1,2,"      16",2,9,4,7,4,1,1,2,2,4,4,2,3,6100,1,1,"25/03/2015",2,1,10,6,NA,NA,NA,NA,4,1,4,4,4,3,4,4,4,4,4,3,4,1,1,1,7,1,NA,NA,NA,33,NA,NA,1,NA,NA,NA,4,2
"341",7860,"01/03/2015",2,1,53,5,2,1,4,3,11,9,3,2,9,1,1,3,2,3,1,4,9,1,1,1,1,2,2,2,3,6,5,4,3,NA,NA,NA,4,1,3,2,2,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,3,2,3,1,9,3,NA,NA,NA,6,8,NA,NA,2,1,2,0,0,0,0,0,NA,2,2,2,0,5,3,NA,3,9,9,2,1,1,2,2,2,1,38,38,3,1964,0,1,NA,NA,NA,NA,NA,NA,16,7,1,1,1,"      16",1,4,5,4,3,1,5,2,2,3,2,4,3,70,1,1,"25/03/2015",2,1,2,4,NA,NA,NA,NA,5,1,1,5,3,2,2,3,2,3,4,3,3,9,3,2,0,0,NA,NA,NA,43,44,NA,1,13,NA,NA,9,3
"342",9020,"02/03/2015",2,1,73,7,2,1,3,4,27,3,3,2,1,9,2,1,2,1,3,4,2,2,1,2,2,3,3,3,5,7,5,4,3,NA,NA,NA,3,3,3,9,2,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,1,3,2,2,2,2,3,3,NA,NA,NA,5,2,NA,NA,2,1,2,0,0,0,0,0,NA,2,2,4,0,3,2,NA,3,2,1,3,8,3,2,2,1,2,1,25,6,NA,0,1,NA,NA,NA,NA,NA,NA,15,7,1,3,0,"      16",1,4,3.5,1,3,1,5,2,1,3,3,2,3,9000,1,1,"24/03/2015",1,1,2,4,NA,NA,NA,NA,1,1,5,2,3,4,1,4,4,3,3,4,4,5,3,2,0,0,65,24,31,NA,NA,NA,NA,NA,NA,4,NA,3
"343",8777,"02/03/2015",2,1,67,6,2,1,3,9,21,5,5,4,4,2,2,1,1,4,3,2,1,2,1,3,4,4,9,7,4,7,7,1,1,NA,NA,NA,4,4,2,3,2,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,2,3,3,2,1,3,NA,NA,NA,2,8,NA,NA,2,4,98,2,0,1,2,0,NA,9,1,98,0,6,1,NA,2,1,4,8,8,2,2,2,2,2,17,17,3,2000,1,1,NA,NA,NA,NA,NA,NA,16,7,1,3,0,"      16",1,1,3,5,4,1,5,2,2,3,3,3,4,6200,3,1,"30/03/2015",1,1,1,6,NA,NA,NA,NA,9,1,4,4,4,4,3,2,2,3,3,4,3,9,2,8,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,4
"344",8602,"02/03/2015",2,1,50,5,2,1,5,4,30,3,9,2,2,1,1,1,1,4,1,3,2,2,1,1,1,1,9,2,2,6,4,1,3,NA,NA,NA,2,2,3,2,1,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,3,2,3,3,2,3,1,3,2,NA,NA,NA,6,2,NA,NA,2,1,98,2,0,2,0,98,NA,9,9,98,0,9,3,NA,3,4,2,2,1,1,2,3,1,4,1,25,6,NA,0,1,NA,NA,NA,NA,NA,NA,17,7,2,1,1,"      16",1,3,3,2,2,1,3,1,2,3,3,2,2,5000,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",8194,"02/03/2015",2,1,58,5,2,1,1,2,18,2,2,4,4,1,2,1,2,2,1,4,3,1,1,3,2,2,2,7,6,7,7,3,3,NA,NA,NA,2,4,4,3,3,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,3,3,3,3,3,1,5,NA,NA,NA,5,8,NA,NA,2,1,1,0,0,0,0,0,NA,1,1,5,0,1,1,NA,1,1,4,8,1,1,2,6,1,3,1,61,5,NA,0,2,NA,NA,NA,NA,NA,NA,16,7,2,1,1,"      16",1,5,3.5,4,3,1,2,1,9,3,4,4,4,8400,1,1,"23/03/2015",2,1,1,6,NA,NA,NA,NA,4,1,4,5,5,5,4,5,2,5,5,5,5,3,1,1,1,1,NA,NA,NA,33,54,NA,2,3,66,NA,4,2
"346",8614,"02/03/2015",2,1,65,6,2,1,2,2,18,3,3,4,4,2,3,3,2,1,3,4,2,2,1,3,1,2,2,6,1,7,7,4,9,NA,NA,NA,4,4,3,9,1,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,3,3,2,3,2,2,3,NA,NA,NA,6,3,NA,NA,2,4,5,2,0,9,0,0,NA,9,1,1,9,2,3,NA,3,2,1,8,1,1,2,3,1,1,1,26,6,NA,0,1,NA,NA,NA,NA,NA,NA,20,8,2,3,0,"      16",1,3,3,2,3,1,5,4,2,2,3,2,2,7900,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",6900,"02/03/2015",2,2,40,4,2,1,2,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,9,9,8,99,8,99,0,3,99,99,NA,NA,NA,NA,9,99,5,7,8,6,7,99,5,6,99,NA,NA,NA,NA,NA,4,5,3,4,5,3,3,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,9,2,8,4,1,1,1,97,2,0,2,0,97,2,9,9,94,0,2,3,3,9,3,3,3,8,1,2,3,2,3,1,1,4,NA,0,2,3,3,1,1,1,1,20,8,1,13,0,"      16",1,9,3,5,9,1,3,NA,NA,NA,NA,NA,NA,8500,1,1,"25/03/2015",2,1,1,1,51,NA,NA,NA,5,1,4,3,4,4,4,5,4,4,4,5,4,3,1,2,0,0,NA,NA,NA,88,NA,NA,88,NA,NA,NA,3,3
"348",7276,"02/03/2015",2,1,44,4,2,1,3,3,18,3,4,2,3,1,3,2,3,3,4,1,2,1,1,2,2,9,3,4,3,7,7,2,3,NA,NA,NA,3,3,3,2,2,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2,2,3,1,3,2,NA,NA,NA,3,8,NA,NA,2,1,97,2,0,1,2,0,NA,1,2,2,0,4,2,NA,2,3,1,8,8,1,2,4,2,2,1,51,6,NA,0,2,NA,NA,NA,NA,NA,NA,18,7,1,1,1,"      16",1,5,4,6,3,1,4,2,3,3,3,2,3,2610,1,1,"30/03/2015",2,1,2,1,92,NA,NA,NA,3,1,3,4,2,2,2,2,3,4,5,4,4,4,3,2,0,0,NA,NA,NA,33,31,NA,6,22,NA,NA,1,2
"349",176081,"02/03/2015",2,2,40,4,1,1,4,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,4,4,2,2,2,NA,1,NA,1,4,1,4,NA,NA,NA,NA,4,NA,NA,10,7,7,7,7,3,5,7,NA,NA,NA,NA,NA,NA,NA,10,10,7,5,1,5,4,4,2,2,2,2,2,9,4,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,5,1,5,1,2,1,11,2,0,9,0,0,1,1,2,94,0,7,3,3,3,2,1,3,8,1,2,2,2,3,99,99,NA,NA,NA,NA,NA,3,1,NA,1,NA,18,8,1,1,1,"      16",1,9,6,4,3,2,3,NA,NA,NA,NA,NA,NA,638,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",176093,"02/03/2015",2,1,63,6,1,1,2,3,46,3,4,2,1,1,NA,2,1,NA,NA,NA,NA,1,1,1,1,9,3,1,1,7,7,4,3,NA,NA,NA,3,2,4,1,1,4,4,3,4,1,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,3,3,1,3,1,3,1,NA,NA,NA,6,2,NA,NA,2,1,11,2,0,1,3,0,NA,3,2,19,0,7,3,NA,4,4,4,3,1,1,2,3,1,3,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8,1,3,0,"      16",1,3,3,2,3,2,3,1,1,4,4,3,4,2720,2,2,"30/03/2015",2,1,11,6,NA,NA,NA,NA,5,1,4,5,1,2,2,2,2,4,5,5,5,5,3,2,0,0,NA,NA,NA,84,NA,NA,84,NA,NA,NA,1,3
"351",7272,"02/03/2015",2,1,44,4,2,1,2,2,30,4,3,3,3,1,3,2,2,4,1,2,3,1,1,2,4,3,2,7,7,5,4,2,4,NA,NA,NA,9,3,3,3,3,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,3,2,3,3,3,3,3,NA,NA,NA,6,8,NA,NA,3,2,97,2,0,2,0,97,NA,1,1,1,1,3,9,NA,2,1,2,4,8,6,1,NA,0,3,1,1,4,NA,0,1,NA,NA,NA,NA,NA,NA,18,7,2,1,2,"      16",1,4,2,1,3,1,2,2,2,3,3,3,3,3000,1,1,"25/03/2015",2,1,1,1,99,NA,NA,NA,5,5,4,4,3,4,3,3,2,4,4,4,4,9,2,1,1,2,NA,NA,NA,53,35,48,1,NA,NA,NA,2,3
"352",176108,"02/03/2015",2,2,38,3,2,1,4,3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,4,2,2,3,NA,NA,NA,NA,NA,3,4,3,3,2,NA,2,NA,3,4,0,2,NA,NA,NA,NA,2,NA,NA,9,7,9,7,7,0,4,3,NA,NA,NA,NA,NA,NA,NA,6,9,7,7,8,8,4,4,4,4,5,1,3,4,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,6,8,1,1,1,2,11,2,0,1,2,0,1,9,3,3,0,5,3,3,3,1,4,3,8,6,1,NA,0,3,99,99,NA,NA,NA,NA,NA,4,3,NA,3,NA,18,8,2,1,1,"      16",1,4,4,3,3,2,2,NA,NA,NA,NA,NA,NA,537,2,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",6251,"03/03/2015",2,1,NA,3,2,1,2,2,1,2,1,4,4,2,2,2,3,2,1,3,9,3,2,3,4,4,2,7,7,4,4,1,2,NA,NA,NA,1,4,2,4,2,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,3,2,2,2,2,9,5,NA,NA,NA,6,1,NA,NA,1,1,5,2,0,1,3,0,NA,3,1,5,0,1,3,NA,1,2,1,8,1,1,2,4,2,4,1,1,4,NA,0,1,NA,NA,NA,NA,NA,NA,16,7,2,1,2,"      16",2,3,4,6,3,1,2,2,2,9,3,2,2,831,1,1,"25/03/2015",1,1,5,6,NA,NA,NA,NA,5,1,4,4,5,5,4,4,3,3,3,2,4,1,1,1,5,1,3,1,33,NA,NA,NA,NA,NA,NA,3,NA,2
"354",17394,"03/03/2015",2,2,54,5,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,9,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,8,6,6,0,0,8,0,0,6,0,NA,NA,NA,NA,6,8,8,6,0,0,8,0,2,0,0,NA,NA,NA,NA,NA,1,2,5,5,5,1,1,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,5,8,2,1,2,1,2,0,0,0,0,0,9,9,9,5,0,7,1,3,2,4,1,1,8,1,2,4,2,3,1,69,5,NA,0,6,1,1,3,3,2,9,15,7,2,1,1,"      16",1,4,6,6,1,1,2,NA,NA,NA,NA,NA,NA,2014,1,1,"02/04/2015",2,1,2,4,NA,NA,NA,NA,3,1,5,5,5,3,5,5,3,3,5,5,5,3,3,2,0,0,NA,NA,NA,98,NA,NA,98,NA,NA,NA,1,4
"355",8824,"03/03/2015",2,1,68,6,2,1,5,4,54,5,3,1,1,1,1,3,1,4,3,9,9,1,1,1,1,1,4,1,1,7,7,4,4,NA,NA,NA,4,1,4,1,1,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,3,3,1,3,1,3,1,NA,NA,NA,5,8,NA,NA,3,1,11,2,0,1,1,0,NA,9,2,19,0,7,2,NA,3,2,1,2,8,3,2,3,1,1,16,16,2,9999,0,10,NA,NA,NA,NA,NA,NA,16,7,1,1,2,"      16",2,1,5,1,3,1,5,2,1,2,4,1,4,8600,1,1,"25/03/2015",2,1,9,3,32,NA,NA,NA,5,1,2,1,1,1,1,1,1,1,5,1,5,5,5,1,9,1,NA,NA,NA,52,31,NA,22,13,6,NA,1,1
"356",5844,"03/03/2015",2,2,29,2,1,1,2,3,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,7,5,6,4,3,8,4,5,2,0,NA,NA,NA,NA,8,7,5,7,6,3,9,3,6,3,0,NA,NA,NA,NA,NA,2,2,3,3,4,1,1,4,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,3,4,1,2,1,97,2,0,9,0,0,1,1,1,1,1,6,3,3,1,4,1,3,8,6,1,NA,0,2,1,1,4,NA,0,2,1,4,1,1,1,1,15,7,1,1,1,"      16",1,9,1,1,3,1,3,NA,NA,NA,NA,NA,NA,8600,1,1,"23/03/2015",1,1,1,1,51,NA,NA,NA,3,3,3,5,1,2,5,4,3,3,5,5,3,1,2,1,4,1,60,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3
"357",16671,"03/03/2015",2,2,46,4,1,1,4,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,0,10,0,0,0,3,3,0,99,0,NA,NA,NA,NA,0,10,10,0,5,0,4,4,0,0,0,NA,NA,NA,NA,NA,1,1,1,4,4,1,1,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,6,8,4,1,3,1,2,0,0,0,0,0,1,1,2,99,0,7,2,3,3,2,1,3,8,1,2,3,2,2,1,65,5,NA,0,6,1,4,4,1,4,1,15,7,1,1,1,"      16",1,4,8,5,3,1,5,NA,NA,NA,NA,NA,NA,182,1,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",176239,"04/03/2015",2,1,50,5,2,1,3,2,42,5,4,1,2,1,NA,1,2,NA,NA,NA,NA,3,1,1,1,1,3,4,3,7,7,4,4,NA,NA,NA,9,1,4,9,2,4,4,3,4,9,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,3,3,2,3,3,3,3,1,NA,NA,NA,3,8,NA,NA,9,1,11,2,0,1,3,0,NA,3,3,99,0,5,1,NA,2,2,1,3,8,1,2,4,2,4,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,9,"      16",9,1,7,6,3,9,1,1,4,4,4,4,4,502,2,2,"30/03/2015",1,1,98,1,NA,NA,NA,NA,2,1,2,4,3,3,1,9,5,4,9,9,4,1,1,2,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3
"359",176248,"04/03/2015",2,1,65,6,2,1,2,3,37,2,2,2,2,1,NA,2,2,NA,NA,NA,NA,2,1,2,1,1,9,4,1,7,7,4,4,NA,NA,NA,2,4,4,9,3,4,2,3,4,9,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,9,3,1,3,9,NA,NA,NA,6,8,NA,NA,1,1,11,2,0,1,3,0,NA,9,9,18,0,6,2,NA,4,3,2,8,2,1,2,6,1,4,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,2,3,0,"      16",1,1,4,2,1,2,2,4,1,4,4,2,4,8900,2,2,"30/03/2015",2,1,11,6,NA,NA,NA,NA,3,3,5,4,4,2,9,4,5,4,5,5,5,3,1,2,0,0,NA,NA,NA,82,NA,NA,3,NA,NA,NA,1,3
"360",176262,"04/03/2015",2,2,27,2,2,1,1,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,4,3,3,2,NA,NA,NA,NA,NA,3,3,3,3,3,NA,2,NA,2,2,5,5,NA,NA,NA,NA,4,NA,NA,10,4,4,4,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,10,10,8,8,10,6,4,4,3,3,3,3,3,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,8,1,1,2,1,11,1,94,3,0,0,1,1,9,18,0,4,3,3,4,2,3,8,8,1,2,2,2,3,99,99,NA,NA,NA,NA,NA,3,4,NA,4,NA,15,7,1,1,1,"      16",1,4,8,4,1,2,2,NA,NA,NA,NA,NA,NA,532,2,2,"01/04/2015",1,1,11,5,NA,NA,NA,NA,5,1,4,4,3,2,4,4,2,4,4,2,4,1,5,1,11,2,82,22,NA,NA,NA,NA,NA,NA,NA,3,NA,2
