"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"1199",20611,1,1,6,3,1,2,1,1,3,1,1,50,2,NA,4,2,4,3,4,1,4,4,25,1,1,1,4,1,35,1,NA,NA,NA,NA,3,1,1,1,1,9,1,1,3,1,2,2,NA,1,4,4,4,4,4,1,4,4,NA,1,1,2,1,1,1,1,2,1,NA,4,1,4,1,2,4,4,4,5,4,6,2,2,1,3,NA,17,4,NA,1,3,17,1,39,3,NA,5,1,NA,NA,NA,NA,NA,NA,9,2,4,3,8,NA,1,72,1,19,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,2
"1200",20621,2,1,6,1,3,3,3,3,3,3,2,90,1,NA,4,2,4,4,4,4,2,3,25,2,3,3,3,1,35,1,NA,NA,NA,NA,1,9,1,2,1,8,5,3,8,1,3,4,NA,4,4,3,3,4,4,1,2,1,7,5,3,3,5,5,3,4,3,5,NA,4,4,4,4,1,4,4,4,5,3,4,2,2,2,1,NA,1,2,NA,1,2,4,2,21,3,NA,5,3,2,4,1,NA,NA,NA,12,1,1,5,10,NA,2,72,1,19,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3
"1201",20631,1,2,6,3,2,3,3,2,3,3,3,50,1,NA,4,2,2,2,3,3,3,3,29,1,1,1,3,1,35,1,NA,NA,NA,NA,1,1,1,1,1,4,2,1,5,1,1,2,NA,4,4,3,3,3,3,3,3,2,6,2,2,2,3,2,3,3,3,5,NA,4,2,1,4,1,2,4,1,3,NA,6,1,2,3,2,NA,22,4,NA,1,3,22,3,35,1,NA,6,2,3,1,4,NA,NA,NA,12,1,3,6,4,NA,1,115,1,19,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2
"1202",20641,1,1,2,2,2,3,3,3,3,3,3,99,1,NA,4,2,3,3,3,3,3,4,29,1,1,1,3,1,35,2,NA,NA,NA,NA,1,1,1,1,1,4,2,2,2,1,1,2,NA,4,4,4,4,4,4,2,2,2,6,2,2,2,2,2,2,2,2,NA,NA,4,4,1,1,1,1,4,4,3,2,6,3,2,3,2,NA,22,4,NA,1,2,15,1,40,2,NA,5,2,3,1,4,NA,NA,NA,12,2,5,3,4,NA,2,115,1,19,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203",20651,1,1,2,3,2,2,3,2,3,2,2,0,1,NA,4,2,2,2,3,3,4,3,29,1,1,1,3,1,35,2,NA,NA,NA,NA,1,3,1,1,1,3,2,2,4,1,1,2,NA,4,3,3,3,3,4,3,3,3,6,1,1,1,1,1,1,3,3,2,NA,4,4,1,1,1,4,4,4,NA,2,2,2,2,1,2,NA,22,4,NA,1,2,14,1,38,1,NA,5,3,1,2,4,NA,NA,NA,10,2,5,4,5,NA,1,55,1,19,3,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"1204",20661,1,1,2,3,3,4,4,4,4,3,2,99,1,NA,4,2,4,4,1,4,4,3,26,4,1,1,3,1,33,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,4,NA,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,2,5,NA,4,4,1,4,4,4,4,4,1,2,5,2,4,2,2,NA,22,4,NA,1,4,22,1,23,3,NA,5,3,2,1,4,NA,NA,NA,12,1,5,2,6,NA,2,79,1,19,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA
"1205",20671,4,3,11,3,3,3,3,3,3,4,3,99,1,NA,2,1,4,1,4,4,4,4,26,4,1,4,4,1,32,4,NA,NA,NA,NA,1,10,1,1,1,6,1,1,10,1,1,2,NA,5,4,4,4,4,4,4,4,3,7,5,5,5,5,5,5,2,2,5,NA,4,4,4,4,4,4,4,4,1,1,5,1,4,4,3,NA,15,2,NA,1,2,15,1,45,3,NA,6,1,3,NA,NA,NA,NA,NA,6,2,5,3,5,NA,2,51,1,19,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1206",20681,1,1,11,1,1,4,3,3,2,3,3,0,2,NA,1,1,4,1,3,2,4,4,28,4,1,4,4,4,32,1,NA,NA,NA,NA,1,1,1,10,1,10,1,9,8,1,1,2,NA,2,4,4,4,4,4,4,1,1,2,5,5,4,4,4,4,1,2,5,NA,4,3,3,3,3,3,3,3,1,4,6,3,3,3,2,NA,14,2,NA,1,2,1,1,47,1,NA,5,3,1,2,4,NA,NA,NA,8,2,5,3,6,NA,1,79,1,19,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2
"1207",20691,1,1,10,2,2,3,2,3,4,3,3,50,1,NA,3,2,4,4,1,4,2,3,25,1,1,2,4,3,35,2,NA,NA,NA,NA,1,1,1,1,1,10,1,1,1,1,1,1,NA,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,4,4,4,4,4,4,4,4,5,5,5,4,4,2,2,NA,14,4,NA,NA,2,14,2,29,3,NA,5,2,3,NA,NA,NA,NA,NA,11,2,5,4,2,NA,2,78,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA
"1208",20701,3,1,6,2,3,3,3,3,3,3,4,70,1,NA,3,2,3,2,3,3,1,3,28,1,2,1,3,1,35,3,NA,NA,NA,NA,1,5,1,1,3,9,7,2,9,1,5,4,NA,3,3,3,3,4,4,1,2,2,6,5,4,1,4,4,2,2,2,5,NA,2,2,2,2,2,2,2,2,5,6,5,2,2,2,3,NA,15,2,NA,2,2,15,1,39,2,NA,5,1,3,NA,NA,NA,NA,NA,9,NA,5,3,6,NA,1,78,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,2
"1209",20711,1,1,6,2,3,3,2,3,3,3,3,40,2,NA,2,1,3,3,3,3,3,3,28,3,1,1,3,1,34,2,NA,NA,NA,NA,1,7,1,1,1,6,5,3,8,4,5,1,NA,4,4,3,3,3,4,4,2,2,6,5,5,4,5,5,5,4,4,4,NA,2,1,1,2,1,1,2,2,4,6,6,3,2,1,2,NA,14,3,NA,2,2,14,1,34,1,NA,5,1,2,NA,NA,NA,NA,NA,12,1,2,5,5,NA,2,78,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA
"1210",20721,1,1,12,1,1,4,4,1,4,2,1,70,2,NA,4,2,4,3,4,4,4,1,25,1,1,1,3,1,35,2,NA,NA,NA,NA,1,5,1,1,1,5,1,1,5,1,1,4,NA,4,1,1,1,1,1,1,4,4,6,1,1,1,1,1,1,4,1,1,NA,4,3,3,3,3,3,4,3,5,5,5,4,4,1,1,NA,22,4,NA,1,4,22,1,50,2,NA,5,3,2,1,4,NA,NA,NA,18,1,1,6,4,NA,1,119,1,19,3,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2
"1211",20731,3,2,2,1,3,3,3,3,3,2,3,99,2,NA,1,1,4,3,1,1,1,1,25,3,3,3,2,2,32,2,NA,NA,NA,NA,3,10,1,1,1,5,5,2,9,2,1,4,NA,1,2,2,2,2,2,1,3,3,7,2,3,3,3,2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,2,2,NA,2,5,NA,1,2,2,1,36,3,NA,5,1,4,3,2,NA,NA,NA,8,NA,1,3,8,NA,2,NA,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,3
"1212",20741,1,1,2,2,2,2,2,3,3,2,2,80,1,NA,4,2,3,2,3,3,3,4,29,1,1,1,4,2,35,2,NA,NA,NA,NA,1,1,1,1,1,10,6,8,10,7,5,3,NA,2,4,3,4,4,4,3,3,3,6,4,3,4,4,3,2,1,1,5,NA,2,2,2,4,3,2,2,2,4,1,5,2,2,1,1,NA,14,2,NA,1,2,14,2,51,2,NA,6,3,2,4,1,NA,NA,NA,8,NA,5,3,5,NA,1,116,1,19,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"1213",20751,1,1,2,2,2,3,4,4,3,3,3,80,2,NA,4,1,3,2,3,4,4,4,28,4,1,1,2,1,34,4,NA,NA,NA,NA,1,5,1,1,5,8,9,1,10,1,2,1,NA,4,4,3,3,4,4,2,2,2,6,1,1,1,1,1,1,3,2,3,NA,4,4,4,4,4,4,4,4,4,2,2,2,3,2,1,NA,NA,2,NA,1,4,21,2,19,2,NA,6,3,2,4,2,NA,NA,NA,12,NA,1,4,5,NA,2,116,1,19,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2
"1214",20761,2,1,2,3,1,3,4,2,4,1,4,51,1,NA,4,2,1,3,4,3,4,4,25,1,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,7,1,1,3,2,5,4,NA,2,3,4,4,4,4,1,2,4,7,2,3,3,2,3,3,4,3,1,NA,4,4,2,4,3,4,4,4,5,5,6,3,2,1,2,NA,14,3,NA,1,2,14,3,29,1,NA,5,2,1,3,4,NA,NA,NA,12,NA,4,4,2,NA,1,80,1,19,3,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,2
"1215",20771,1,3,2,3,2,3,3,3,3,3,3,60,1,NA,4,2,3,1,4,4,4,4,29,2,1,1,4,2,35,3,NA,NA,NA,NA,1,5,3,7,2,8,4,6,8,1,8,1,NA,1,2,3,3,3,3,1,4,4,7,4,2,3,3,4,3,2,1,4,NA,2,2,1,2,4,3,3,2,2,1,5,2,3,2,2,NA,1,1,NA,1,2,1,1,33,3,NA,6,1,3,NA,NA,NA,NA,NA,12,NA,3,4,5,NA,2,80,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"1216",20781,1,1,2,1,1,4,1,1,4,1,1,40,2,NA,4,4,1,4,1,4,4,4,28,1,1,1,1,1,35,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,10,1,1,3,NA,4,4,3,3,4,4,1,4,4,4,2,1,4,1,1,1,4,1,1,NA,4,3,1,4,4,4,4,1,5,4,6,1,4,1,2,NA,15,3,NA,1,2,14,2,22,3,NA,NA,4,2,NA,NA,NA,NA,NA,12,2,4,6,6,NA,2,69,1,19,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA
