"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"350",13381,1,1,1,2,2,3,4,3,3,NA,1,99,2,NA,NA,3,4,4,3,3,4,4,28,3,4,4,4,4,36,2,NA,NA,NA,NA,NA,4,9,9,6,1,2,9,5,7,1,1,3,3,4,4,4,4,3,3,1,1,NA,4,3,2,4,4,3,3,2,3,2,1,1,1,1,1,1,1,1,4,1,5,2,2,1,2,2,2,1,NA,1,1,2,1,70,3,3,NA,1,2,4,3,1,28,NA,10,2,NA,3,2,2,1,NA,1,31,1,7,2,2,2,2,1,2,1,1,2,2,1,2,2,2,NA,NA,NA,NA
"351",13391,1,1,12,1,2,2,2,2,2,2,1,0,2,NA,NA,3,2,1,1,1,1,1,NA,4,4,4,2,4,34,2,NA,NA,NA,NA,NA,3,8,6,3,2,2,8,3,2,1,3,1,1,4,3,3,3,4,3,1,1,1,4,4,4,4,4,4,4,3,4,3,1,1,1,1,1,1,1,1,2,2,2,3,3,1,2,1,23,1,NA,1,1,5,1,55,2,2,NA,2,1,3,4,10,NA,NA,14,2,5,3,3,2,2,171,1,31,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,NA,NA,NA,NA
"352",13401,1,2,12,2,3,3,3,1,2,3,2,40,2,NA,NA,3,3,3,3,3,3,3,26,3,2,2,2,3,36,2,NA,NA,NA,NA,NA,5,5,5,1,5,5,9,1,1,1,3,2,2,3,4,4,2,3,4,4,1,4,2,1,1,1,4,4,4,3,5,3,2,3,3,3,4,1,4,4,2,4,5,2,4,1,2,3,23,5,NA,1,2,1,1,44,2,1,NA,1,2,4,3,7,NA,NA,12,NA,4,4,5,2,2,322,1,31,1,4,2,2,1,2,2,2,2,1,2,1,1,1,2,2,NA,NA,NA,NA
"353",13411,1,2,2,2,4,3,1,3,1,3,1,0,2,NA,NA,3,2,1,3,4,4,1,28,3,4,3,3,3,33,NA,NA,NA,NA,NA,NA,6,4,2,NA,1,1,1,5,1,1,1,3,4,4,4,4,4,4,4,3,4,4,3,3,1,1,3,3,4,1,NA,4,4,4,4,4,4,1,4,4,4,4,6,2,4,1,1,2,1,3,NA,1,2,1,1,43,1,1,NA,4,1,3,NA,4,91,1,15,1,4,5,5,3,2,139,1,31,2,4,2,1,2,2,2,2,1,1,2,1,2,2,1,1,NA,NA,NA,NA
"354",13421,3,2,1,1,2,3,2,3,3,2,2,99,2,NA,NA,3,4,2,3,2,1,2,26,3,4,3,3,3,33,2,NA,NA,NA,NA,NA,5,7,7,1,1,5,1,1,1,1,1,2,2,3,3,2,1,1,4,1,1,4,4,1,2,NA,NA,4,3,2,3,2,4,2,2,1,1,1,3,3,5,4,4,3,4,0,1,1,22,4,NA,1,4,22,1,34,1,1,NA,2,1,4,3,9,NA,NA,12,NA,2,3,3,2,2,373,1,31,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"355",13431,2,2,1,2,2,3,3,2,2,2,2,0,2,NA,NA,2,3,3,3,3,3,3,26,2,3,2,3,2,35,3,NA,NA,NA,NA,NA,7,5,5,4,2,5,5,8,2,3,3,3,4,3,4,3,2,3,3,4,4,5,2,3,3,3,5,5,3,2,2,3,4,3,3,3,2,1,4,4,3,3,4,2,3,1,2,3,23,5,NA,1,2,1,1,61,2,1,NA,1,2,4,3,2,51,2,12,2,5,3,2,3,2,95,1,31,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA
"356",13441,1,1,1,1,2,4,1,1,2,2,1,60,NA,NA,NA,1,4,2,2,1,2,1,26,1,4,2,3,4,36,2,NA,NA,NA,NA,NA,6,6,7,4,1,3,7,7,4,1,4,3,4,4,3,1,2,4,4,4,1,4,4,3,1,1,5,5,2,2,3,4,4,1,1,3,1,1,3,4,5,5,5,4,1,1,2,3,2,1,NA,1,1,2,1,33,1,1,NA,1,4,2,3,9,NA,NA,15,1,2,NA,4,2,2,348,1,31,1,8,2,3,2,1,2,1,1,1,2,2,2,2,2,1,NA,NA,NA,NA
"357",13451,3,1,2,1,1,2,2,1,2,2,1,0,2,NA,NA,2,4,2,2,3,3,1,28,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,1,1,6,1,3,1,1,2,3,4,4,3,3,1,4,4,1,1,4,5,2,2,3,5,5,3,3,4,3,1,3,1,3,1,1,1,4,2,4,5,3,4,1,1,3,99,1,NA,1,2,12,1,53,1,1,NA,2,1,4,3,3,97,1,15,1,3,3,2,3,2,79,1,31,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"358",13461,1,1,9,1,3,2,1,3,2,2,1,99,2,NA,NA,4,3,3,2,2,3,4,29,4,3,2,1,3,32,3,NA,NA,NA,NA,NA,4,8,8,4,1,3,7,4,3,1,1,2,4,3,2,2,4,4,3,1,1,2,4,3,NA,5,4,3,3,2,2,2,1,2,1,2,1,1,1,2,4,5,6,3,3,2,1,2,2,1,NA,1,4,22,NA,19,1,1,NA,2,1,3,4,9,NA,NA,14,2,3,4,4,2,2,373,1,31,1,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,NA,NA,NA,NA
"359",13471,2,2,1,2,2,2,2,2,2,2,1,30,2,NA,NA,2,3,3,2,3,3,1,25,3,3,3,3,3,36,2,NA,NA,NA,NA,NA,5,8,7,7,1,4,8,5,2,1,1,1,4,4,4,4,4,4,4,4,1,1,5,1,5,5,5,5,4,1,5,2,1,1,1,1,1,1,1,1,2,1,1,4,3,0,2,1,23,1,NA,1,1,9,1,35,4,3,NA,2,4,1,3,5,73,NA,12,NA,NA,5,9,2,2,171,1,31,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,NA,NA,NA,NA
"360",13481,2,2,12,2,2,2,2,2,2,2,2,0,2,NA,NA,3,3,3,2,3,2,2,27,3,3,3,3,4,36,3,NA,NA,NA,NA,NA,1,5,5,1,1,4,10,6,1,1,3,3,4,4,4,4,3,4,4,1,1,2,5,5,3,2,5,5,2,2,5,2,1,1,1,1,1,1,4,1,4,3,5,2,2,1,2,2,9,1,NA,1,1,9,1,55,2,2,NA,2,1,3,4,2,51,2,15,1,3,3,3,3,2,403,1,31,1,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"361",13491,2,1,1,2,2,2,2,2,2,1,2,45,2,NA,NA,4,4,3,2,3,3,3,25,4,4,4,4,4,32,3,NA,NA,NA,NA,NA,3,7,7,8,1,3,7,3,9,1,1,1,4,4,4,3,3,3,3,1,1,2,4,3,3,3,3,3,2,3,2,2,1,1,1,1,1,1,1,1,1,2,4,3,2,1,3,2,3,1,NA,1,1,3,1,85,4,3,NA,4,3,2,1,2,21,NA,8,NA,3,3,1,3,2,171,1,31,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"362",13501,3,2,12,2,3,1,2,1,NA,2,2,99,NA,NA,NA,4,3,2,3,3,3,1,28,3,4,3,1,4,36,2,NA,NA,NA,NA,NA,5,5,5,1,1,6,10,10,1,1,2,3,5,4,4,4,2,3,4,4,3,4,1,NA,NA,NA,4,4,2,1,3,4,NA,NA,NA,NA,1,1,NA,NA,2,3,6,1,3,1,1,1,11,1,NA,1,2,11,1,59,1,1,NA,1,4,3,2,3,90,1,15,1,4,3,4,3,2,139,1,31,2,4,2,2,2,2,1,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA
"363",13511,1,1,1,1,3,2,3,4,3,2,1,99,2,NA,NA,3,2,3,3,4,4,3,28,3,4,3,4,4,36,NA,NA,NA,NA,NA,NA,1,6,7,10,1,1,6,1,10,1,1,2,2,4,4,3,3,3,4,1,1,NA,5,4,3,3,4,5,2,2,4,2,1,1,1,1,1,1,4,1,4,1,4,1,2,1,2,2,3,1,NA,1,1,3,1,38,3,3,NA,2,1,4,3,8,NA,NA,12,2,NA,3,NA,2,2,120,1,31,1,7,2,NA,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"364",13521,2,2,1,2,1,1,1,1,1,1,1,99,2,NA,NA,4,3,1,1,3,3,1,27,3,3,3,3,4,36,2,NA,NA,NA,NA,NA,5,8,8,5,1,1,7,1,1,1,3,1,4,2,3,3,3,4,4,1,1,1,5,3,3,4,5,5,4,3,5,1,1,1,1,1,1,1,4,4,1,4,5,4,4,1,2,1,5,1,NA,1,1,9,1,41,4,3,NA,2,4,1,3,6,NA,NA,16,1,2,4,8,2,2,171,1,31,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"365",13531,1,1,1,1,1,1,2,2,1,2,1,20,2,NA,NA,4,4,4,2,1,1,1,25,4,4,4,3,4,33,4,NA,NA,NA,NA,NA,1,10,10,5,1,1,5,1,1,1,1,3,4,4,4,3,4,4,4,1,1,1,5,4,5,5,5,5,4,4,5,4,1,1,1,1,1,1,1,1,5,1,1,3,2,1,3,1,2,1,NA,1,2,4,1,31,1,1,NA,2,1,3,4,7,NA,NA,12,2,3,6,4,1,2,156,1,31,1,8,2,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"366",13541,1,1,13,1,1,1,1,1,2,1,1,25,2,NA,NA,3,4,1,1,1,1,1,29,4,4,4,2,4,36,2,NA,NA,NA,NA,NA,1,10,10,8,1,1,10,10,8,2,4,1,2,4,4,4,3,1,4,1,1,2,5,5,4,4,5,5,4,1,5,2,1,1,1,3,1,1,1,1,5,4,5,4,4,4,3,1,5,1,NA,1,1,2,1,48,4,2,NA,2,1,3,4,7,NA,NA,12,NA,1,4,3,2,2,41,1,31,1,8,2,2,2,2,2,2,1,1,1,1,2,2,2,2,NA,NA,NA,NA
"367",13551,2,2,2,4,3,3,3,3,3,3,3,0,2,NA,NA,2,3,2,3,3,3,3,28,2,2,2,2,2,33,2,NA,NA,NA,NA,NA,10,2,2,1,1,8,1,9,1,1,2,3,4,2,3,3,2,3,3,4,4,7,3,2,3,3,3,4,2,1,3,2,4,4,4,4,4,4,4,4,4,3,5,2,2,2,2,3,4,2,NA,1,2,10,1,63,1,1,NA,1,2,3,4,2,51,2,4,2,5,4,1,3,2,403,1,31,1,3,2,1,2,2,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"368",13561,1,1,17,1,1,1,1,1,1,1,2,0,2,NA,NA,4,4,3,1,1,1,1,25,4,4,4,4,4,36,1,NA,NA,NA,NA,NA,1,1,7,10,1,1,9,1,10,1,4,1,4,4,4,4,4,4,4,1,1,2,4,2,2,4,4,4,3,4,5,1,1,1,1,1,1,1,1,1,2,2,1,2,3,0,3,2,3,1,NA,1,1,3,4,40,4,4,NA,2,4,3,1,8,NA,NA,16,1,2,4,12,2,2,65,1,31,1,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"369",13571,1,1,1,2,2,2,2,2,2,2,1,99,2,NA,NA,4,4,3,3,2,2,2,25,4,4,4,2,3,33,2,NA,NA,NA,NA,NA,1,6,8,1,1,1,9,5,2,1,2,1,4,4,4,4,4,4,4,4,1,1,5,4,5,5,4,4,4,2,5,2,1,1,1,1,1,1,1,1,2,3,5,4,3,0,3,1,2,1,NA,1,1,2,1,60,4,3,NA,4,1,3,2,4,49,NA,12,NA,5,4,2,2,2,171,1,31,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA
"370",13581,2,2,1,2,2,3,2,3,2,NA,3,20,1,NA,NA,4,3,3,2,3,3,2,28,3,3,2,2,4,36,2,NA,NA,NA,NA,NA,2,8,8,5,1,3,8,6,4,1,2,3,4,3,4,3,3,2,4,1,1,2,4,3,2,3,4,5,3,1,5,2,1,1,1,1,1,1,1,1,4,3,5,3,1,1,1,3,2,1,NA,1,1,2,1,54,3,2,NA,1,3,4,2,2,65,NA,9,2,2,5,5,2,2,447,1,31,1,3,1,2,2,2,1,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"371",13591,1,2,1,2,1,1,1,2,1,1,2,50,1,NA,NA,4,4,4,2,2,1,1,28,4,4,4,4,4,36,1,NA,NA,NA,NA,NA,6,8,10,6,1,1,10,1,10,1,1,1,1,4,4,3,3,3,4,1,1,1,3,3,3,3,3,3,3,2,5,1,1,1,1,1,1,1,1,1,5,3,6,3,2,2,1,1,2,1,NA,1,1,3,1,49,3,1,NA,2,1,3,4,6,NA,NA,11,2,4,4,5,3,2,41,1,31,1,8,2,2,2,2,2,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA
"372",13601,1,1,17,1,1,1,1,1,1,1,1,40,2,NA,NA,3,4,1,2,3,4,1,28,3,4,3,2,4,33,2,NA,NA,NA,NA,NA,1,5,7,2,1,1,10,5,1,1,1,1,2,4,4,4,4,4,4,1,1,3,5,1,4,5,5,5,2,2,5,4,1,1,1,1,1,1,2,4,1,1,2,3,1,1,2,1,2,1,NA,1,4,21,1,18,2,1,NA,1,2,4,3,6,NA,NA,12,2,4,5,4,3,2,156,1,31,1,8,2,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"373",13611,1,1,12,2,3,3,3,2,3,3,2,40,2,NA,NA,3,3,2,3,3,3,3,29,2,3,3,3,2,33,3,NA,NA,NA,NA,NA,10,1,10,1,1,2,10,8,10,1,3,2,1,4,3,3,4,3,4,4,1,7,4,3,3,2,4,4,3,2,5,3,1,1,3,1,1,1,1,3,4,5,5,4,3,2,2,1,2,1,NA,1,1,1,3,57,1,1,NA,1,2,3,4,1,55,NA,8,NA,5,3,1,2,2,322,1,31,1,4,2,2,2,2,1,1,1,1,2,2,2,2,1,2,NA,NA,NA,NA
"374",13621,1,2,4,3,3,1,1,3,1,4,3,99,1,NA,NA,2,3,3,3,2,2,3,26,3,2,3,2,4,36,3,NA,NA,NA,NA,NA,8,3,3,1,5,8,1,10,1,5,4,1,2,4,4,3,1,3,4,2,2,7,5,2,2,5,4,2,2,3,5,3,2,2,2,2,2,2,2,2,1,5,5,4,2,1,3,3,1,2,NA,1,2,4,1,26,1,1,NA,2,1,4,3,6,NA,NA,12,NA,2,7,4,2,2,134,1,31,1,6,2,1,2,2,2,2,2,2,2,1,2,2,1,1,NA,NA,NA,NA
"375",13631,1,1,1,2,2,2,2,2,2,1,1,30,2,NA,NA,3,4,1,1,NA,4,1,28,3,4,3,2,3,33,2,NA,NA,NA,NA,NA,5,8,10,9,1,1,10,8,7,1,1,3,4,1,4,4,1,4,4,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,1,2,1,NA,1,1,2,1,33,3,2,NA,1,3,2,4,NA,NA,NA,12,2,2,5,8,2,2,156,1,31,1,8,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"376",13641,1,1,1,1,1,1,1,1,1,1,3,60,2,NA,NA,4,4,2,3,4,4,2,26,2,4,4,4,4,36,1,NA,NA,NA,NA,NA,3,7,6,5,1,4,6,7,3,1,4,3,4,4,4,4,4,4,4,1,1,2,5,5,5,5,5,5,4,4,5,1,1,2,2,1,1,1,1,1,3,5,6,4,4,2,3,2,5,1,NA,1,1,5,3,50,2,2,NA,2,1,4,3,8,NA,NA,12,1,1,5,8,NA,2,345,1,31,1,6,1,1,1,2,1,1,2,1,2,1,1,2,1,1,NA,NA,NA,NA
"377",13651,2,2,11,1,2,2,2,2,2,1,3,0,2,NA,NA,3,4,3,4,2,3,1,26,3,4,4,3,2,33,2,NA,NA,NA,NA,NA,8,1,1,5,1,9,2,8,4,1,3,2,5,3,3,2,3,4,4,2,2,3,4,4,3,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,3,5,5,2,3,2,1,3,1,2,NA,1,2,1,1,72,3,2,NA,2,1,4,3,10,NA,NA,12,NA,2,3,1,3,2,372,1,31,1,4,2,1,1,2,1,1,2,1,1,1,2,2,1,1,NA,NA,NA,NA
"378",13661,1,1,11,3,1,1,1,1,1,1,1,0,2,NA,NA,3,2,2,1,2,2,1,27,4,3,3,3,4,32,3,NA,NA,NA,NA,NA,4,7,9,7,1,4,5,7,5,5,3,3,4,4,4,4,3,3,4,4,3,3,3,1,2,3,5,3,3,4,3,3,4,2,1,3,4,3,4,1,4,2,4,2,3,3,3,2,8,1,NA,1,1,8,1,25,4,1,NA,1,2,4,3,7,NA,NA,15,2,2,4,3,2,2,42,1,31,1,7,1,3,2,2,1,2,1,2,2,2,2,2,1,1,NA,NA,NA,NA
"379",13671,3,3,1,2,1,2,1,2,1,2,3,0,2,NA,NA,4,2,4,2,3,3,2,25,3,4,3,2,4,33,2,NA,NA,NA,NA,NA,5,8,8,10,1,4,9,5,10,1,4,2,1,4,4,4,4,4,4,NA,NA,2,4,4,4,4,4,4,2,3,3,1,1,1,1,1,1,1,1,1,3,4,2,2,3,1,1,2,3,1,NA,1,1,3,1,40,4,4,NA,2,4,1,3,5,89,NA,13,1,NA,2,4,2,2,NA,1,31,1,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA
"380",13681,2,1,1,2,2,2,2,2,2,1,2,0,2,NA,NA,4,3,2,2,3,3,1,28,4,4,4,4,4,36,2,NA,NA,NA,NA,NA,1,10,10,5,1,1,9,3,1,1,4,3,3,4,4,4,4,4,4,1,1,2,5,5,5,5,5,5,2,3,5,1,1,1,1,1,1,1,1,1,3,5,5,1,1,1,2,3,2,1,NA,1,1,2,1,53,1,1,NA,1,2,3,4,9,NA,NA,12,NA,4,2,2,2,2,95,1,31,1,3,NA,2,2,2,1,1,1,1,2,2,1,2,1,2,NA,NA,NA,NA
"381",13691,2,2,1,1,2,2,2,2,2,1,2,99,2,NA,NA,3,3,2,3,3,2,2,26,4,3,2,2,3,32,3,NA,NA,NA,NA,NA,4,8,7,5,4,6,3,2,2,2,4,2,4,3,2,2,1,1,2,NA,NA,NA,4,3,2,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,NA,1,5,2,1,1,2,2,2,1,NA,1,1,2,1,65,3,3,NA,2,1,3,4,1,62,NA,NA,NA,4,4,2,3,2,171,1,31,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"382",13701,2,2,1,NA,2,2,2,2,2,2,2,0,2,NA,NA,3,4,2,2,2,3,2,28,3,3,3,2,4,36,3,NA,NA,NA,NA,NA,1,8,9,7,1,1,10,1,5,1,2,2,4,4,4,4,2,4,4,NA,NA,2,5,5,3,3,5,5,3,2,4,2,1,1,1,1,1,1,4,1,4,5,5,3,3,1,1,2,2,1,NA,1,1,2,2,61,2,2,NA,2,1,3,4,2,51,2,12,2,3,3,2,3,2,403,1,31,1,3,2,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"383",13711,2,2,19,2,2,3,2,2,1,1,3,99,2,NA,NA,4,3,2,1,2,3,3,28,3,2,3,NA,2,34,3,NA,NA,NA,NA,NA,3,5,4,10,1,NA,4,3,5,1,2,2,4,2,3,3,4,2,3,1,1,2,4,5,4,3,4,5,3,4,5,2,1,1,3,4,1,1,1,1,4,3,4,3,2,2,2,3,3,1,NA,1,1,3,1,NA,3,3,NA,1,2,4,3,2,80,NA,9,2,3,3,4,2,2,447,1,31,1,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,NA,NA,NA,NA
"384",13721,1,2,1,2,NA,NA,NA,NA,NA,NA,3,50,2,NA,NA,3,2,2,3,3,4,3,28,2,2,3,2,2,34,3,NA,NA,NA,NA,NA,5,1,3,1,1,7,1,8,1,3,3,3,1,2,3,3,4,4,2,2,2,6,4,3,3,2,5,4,3,2,2,2,2,2,2,2,2,1,2,2,4,4,5,3,3,1,1,3,4,2,NA,2,2,1,1,63,1,1,NA,4,1,3,2,4,49,NA,12,NA,3,6,1,2,2,372,1,31,1,4,2,1,1,1,2,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA
"385",13731,1,2,12,2,4,3,4,4,4,1,1,0,2,NA,NA,4,3,4,3,3,3,4,25,2,4,3,4,4,33,3,NA,NA,NA,NA,NA,8,1,1,5,1,6,4,5,2,1,1,1,1,4,3,3,2,3,4,2,2,5,5,4,4,3,2,5,3,3,5,4,3,1,2,2,2,4,3,3,3,5,4,3,4,3,2,3,1,2,NA,1,2,1,1,32,2,2,NA,2,4,3,1,7,NA,NA,14,1,2,NA,4,2,2,209,1,31,1,4,2,1,1,1,2,2,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"386",13741,3,2,2,2,2,2,2,2,2,2,1,0,2,NA,NA,3,3,2,2,3,3,2,NA,3,4,3,2,4,33,2,NA,NA,NA,NA,NA,4,5,5,3,1,5,5,7,3,1,2,2,1,4,4,3,2,4,4,4,1,5,4,2,2,2,3,4,3,2,4,3,4,3,3,3,1,4,4,4,2,4,5,2,2,2,3,2,23,1,NA,1,2,12,1,49,1,1,NA,3,4,2,1,4,97,1,15,1,5,3,3,3,2,139,1,31,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA
"387",13751,2,2,1,2,2,2,1,2,1,1,2,40,2,NA,NA,3,3,2,3,3,4,4,26,3,4,4,4,4,36,2,NA,NA,NA,NA,NA,4,6,6,7,1,4,5,1,1,4,2,3,1,4,3,4,3,4,4,4,1,1,4,2,4,3,4,5,2,2,5,1,1,1,1,1,1,1,1,1,4,4,5,1,2,1,2,2,5,1,NA,1,1,5,1,70,3,3,NA,2,4,1,3,5,51,NA,14,2,3,4,2,NA,2,NA,1,31,1,6,1,2,2,2,1,1,1,2,2,NA,1,1,2,2,NA,NA,NA,NA
"388",13761,3,2,1,3,2,3,3,3,3,3,2,0,1,NA,NA,2,2,NA,4,3,3,1,26,2,4,3,3,3,33,2,NA,NA,NA,NA,NA,5,8,5,1,1,3,4,6,1,1,1,3,1,3,4,4,3,4,4,NA,1,3,4,4,3,3,5,5,2,2,5,3,1,3,3,3,1,1,1,NA,4,5,5,2,1,3,2,3,11,1,NA,1,2,11,1,49,1,1,NA,1,2,3,4,3,92,1,15,1,3,3,6,3,2,79,1,31,2,3,1,2,2,2,2,1,2,2,2,2,2,2,1,2,NA,NA,NA,NA
"389",13771,2,3,1,2,1,2,1,1,1,3,1,99,2,NA,NA,4,3,3,4,3,3,2,25,4,3,4,4,4,36,3,NA,NA,NA,NA,NA,5,2,3,7,1,10,6,9,8,2,3,2,1,4,4,3,4,4,3,2,2,7,3,3,4,2,3,4,4,3,3,1,2,2,2,3,3,3,3,3,2,6,5,3,4,3,2,3,1,2,NA,2,2,1,1,21,2,2,NA,4,3,1,2,6,NA,NA,12,2,3,NA,NA,2,2,NA,1,31,1,4,2,2,2,2,1,1,2,2,1,1,1,1,1,1,NA,NA,NA,NA
"390",13781,3,1,22,2,1,1,1,1,1,1,1,0,2,NA,NA,4,2,3,1,2,3,1,25,4,4,4,4,4,36,2,NA,NA,NA,NA,NA,2,8,5,5,1,1,6,1,8,1,4,1,3,4,3,4,4,4,4,1,1,1,5,1,5,5,5,5,3,3,5,2,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,1,9,1,NA,NA,1,9,1,26,3,3,NA,2,4,1,3,6,NA,NA,16,1,4,3,3,2,2,65,1,31,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"391",13791,2,1,1,2,3,3,2,3,4,3,3,99,2,NA,NA,3,2,2,3,3,3,2,28,3,4,4,3,3,34,3,NA,NA,NA,NA,NA,6,1,3,3,1,5,1,5,1,1,4,3,2,4,3,3,3,4,3,2,2,3,4,3,4,4,5,3,3,3,3,4,2,2,2,4,3,4,2,4,4,5,4,2,3,1,2,2,1,2,NA,1,2,1,1,74,2,1,NA,1,2,4,3,3,48,NA,17,1,NA,4,2,NA,2,NA,1,31,1,7,2,1,1,1,2,2,1,2,2,2,1,2,2,1,NA,NA,NA,NA
"392",13801,1,1,1,4,1,1,1,1,1,1,1,0,1,NA,NA,4,4,3,4,4,3,1,25,3,4,4,3,4,36,2,NA,NA,NA,NA,NA,1,8,8,7,1,5,8,3,3,1,4,1,1,4,4,4,4,3,4,4,1,2,5,3,4,5,4,3,NA,2,5,1,1,1,1,1,1,1,1,1,5,2,6,4,3,3,1,1,2,1,NA,1,2,3,1,65,1,2,NA,4,2,1,3,2,51,NA,NA,2,2,3,4,2,2,330,1,31,1,6,2,2,2,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"393",13811,1,1,1,2,3,3,2,2,2,2,1,99,1,NA,NA,3,3,2,3,3,3,1,28,2,2,2,3,3,36,2,NA,NA,NA,NA,NA,1,1,8,1,1,6,7,8,10,1,1,3,1,4,4,3,3,4,4,4,4,1,4,4,4,4,4,4,4,3,5,2,4,3,3,4,3,1,1,4,2,3,5,4,3,0,3,3,2,1,NA,1,4,22,1,40,1,1,NA,2,1,4,3,3,91,1,14,1,3,3,4,2,2,300,1,31,1,9,2,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"394",13821,3,2,1,3,3,2,2,1,1,2,NA,70,2,NA,NA,1,3,2,3,3,3,3,28,2,4,2,3,4,36,2,NA,NA,NA,NA,NA,4,7,7,1,1,3,7,3,1,1,2,1,2,4,4,3,4,4,4,3,1,2,3,3,2,1,1,3,3,2,5,3,1,4,3,3,1,1,4,4,4,6,5,1,1,1,1,1,2,1,NA,1,1,12,3,49,1,1,NA,2,1,4,3,3,90,1,15,1,3,3,3,3,2,139,1,31,2,4,1,NA,2,2,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"395",13831,2,2,1,3,3,4,3,3,3,3,3,45,2,NA,NA,3,3,3,3,4,3,3,28,3,3,3,4,4,36,1,NA,NA,NA,NA,NA,1,10,10,5,1,1,10,6,1,5,4,1,1,4,4,4,3,3,3,1,1,1,4,4,4,3,4,4,3,3,3,4,1,1,1,3,3,1,1,1,3,5,5,3,3,3,3,4,2,1,NA,1,NA,2,1,47,2,1,NA,2,1,4,3,8,NA,NA,8,2,5,4,5,2,2,391,1,31,1,8,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"396",13841,1,2,1,4,3,4,2,2,1,4,3,85,2,NA,NA,1,4,4,4,4,4,4,29,1,1,1,4,3,32,3,NA,NA,NA,NA,NA,9,2,2,3,3,9,4,10,4,4,1,4,1,2,3,4,4,4,3,3,2,6,5,2,5,5,5,4,3,2,5,4,4,2,4,2,2,4,4,3,5,5,4,2,3,1,2,4,4,2,NA,1,4,21,2,18,1,1,NA,1,2,4,3,6,NA,NA,12,2,2,8,6,3,2,241,1,31,1,8,2,1,1,1,2,2,1,1,1,1,2,1,1,1,NA,NA,NA,NA
